month,year,Factory,Location,CO2 Emissions (kg),Energy Consumption (kWh),Product Category,Supplier,Machine Type,Machine Utilization (%),Water Usage (liters),Profit Margin (%)
7,2022,0,0,774,932,2,2,2,57,10000,26.46
7,2022,0,0,867,877,1,0,1,53,6000,12.68
7,2022,0,0,867,877,1,0,1,53,6000,12.63
7,2022,0,0,774,932,2,2,2,57,10000,26.37
7,2022,0,0,867,877,1,0,1,53,6000,12.5
7,2022,0,0,774,932,2,2,2,57,10000,26.43
7,2022,0,0,826,665,0,2,0,59,2000,20.68
7,2022,0,0,867,877,1,0,1,53,6000,12.82
7,2022,0,0,774,932,2,2,2,57,10000,26.52
7,2022,0,0,826,665,0,2,0,59,2000,20.88
7,2022,0,0,826,665,0,2,0,59,2000,20.63
7,2022,0,0,826,665,0,2,0,59,2000,20.93
7,2022,0,0,826,665,0,2,0,59,2000,20.79
7,2022,0,0,867,877,1,0,1,53,6000,12.89
7,2022,0,0,826,665,0,2,0,59,2000,20.68
7,2022,0,0,867,877,1,0,1,53,6000,12.57
7,2022,0,0,774,932,2,2,2,57,10000,26.48
7,2022,0,0,826,665,0,2,0,59,2000,20.92
7,2022,0,0,774,932,2,2,2,57,10000,26.43
7,2022,0,0,867,877,1,0,1,53,6000,12.57
7,2022,0,0,867,877,1,0,1,53,6000,12.63
7,2022,0,0,774,932,2,2,2,57,10000,26.5
7,2022,0,0,774,932,2,2,2,57,10000,26.46
7,2022,0,0,867,877,1,0,1,53,6000,12.52
7,2022,0,0,826,665,0,2,0,59,2000,20.55
7,2022,0,0,774,932,2,2,2,57,10000,26.43
7,2022,0,0,826,665,0,2,0,59,2000,20.68
7,2022,0,0,774,932,2,2,2,57,10000,26.61
7,2022,0,0,826,665,0,2,0,59,2000,20.79
8,2022,0,0,774,932,2,2,2,57,10000,26.58
8,2022,0,0,826,665,0,2,0,59,2000,20.63
8,2022,0,0,774,932,2,2,2,57,10000,26.62
8,2022,0,0,826,665,0,2,0,59,2000,20.79
8,2022,0,0,826,665,0,2,0,59,2000,20.99
8,2022,0,0,867,877,1,0,1,53,6000,12.61
8,2022,0,0,867,877,1,0,1,53,6000,12.57
8,2022,0,0,774,932,2,2,2,57,10000,26.48
8,2022,0,0,826,665,0,2,0,59,2000,20.92
8,2022,0,0,774,932,2,2,2,57,10000,26.43
8,2022,0,0,774,932,2,2,2,57,10000,26.41
8,2022,0,0,867,877,1,0,1,53,6000,12.63
8,2022,0,0,826,665,0,2,0,59,2000,20.76
8,2022,0,0,826,665,0,2,0,59,2000,20.71
8,2022,0,0,774,932,2,2,2,57,10000,26.37
8,2022,0,0,774,932,2,2,2,57,10000,26.35
8,2022,0,0,774,932,2,2,2,57,10000,26.43
8,2022,0,0,774,932,2,2,2,57,10000,26.44
8,2022,0,0,774,932,2,2,2,57,10000,26.61
8,2022,0,0,774,932,2,2,2,57,10000,26.52
8,2022,0,0,826,665,0,2,0,59,2000,20.88
8,2022,0,0,774,932,2,2,2,57,10000,26.4
8,2022,0,0,774,932,2,2,2,57,10000,26.62
8,2022,0,0,826,665,0,2,0,59,2000,20.79
8,2022,0,0,826,665,0,2,0,59,2000,20.99
8,2022,0,0,867,877,1,0,1,53,6000,12.61
8,2022,0,0,774,932,2,2,2,57,10000,26.4
8,2022,0,0,826,665,0,2,0,59,2000,20.73
8,2022,0,0,826,665,0,2,0,59,2000,20.92
8,2022,0,0,867,877,1,0,1,53,6000,12.59
8,2022,0,0,774,932,2,2,2,57,10000,26.41
8,2022,0,0,826,665,0,2,0,59,2000,20.71
8,2022,0,0,867,877,1,0,1,53,6000,12.68
8,2022,0,0,867,877,1,0,1,53,6000,12.63
8,2022,0,0,826,665,0,2,0,59,2000,20.58
8,2022,0,0,774,932,2,2,2,57,10000,26.35
8,2022,0,0,867,877,1,0,1,53,6000,12.6
8,2022,0,0,826,665,0,2,0,59,2000,20.68
8,2022,0,0,867,877,1,0,1,53,6000,12.82
8,2022,0,0,826,665,0,2,0,59,2000,20.79
8,2022,0,0,826,665,0,2,0,59,2000,20.88
8,2022,0,0,774,932,2,2,2,57,10000,26.4
8,2022,0,0,774,932,2,2,2,57,10000,26.62
8,2022,0,0,774,932,2,2,2,57,10000,26.52
8,2022,0,0,826,665,0,2,0,59,2000,20.99
8,2022,0,0,867,877,1,0,1,53,6000,12.61
8,2022,0,0,774,932,2,2,2,57,10000,26.4
8,2022,0,0,774,932,2,2,2,57,10000,26.48
8,2022,0,0,774,932,2,2,2,57,10000,26.61
8,2022,0,0,774,932,2,2,2,57,10000,26.43
8,2022,0,0,774,932,2,2,2,57,10000,26.41
8,2022,0,0,867,877,1,0,1,53,6000,12.63
8,2022,0,0,826,665,0,2,0,59,2000,20.76
8,2022,0,0,826,665,0,2,0,59,2000,20.71
8,2022,0,0,826,665,0,2,0,59,2000,20.58
8,2022,0,0,826,665,0,2,0,59,2000,20.55
8,2022,0,0,867,877,1,0,1,53,6000,12.6
8,2022,0,0,867,877,1,0,1,53,6000,12.61
8,2022,0,0,867,877,1,0,1,53,6000,12.82
8,2022,0,0,826,665,0,2,0,59,2000,20.79
8,2022,0,0,774,932,2,2,2,57,10000,26.58
8,2022,0,0,826,665,0,2,0,59,2000,20.63
8,2022,0,0,867,877,1,0,1,53,6000,12.83
8,2022,0,0,826,665,0,2,0,59,2000,20.79
8,2022,0,0,774,932,2,2,2,57,10000,26.67
8,2022,0,0,867,877,1,0,1,53,6000,12.61
8,2022,0,0,826,665,0,2,0,59,2000,20.63
8,2022,0,0,774,932,2,2,2,57,10000,26.48
8,2022,0,0,867,877,1,0,1,53,6000,12.82
8,2022,0,0,867,877,1,0,1,53,6000,12.59
8,2022,0,0,826,665,0,2,0,59,2000,20.64
8,2022,0,0,826,665,0,2,0,59,2000,20.71
8,2022,0,0,826,665,0,2,0,59,2000,20.76
8,2022,0,0,826,665,0,2,0,59,2000,20.71
8,2022,0,0,867,877,1,0,1,53,6000,12.52
8,2022,0,0,867,877,1,0,1,53,6000,12.5
8,2022,0,0,774,932,2,2,2,57,10000,26.43
8,2022,0,0,774,932,2,2,2,57,10000,26.44
8,2022,0,0,826,665,0,2,0,59,2000,20.92
8,2022,0,0,867,877,1,0,1,53,6000,12.71
8,2022,0,0,774,932,2,2,2,57,10000,26.58
8,2022,0,0,826,665,0,2,0,59,2000,20.63
8,2022,0,0,826,665,0,2,0,59,2000,20.93
8,2022,0,0,774,932,2,2,2,57,10000,26.52
8,2022,0,0,774,932,2,2,2,57,10000,26.67
8,2022,0,0,826,665,0,2,0,59,2000,20.68
8,2022,0,0,826,665,0,2,0,59,2000,20.63
8,2022,0,0,867,877,1,0,1,53,6000,12.65
8,2022,0,0,774,932,2,2,2,57,10000,26.61
8,2022,0,0,867,877,1,0,1,53,6000,12.59
8,2022,0,0,774,932,2,2,2,57,10000,26.41
8,2022,0,0,774,932,2,2,2,57,10000,26.46
8,2022,0,0,774,932,2,2,2,57,10000,26.5
9,2022,0,0,774,932,2,2,2,57,10000,26.46
9,2022,0,0,774,932,2,2,2,57,10000,26.37
9,2022,0,0,826,665,0,2,0,59,2000,20.55
9,2022,0,0,826,665,0,2,0,59,2000,20.67
9,2022,0,0,867,877,1,0,1,53,6000,12.61
9,2022,0,0,774,932,2,2,2,57,10000,26.61
9,2022,0,0,826,665,0,2,0,59,2000,20.79
9,2022,0,0,826,665,0,2,0,59,2000,20.88
9,2022,0,0,774,932,2,2,2,57,10000,26.4
9,2022,0,0,826,665,0,2,0,59,2000,20.93
9,2022,0,0,774,932,2,2,2,57,10000,26.52
9,2022,0,0,774,932,2,2,2,57,10000,26.67
9,2022,0,0,867,877,1,0,1,53,6000,12.61
9,2022,0,0,826,665,0,2,0,59,2000,20.63
9,2022,0,0,867,877,1,0,1,53,6000,12.65
9,2022,0,0,826,665,0,2,0,59,2000,20.92
9,2022,0,0,826,665,0,2,0,59,2000,20.66
9,2022,0,0,867,877,1,0,1,53,6000,12.57
9,2022,0,0,826,665,0,2,0,59,2000,20.71
9,2022,0,0,867,877,1,0,1,53,6000,12.68
9,2022,0,0,826,665,0,2,0,59,2000,20.71
9,2022,0,0,826,665,0,2,0,59,2000,20.58
9,2022,0,0,774,932,2,2,2,57,10000,26.35
9,2022,0,0,774,932,2,2,2,57,10000,26.43
9,2022,0,0,867,877,1,0,1,53,6000,12.61
9,2022,0,0,826,665,0,2,0,59,2000,20.92
9,2022,0,0,774,932,2,2,2,57,10000,26.52
9,2022,0,0,867,877,1,0,1,53,6000,12.78
9,2022,0,0,774,932,2,2,2,57,10000,26.4
9,2022,0,0,774,932,2,2,2,57,10000,26.62
9,2022,0,0,774,932,2,2,2,57,10000,26.52
9,2022,0,0,867,877,1,0,1,53,6000,12.89
9,2022,0,0,826,665,0,2,0,59,2000,20.68
9,2022,0,0,867,877,1,0,1,53,6000,12.57
9,2022,0,0,867,877,1,0,1,53,6000,12.65
9,2022,0,0,867,877,1,0,1,53,6000,12.82
9,2022,0,0,867,877,1,0,1,53,6000,12.59
9,2022,0,0,826,665,0,2,0,59,2000,20.64
9,2022,0,0,774,932,2,2,2,57,10000,26.46
9,2022,0,0,826,665,0,2,0,59,2000,20.76
9,2022,0,0,867,877,1,0,1,53,6000,12.63
9,2022,0,0,826,665,0,2,0,59,2000,20.58
9,2022,0,0,867,877,1,0,1,53,6000,12.5
9,2022,0,0,867,877,1,0,1,53,6000,12.6
9,2022,0,0,867,877,1,0,1,53,6000,12.61
9,2022,0,0,774,932,2,2,2,57,10000,26.61
9,2022,0,0,774,932,2,2,2,57,10000,26.52
9,2022,0,0,867,877,1,0,1,53,6000,12.78
9,2022,0,0,826,665,0,2,0,59,2000,20.63
9,2022,0,0,867,877,1,0,1,53,6000,12.83
9,2022,0,0,826,665,0,2,0,59,2000,20.79
9,2022,0,0,826,665,0,2,0,59,2000,20.99
9,2022,0,0,774,932,2,2,2,57,10000,26.44
9,2022,0,0,826,665,0,2,0,59,2000,20.63
9,2022,0,0,826,665,0,2,0,59,2000,20.73
9,2022,0,0,774,932,2,2,2,57,10000,26.61
9,2022,0,0,826,665,0,2,0,59,2000,20.66
9,2022,0,0,867,877,1,0,1,53,6000,12.57
9,2022,0,0,867,877,1,0,1,53,6000,12.63
9,2022,0,0,774,932,2,2,2,57,10000,26.5
9,2022,0,0,774,932,2,2,2,57,10000,26.46
9,2022,0,0,774,932,2,2,2,57,10000,26.37
9,2022,0,0,826,665,0,2,0,59,2000,20.55
9,2022,0,0,826,665,0,2,0,59,2000,20.67
9,2022,0,0,867,877,1,0,1,53,6000,12.61
9,2022,0,0,826,665,0,2,0,59,2000,20.92
9,2022,0,0,826,665,0,2,0,59,2000,20.79
9,2022,0,0,867,877,1,0,1,53,6000,12.78
9,2022,0,0,867,877,1,0,1,53,6000,12.56
9,2022,0,0,826,665,0,2,0,59,2000,20.93
9,2022,0,0,774,932,2,2,2,57,10000,26.52
9,2022,0,0,826,665,0,2,0,59,2000,20.99
9,2022,0,0,867,877,1,0,1,53,6000,12.61
9,2022,0,0,826,665,0,2,0,59,2000,20.63
9,2022,0,0,826,665,0,2,0,59,2000,20.73
9,2022,0,0,867,877,1,0,1,53,6000,12.82
9,2022,0,0,867,877,1,0,1,53,6000,12.59
9,2022,0,0,826,665,0,2,0,59,2000,20.64
9,2022,0,0,774,932,2,2,2,57,10000,26.46
9,2022,0,0,867,877,1,0,1,53,6000,12.68
9,2022,0,0,774,932,2,2,2,57,10000,26.46
9,2022,0,0,826,665,0,2,0,59,2000,20.58
9,2022,0,0,867,877,1,0,1,53,6000,12.5
9,2022,0,0,867,877,1,0,1,53,6000,12.6
9,2022,0,0,867,877,1,0,1,53,6000,12.61
9,2022,0,0,867,877,1,0,1,53,6000,12.82
9,2022,0,0,826,665,0,2,0,59,2000,20.79
9,2022,0,0,867,877,1,0,1,53,6000,12.78
9,2022,0,0,774,932,2,2,2,57,10000,26.4
9,2022,0,0,774,932,2,2,2,57,10000,26.62
10,2022,0,0,826,665,0,2,0,59,2000,20.79
10,2022,0,0,774,932,2,2,2,57,10000,26.67
10,2022,0,0,867,877,1,0,1,53,6000,12.61
10,2022,0,0,867,877,1,0,1,53,6000,12.57
10,2022,0,0,774,932,2,2,2,57,10000,26.48
10,2022,0,0,826,665,0,2,0,59,2000,20.92
10,2022,0,0,774,932,2,2,2,57,10000,26.43
10,2022,0,0,774,932,2,2,2,57,10000,26.41
10,2022,0,0,867,877,1,0,1,53,6000,12.63
10,2022,0,0,826,665,0,2,0,59,2000,20.76
10,2022,0,0,867,877,1,0,1,53,6000,12.63
10,2022,0,0,774,932,2,2,2,57,10000,26.37
10,2022,0,0,867,877,1,0,1,53,6000,12.5
10,2022,0,0,826,665,0,2,0,59,2000,20.67
10,2022,0,0,867,877,1,0,1,53,6000,12.61
10,2022,0,0,826,665,0,2,0,59,2000,20.92
10,2022,0,0,867,877,1,0,1,53,6000,12.71
10,2022,0,0,774,932,2,2,2,57,10000,26.58
10,2022,0,0,774,932,2,2,2,57,10000,26.4
10,2022,0,0,867,877,1,0,1,53,6000,12.83
10,2022,0,0,826,665,0,2,0,59,2000,20.79
10,2022,0,0,826,665,0,2,0,59,2000,20.99
10,2022,0,0,826,665,0,2,0,59,2000,20.68
10,2022,0,0,826,665,0,2,0,59,2000,20.63
10,2022,0,0,867,877,1,0,1,53,6000,12.65
10,2022,0,0,867,877,1,0,1,53,6000,12.82
10,2022,0,0,826,665,0,2,0,59,2000,20.66
10,2022,0,0,867,877,1,0,1,53,6000,12.57
10,2022,0,0,867,877,1,0,1,53,6000,12.63
10,2022,0,0,867,877,1,0,1,53,6000,12.68
10,2022,0,0,826,665,0,2,0,59,2000,20.71
10,2022,0,0,774,932,2,2,2,57,10000,26.37
10,2022,0,0,867,877,1,0,1,53,6000,12.5
10,2022,0,0,774,932,2,2,2,57,10000,26.43
10,2022,0,0,826,665,0,2,0,59,2000,20.68
10,2022,0,0,826,665,0,2,0,59,2000,20.92
10,2022,0,0,867,877,1,0,1,53,6000,12.71
10,2022,0,0,826,665,0,2,0,59,2000,20.88
10,2022,0,0,826,665,0,2,0,59,2000,20.63
10,2022,0,0,867,877,1,0,1,53,6000,12.83
10,2022,0,0,774,932,2,2,2,57,10000,26.52
10,2022,0,0,867,877,1,0,1,53,6000,12.89
10,2022,0,0,826,665,0,2,0,59,2000,20.68
10,2022,0,0,867,877,1,0,1,53,6000,12.57
10,2022,0,0,826,665,0,2,0,59,2000,20.73
10,2022,0,0,826,665,0,2,0,59,2000,20.92
10,2022,0,0,867,877,1,0,1,53,6000,12.59
10,2022,0,0,867,877,1,0,1,53,6000,12.57
10,2022,0,0,774,932,2,2,2,57,10000,26.46
10,2022,0,0,774,932,2,2,2,57,10000,26.5
10,2022,0,0,774,932,2,2,2,57,10000,26.46
10,2022,0,0,867,877,1,0,1,53,6000,12.52
10,2022,0,0,774,932,2,2,2,57,10000,26.35
10,2022,0,0,774,932,2,2,2,57,10000,26.43
10,2022,0,0,774,932,2,2,2,57,10000,26.44
10,2022,0,0,826,665,0,2,0,59,2000,20.92
10,2022,0,0,774,932,2,2,2,57,10000,26.52
10,2022,0,0,774,932,2,2,2,57,10000,26.58
10,2022,0,0,774,932,2,2,2,57,10000,26.4
10,2022,0,0,867,877,1,0,1,53,6000,12.83
10,2022,0,0,826,665,0,2,0,59,2000,20.79
10,2022,0,0,774,932,2,2,2,57,10000,26.67
10,2022,0,0,774,932,2,2,2,57,10000,26.44
10,2022,0,0,867,877,1,0,1,53,6000,12.57
10,2022,0,0,867,877,1,0,1,53,6000,12.65
10,2022,0,0,867,877,1,0,1,53,6000,12.82
10,2022,0,0,774,932,2,2,2,57,10000,26.43
10,2022,0,0,826,665,0,2,0,59,2000,20.64
10,2022,0,0,774,932,2,2,2,57,10000,26.46
10,2022,0,0,867,877,1,0,1,53,6000,12.68
10,2022,0,0,867,877,1,0,1,53,6000,12.63
10,2022,0,0,774,932,2,2,2,57,10000,26.37
10,2022,0,0,826,665,0,2,0,59,2000,20.55
10,2022,0,0,867,877,1,0,1,53,6000,12.6
10,2022,0,0,774,932,2,2,2,57,10000,26.44
10,2022,0,0,867,877,1,0,1,53,6000,12.82
10,2022,0,0,867,877,1,0,1,53,6000,12.71
10,2022,0,0,774,932,2,2,2,57,10000,26.58
10,2022,0,0,774,932,2,2,2,57,10000,26.4
10,2022,0,0,774,932,2,2,2,57,10000,26.62
10,2022,0,0,826,665,0,2,0,59,2000,20.79
10,2022,0,0,867,877,1,0,1,53,6000,12.89
10,2022,0,0,867,877,1,0,1,53,6000,12.61
10,2022,0,0,774,932,2,2,2,57,10000,26.4
10,2022,0,0,774,932,2,2,2,57,10000,26.48
10,2022,0,0,867,877,1,0,1,53,6000,12.82
10,2022,0,0,774,932,2,2,2,57,10000,26.43
10,2022,0,0,867,877,1,0,1,53,6000,12.57
10,2022,0,0,774,932,2,2,2,57,10000,26.46
10,2022,0,0,826,665,0,2,0,59,2000,20.76
10,2022,0,0,774,932,2,2,2,57,10000,26.46
10,2022,0,0,774,932,2,2,2,57,10000,26.37
10,2022,0,0,867,877,1,0,1,53,6000,12.5
11,2022,0,0,774,932,2,2,2,57,10000,26.43
11,2022,0,0,867,877,1,0,1,53,6000,12.61
11,2022,0,0,774,932,2,2,2,57,10000,26.61
11,2022,0,0,826,665,0,2,0,59,2000,20.79
11,2022,0,0,826,665,0,2,0,59,2000,20.88
11,2022,0,0,826,665,0,2,0,59,2000,20.63
11,2022,0,0,774,932,2,2,2,57,10000,26.62
11,2022,0,0,826,665,0,2,0,59,2000,20.79
11,2022,0,0,867,877,1,0,1,53,6000,12.89
11,2022,0,0,774,932,2,2,2,57,10000,26.44
11,2022,0,0,826,665,0,2,0,59,2000,20.63
11,2022,0,0,867,877,1,0,1,53,6000,12.65
11,2022,0,0,826,665,0,2,0,59,2000,20.92
11,2022,0,0,826,665,0,2,0,59,2000,20.66
11,2022,0,0,867,877,1,0,1,53,6000,12.57
11,2022,0,0,774,932,2,2,2,57,10000,26.46
11,2022,0,0,826,665,0,2,0,59,2000,20.76
11,2022,0,0,867,877,1,0,1,53,6000,12.63
11,2022,0,0,867,877,1,0,1,53,6000,12.52
11,2022,0,0,826,665,0,2,0,59,2000,20.55
11,2022,0,0,826,665,0,2,0,59,2000,20.67
11,2022,0,0,826,665,0,2,0,59,2000,20.68
11,2022,0,0,826,665,0,2,0,59,2000,20.92
11,2022,0,0,867,877,1,0,1,53,6000,12.71
11,2022,0,0,867,877,1,0,1,53,6000,12.78
11,2022,0,0,867,877,1,0,1,53,6000,12.56
11,2022,0,0,774,932,2,2,2,57,10000,26.62
11,2022,0,0,826,665,0,2,0,59,2000,20.79
11,2022,0,0,774,932,2,2,2,57,10000,26.67
11,2022,0,0,826,665,0,2,0,59,2000,20.68
11,2022,0,0,867,877,1,0,1,53,6000,12.57
11,2022,0,0,774,932,2,2,2,57,10000,26.48
11,2022,0,0,774,932,2,2,2,57,10000,26.61
11,2022,0,0,826,665,0,2,0,59,2000,20.66
11,2022,0,0,826,665,0,2,0,59,2000,20.64
11,2022,0,0,867,877,1,0,1,53,6000,12.63
11,2022,0,0,774,932,2,2,2,57,10000,26.5
11,2022,0,0,867,877,1,0,1,53,6000,12.63
11,2022,0,0,774,932,2,2,2,57,10000,26.37
11,2022,0,0,826,665,0,2,0,59,2000,20.55
11,2022,0,0,867,877,1,0,1,53,6000,12.6
11,2022,0,0,867,877,1,0,1,53,6000,12.61
11,2022,0,0,774,932,2,2,2,57,10000,26.61
11,2022,0,0,774,932,2,2,2,57,10000,26.52
11,2022,0,0,774,932,2,2,2,57,10000,26.58
11,2022,0,0,867,877,1,0,1,53,6000,12.56
11,2022,0,0,774,932,2,2,2,57,10000,26.62
11,2022,0,0,867,877,1,0,1,53,6000,12.71
11,2022,0,0,826,665,0,2,0,59,2000,20.99
11,2022,0,0,774,932,2,2,2,57,10000,26.44
11,2022,0,0,826,665,0,2,0,59,2000,20.63
11,2022,0,0,826,665,0,2,0,59,2000,20.73
11,2022,0,0,774,932,2,2,2,57,10000,26.61
11,2022,0,0,774,932,2,2,2,57,10000,26.43
11,2022,0,0,826,665,0,2,0,59,2000,20.64
11,2022,0,0,826,665,0,2,0,59,2000,20.71
11,2022,0,0,774,932,2,2,2,57,10000,26.5
11,2022,0,0,826,665,0,2,0,59,2000,20.71
11,2022,0,0,867,877,1,0,1,53,6000,12.52
11,2022,0,0,826,665,0,2,0,59,2000,20.55
11,2022,0,0,867,877,1,0,1,53,6000,12.6
11,2022,0,0,826,665,0,2,0,59,2000,20.68
11,2022,0,0,774,932,2,2,2,57,10000,26.61
11,2022,0,0,867,877,1,0,1,53,6000,12.71
11,2022,0,0,774,932,2,2,2,57,10000,26.58
11,2022,0,0,826,665,0,2,0,59,2000,20.63
11,2022,0,0,867,877,1,0,1,53,6000,12.83
11,2022,0,0,867,877,1,0,1,53,6000,12.71
11,2022,0,0,826,665,0,2,0,59,2000,20.99
11,2022,0,0,867,877,1,0,1,53,6000,12.61
11,2022,0,0,826,665,0,2,0,59,2000,20.63
11,2022,0,0,826,665,0,2,0,59,2000,20.73
11,2022,0,0,774,932,2,2,2,57,10000,26.61
11,2022,0,0,867,877,1,0,1,53,6000,12.59
11,2022,0,0,867,877,1,0,1,53,6000,12.57
11,2022,0,0,826,665,0,2,0,59,2000,20.71
11,2022,0,0,867,877,1,0,1,53,6000,12.68
11,2022,0,0,774,932,2,2,2,57,10000,26.46
11,2022,0,0,826,665,0,2,0,59,2000,20.58
11,2022,0,0,774,932,2,2,2,57,10000,26.35
11,2022,0,0,826,665,0,2,0,59,2000,20.67
11,2022,0,0,867,877,1,0,1,53,6000,12.61
11,2022,0,0,826,665,0,2,0,59,2000,20.92
11,2022,0,0,826,665,0,2,0,59,2000,20.79
11,2022,0,0,867,877,1,0,1,53,6000,12.78
11,2022,0,0,774,932,2,2,2,57,10000,26.4
11,2022,0,0,774,932,2,2,2,57,10000,26.62
11,2022,0,0,826,665,0,2,0,59,2000,20.79
11,2022,0,0,826,665,0,2,0,59,2000,20.99
11,2022,0,0,867,877,1,0,1,53,6000,12.61
12,2022,0,0,774,932,2,2,2,57,10000,26.4
12,2022,0,0,774,932,2,2,2,57,10000,26.48
12,2022,0,0,826,665,0,2,0,59,2000,20.92
12,2022,0,0,774,932,2,2,2,57,10000,26.43
12,2022,0,0,774,932,2,2,2,57,10000,26.41
12,2022,0,0,774,932,2,2,2,57,10000,26.46
12,2022,0,0,867,877,1,0,1,53,6000,12.68
12,2022,0,0,826,665,0,2,0,59,2000,20.71
12,2022,0,0,826,665,0,2,0,59,2000,20.58
12,2022,0,0,826,665,0,2,0,59,2000,20.55
12,2022,0,0,867,877,1,0,1,53,6000,12.6
12,2022,0,0,867,877,1,0,1,53,6000,12.61
12,2022,0,0,826,665,0,2,0,59,2000,20.92
12,2022,0,0,826,665,0,2,0,59,2000,20.79
12,2022,0,0,867,877,1,0,1,53,6000,12.78
12,2022,0,0,826,665,0,2,0,59,2000,20.63
12,2022,0,0,826,665,0,2,0,59,2000,20.93
12,2022,0,0,867,877,1,0,1,53,6000,12.71
12,2022,0,0,826,665,0,2,0,59,2000,20.99
12,2022,0,0,867,877,1,0,1,53,6000,12.61
12,2022,0,0,826,665,0,2,0,59,2000,20.63
12,2022,0,0,826,665,0,2,0,59,2000,20.73
12,2022,0,0,826,665,0,2,0,59,2000,20.92
12,2022,0,0,826,665,0,2,0,59,2000,20.66
12,2022,0,0,826,665,0,2,0,59,2000,20.64
12,2022,0,0,826,665,0,2,0,59,2000,20.71
12,2022,0,0,826,665,0,2,0,59,2000,20.76
12,2022,0,0,774,932,2,2,2,57,10000,26.46
12,2022,0,0,826,665,0,2,0,59,2000,20.58
12,2022,0,0,774,932,2,2,2,57,10000,26.35
12,2022,0,0,867,877,1,0,1,53,6000,12.6
12,2022,0,0,826,665,0,2,0,59,2000,20.68
12,2022,0,0,774,932,2,2,2,57,10000,26.61
12,2022,0,0,867,877,1,0,1,53,6000,12.71
12,2022,0,0,867,877,1,0,1,53,6000,12.78
12,2022,0,0,774,932,2,2,2,57,10000,26.4
12,2022,0,0,826,665,0,2,0,59,2000,20.93
12,2022,0,0,774,932,2,2,2,57,10000,26.52
12,2022,0,0,826,665,0,2,0,59,2000,20.99
12,2022,0,0,774,932,2,2,2,57,10000,26.44
12,2022,0,0,867,877,1,0,1,53,6000,12.57
12,2022,0,0,826,665,0,2,0,59,2000,20.73
12,2022,0,0,826,665,0,2,0,59,2000,20.92
12,2022,0,0,826,665,0,2,0,59,2000,20.66
12,2022,0,0,826,665,0,2,0,59,2000,20.64
12,2022,0,0,826,665,0,2,0,59,2000,20.71
12,2022,0,0,867,877,1,0,1,53,6000,12.68
12,2022,0,0,774,932,2,2,2,57,10000,26.46
12,2022,0,0,774,932,2,2,2,57,10000,26.37
12,2022,0,0,826,665,0,2,0,59,2000,20.55
12,2022,0,0,774,932,2,2,2,57,10000,26.43
12,2022,0,0,867,877,1,0,1,53,6000,12.61
12,2022,0,0,774,932,2,2,2,57,10000,26.61
12,2022,0,0,774,932,2,2,2,57,10000,26.52
12,2022,0,0,774,932,2,2,2,57,10000,26.58
12,2022,0,0,774,932,2,2,2,57,10000,26.4
12,2022,0,0,867,877,1,0,1,53,6000,12.83
12,2022,0,0,826,665,0,2,0,59,2000,20.79
12,2022,0,0,774,932,2,2,2,57,10000,26.67
12,2022,0,0,826,665,0,2,0,59,2000,20.68
12,2022,0,0,774,932,2,2,2,57,10000,26.4
12,2022,0,0,826,665,0,2,0,59,2000,20.73
12,2022,0,0,826,665,0,2,0,59,2000,20.92
12,2022,0,0,867,877,1,0,1,53,6000,12.59
12,2022,0,0,826,665,0,2,0,59,2000,20.64
12,2022,0,0,774,932,2,2,2,57,10000,26.46
12,2022,0,0,867,877,1,0,1,53,6000,12.68
12,2022,0,0,774,932,2,2,2,57,10000,26.46
12,2022,0,0,774,932,2,2,2,57,10000,26.37
12,2022,0,0,826,665,0,2,0,59,2000,20.55
12,2022,0,0,867,877,1,0,1,53,6000,12.6
12,2022,0,0,826,665,0,2,0,59,2000,20.68
12,2022,0,0,867,877,1,0,1,53,6000,12.82
12,2022,0,0,826,665,0,2,0,59,2000,20.79
12,2022,0,0,867,877,1,0,1,53,6000,12.78
12,2022,0,0,867,877,1,0,1,53,6000,12.56
12,2022,0,0,867,877,1,0,1,53,6000,12.83
12,2022,0,0,867,877,1,0,1,53,6000,12.71
12,2022,0,0,774,932,2,2,2,57,10000,26.67
12,2022,0,0,867,877,1,0,1,53,6000,12.61
12,2022,0,0,774,932,2,2,2,57,10000,26.4
12,2022,0,0,826,665,0,2,0,59,2000,20.73
12,2022,0,0,867,877,1,0,1,53,6000,12.82
12,2022,0,0,867,877,1,0,1,53,6000,12.59
12,2022,0,0,774,932,2,2,2,57,10000,26.41
12,2022,0,0,867,877,1,0,1,53,6000,12.63
12,2022,0,0,774,932,2,2,2,57,10000,26.5
12,2022,0,0,826,665,0,2,0,59,2000,20.71
12,2022,0,0,774,932,2,2,2,57,10000,26.37
12,2022,0,0,774,932,2,2,2,57,10000,26.35
12,2022,0,0,867,877,1,0,1,53,6000,12.6
12,2022,0,0,867,877,1,0,1,53,6000,12.61
12,2022,0,0,774,932,2,2,2,57,10000,26.61
1,2023,0,0,867,877,1,0,1,53,6000,12.71
1,2023,0,0,826,665,0,2,0,59,2000,20.88
1,2023,0,0,774,932,2,2,2,57,10000,26.4
1,2023,0,0,867,877,1,0,1,53,6000,12.83
1,2023,0,0,867,877,1,0,1,53,6000,12.71
1,2023,0,0,774,932,2,2,2,57,10000,26.67
1,2023,0,0,774,932,2,2,2,57,10000,26.44
1,2023,0,0,826,665,0,2,0,59,2000,20.63
1,2023,0,0,867,877,1,0,1,53,6000,12.65
