operator_experience_years,operator_training_level,factory,date,key_point
7.023326886906097,Advanced,Factory 3,2023-09-08,Factory 3_City C_Type B_2023-09-08
6.259038724730097,Advanced,Factory 3,2023-09-09,Factory 3_City C_Type A_2023-09-09
5.787739153579529,Intermediate,Factory 3,2023-09-10,Factory 3_City E_Type A_2023-09-10
9.536145798726396,Advanced,Factory 3,2023-09-11,Factory 3_City E_Type B_2023-09-11
6.318540641364411,Beginner,Factory 3,2023-09-12,Factory 3_City C_Type A_2023-09-12
8.072321222702243,Advanced,Factory 3,2023-09-13,Factory 3_City D_Type B_2023-09-13
7.95843774808891,Advanced,Factory 3,2023-09-14,Factory 3_City E_Type C_2023-09-14
5.0311028941475895,Beginner,Factory 3,2023-09-15,Factory 3_City B_Type A_2023-09-15
9.213660982614575,Advanced,Factory 3,2023-09-16,Factory 3_City E_Type B_2023-09-16
4.381482111757476,Intermediate,Factory 3,2023-09-17,Factory 3_City E_Type A_2023-09-17
2.2805101781721,Advanced,Factory 3,2023-09-18,Factory 3_City A_Type A_2023-09-18
3.248784484474301,Advanced,Factory 3,2023-09-19,Factory 3_City E_Type C_2023-09-19
6.367003376163576,Intermediate,Factory 3,2023-09-20,Factory 3_City C_Type C_2023-09-20
5.23277934159176,Intermediate,Factory 3,2023-09-21,Factory 3_City C_Type B_2023-09-21
5.676303505008312,Beginner,Factory 3,2023-09-22,Factory 3_City D_Type C_2023-09-22
2.666365186089998,Beginner,Factory 3,2023-09-23,Factory 3_City A_Type C_2023-09-23
8.888007209804355,Beginner,Factory 3,2023-09-24,Factory 3_City B_Type C_2023-09-24
8.173192129068848,Intermediate,Factory 3,2023-09-25,Factory 3_City B_Type B_2023-09-25
5.617857211018162,Advanced,Factory 3,2023-09-26,Factory 3_City B_Type B_2023-09-26
1.3334153787761565,Advanced,Factory 3,2023-09-27,Factory 3_City E_Type C_2023-09-27
4.097471740766236,Beginner,Factory 3,2023-09-28,Factory 3_City D_Type C_2023-09-28
4.959668345569228,Intermediate,Factory 3,2023-09-29,Factory 3_City C_Type C_2023-09-29
6.26441488790163,Intermediate,Factory 3,2023-09-30,Factory 3_City E_Type B_2023-09-30
3.004846008927823,Intermediate,Factory 3,2023-10-01,Factory 3_City C_Type A_2023-10-01
7.069049391047577,Intermediate,Factory 3,2023-10-02,Factory 3_City E_Type B_2023-10-02
2.411356009790005,Advanced,Factory 3,2023-10-03,Factory 3_City E_Type B_2023-10-03
3.285887042845195,Intermediate,Factory 3,2023-10-04,Factory 3_City C_Type C_2023-10-04
3.398588535195985,Advanced,Factory 3,2023-10-05,Factory 3_City D_Type B_2023-10-05
7.1342498809676735,Intermediate,Factory 3,2023-10-06,Factory 3_City D_Type C_2023-10-06
6.17053894751258,Beginner,Factory 3,2023-10-07,Factory 3_City C_Type B_2023-10-07
8.098235655758469,Beginner,Factory 3,2023-10-08,Factory 3_City A_Type B_2023-10-08
1.931124553344577,Intermediate,Factory 3,2023-10-09,Factory 3_City E_Type B_2023-10-09
9.577005384696143,Intermediate,Factory 3,2023-10-10,Factory 3_City E_Type B_2023-10-10
4.163649624196535,Advanced,Factory 3,2023-10-11,Factory 3_City B_Type C_2023-10-11
7.178564665452171,Beginner,Factory 3,2023-10-12,Factory 3_City E_Type B_2023-10-12
3.551012735549009,Advanced,Factory 3,2023-10-13,Factory 3_City A_Type C_2023-10-13
4.9396545875587226,Beginner,Factory 3,2023-10-14,Factory 3_City D_Type B_2023-10-14
3.768922114507293,Intermediate,Factory 3,2023-10-15,Factory 3_City C_Type B_2023-10-15
1.202650984632914,Advanced,Factory 3,2023-10-16,Factory 3_City A_Type C_2023-10-16
3.964145626700637,Advanced,Factory 3,2023-10-17,Factory 3_City E_Type A_2023-10-17
7.191928167721121,Beginner,Factory 3,2023-10-18,Factory 3_City D_Type B_2023-10-18
5.973127767117613,Intermediate,Factory 3,2023-10-19,Factory 3_City E_Type A_2023-10-19
3.6525402705490926,Beginner,Factory 3,2023-10-20,Factory 3_City E_Type A_2023-10-20
7.714731401481936,Beginner,Factory 3,2023-10-21,Factory 3_City B_Type C_2023-10-21
1.904195903576506,Beginner,Factory 3,2023-10-22,Factory 3_City C_Type A_2023-10-22
1.2792559817622904,Beginner,Factory 3,2023-10-23,Factory 3_City B_Type B_2023-10-23
4.243885189124539,Intermediate,Factory 3,2023-10-24,Factory 3_City E_Type A_2023-10-24
4.6208007686709776,Intermediate,Factory 3,2023-10-25,Factory 3_City B_Type A_2023-10-25
5.996827800228607,Beginner,Factory 3,2023-10-26,Factory 3_City B_Type A_2023-10-26
8.735439609000803,Beginner,Factory 3,2023-10-27,Factory 3_City A_Type B_2023-10-27
1.5366019283029266,Beginner,Factory 3,2023-10-28,Factory 3_City C_Type A_2023-10-28
3.9720754030225143,Beginner,Factory 3,2023-10-29,Factory 3_City C_Type A_2023-10-29
3.268512356896421,Intermediate,Factory 3,2023-10-30,Factory 3_City C_Type B_2023-10-30
1.8032992049343064,Intermediate,Factory 3,2023-10-31,Factory 3_City C_Type C_2023-10-31
8.538267008087013,Beginner,Factory 3,2023-11-01,Factory 3_City A_Type A_2023-11-01
1.8812100311572912,Intermediate,Factory 3,2023-11-02,Factory 3_City D_Type B_2023-11-02
5.951096383305015,Intermediate,Factory 3,2023-11-03,Factory 3_City C_Type C_2023-11-03
8.390363085156128,Advanced,Factory 3,2023-11-04,Factory 3_City E_Type C_2023-11-04
9.677813371987202,Advanced,Factory 3,2023-11-05,Factory 3_City E_Type C_2023-11-05
3.1354865054537737,Advanced,Factory 3,2023-11-06,Factory 3_City B_Type C_2023-11-06
3.2455000561355027,Intermediate,Factory 3,2023-11-07,Factory 3_City D_Type C_2023-11-07
6.730055812012453,Advanced,Factory 3,2023-11-08,Factory 3_City C_Type C_2023-11-08
6.5780095963812615,Beginner,Factory 3,2023-11-09,Factory 3_City A_Type A_2023-11-09
5.766023146156167,Intermediate,Factory 3,2023-11-10,Factory 3_City E_Type C_2023-11-10
9.577826856807595,Intermediate,Factory 3,2023-11-11,Factory 3_City B_Type B_2023-11-11
5.918262951695037,Beginner,Factory 3,2023-11-12,Factory 3_City D_Type B_2023-11-12
9.015438545338448,Intermediate,Factory 3,2023-11-13,Factory 3_City D_Type A_2023-11-13
5.514301420060237,Intermediate,Factory 3,2023-11-14,Factory 3_City C_Type A_2023-11-14
1.4909780339155718,Advanced,Factory 3,2023-11-15,Factory 3_City D_Type A_2023-11-15
6.359674688905908,Intermediate,Factory 3,2023-11-16,Factory 3_City E_Type B_2023-11-16
5.306177659463493,Advanced,Factory 3,2023-11-17,Factory 3_City A_Type A_2023-11-17
1.8153496517280996,Beginner,Factory 3,2023-11-18,Factory 3_City B_Type A_2023-11-18
8.726538694958958,Beginner,Factory 3,2023-11-19,Factory 3_City B_Type C_2023-11-19
3.332333787932801,Beginner,Factory 3,2023-11-20,Factory 3_City E_Type B_2023-11-20
4.58793182860848,Advanced,Factory 3,2023-11-21,Factory 3_City C_Type B_2023-11-21
3.230651024883413,Beginner,Factory 3,2023-11-22,Factory 3_City C_Type A_2023-11-22
4.556669568740789,Intermediate,Factory 3,2023-11-23,Factory 3_City D_Type A_2023-11-23
4.659268689692283,Advanced,Factory 3,2023-11-24,Factory 3_City D_Type C_2023-11-24
6.86138235956046,Advanced,Factory 3,2023-11-25,Factory 3_City D_Type A_2023-11-25
7.0911938300151816,Intermediate,Factory 3,2023-11-26,Factory 3_City A_Type C_2023-11-26
1.0543842717226022,Intermediate,Factory 3,2023-11-27,Factory 3_City D_Type C_2023-11-27
6.990827985704218,Advanced,Factory 3,2023-11-28,Factory 3_City C_Type A_2023-11-28
3.780811482445089,Beginner,Factory 3,2023-11-29,Factory 3_City E_Type C_2023-11-29
3.872689391114569,Advanced,Factory 3,2023-11-30,Factory 3_City B_Type C_2023-11-30
1.8463691902495103,Intermediate,Factory 3,2023-12-01,Factory 3_City A_Type A_2023-12-01
7.440230821696255,Intermediate,Factory 3,2023-12-02,Factory 3_City B_Type C_2023-12-02
5.853051484015813,Advanced,Factory 3,2023-12-03,Factory 3_City D_Type C_2023-12-03
3.9152784445000073,Beginner,Factory 3,2023-12-04,Factory 3_City E_Type A_2023-12-04
6.917059076897257,Intermediate,Factory 3,2023-12-05,Factory 3_City E_Type C_2023-12-05
4.139033979006019,Advanced,Factory 3,2023-12-06,Factory 3_City E_Type A_2023-12-06
9.094295254410952,Advanced,Factory 3,2023-12-07,Factory 3_City B_Type A_2023-12-07
2.167869765681965,Beginner,Factory 3,2023-12-08,Factory 3_City A_Type A_2023-12-08
8.765411344404432,Advanced,Factory 3,2023-12-09,Factory 3_City B_Type B_2023-12-09
4.270552333510081,Intermediate,Factory 3,2023-12-10,Factory 3_City B_Type A_2023-12-10
4.907315157924058,Advanced,Factory 3,2023-12-11,Factory 3_City B_Type C_2023-12-11
8.218203201611065,Advanced,Factory 3,2023-12-12,Factory 3_City D_Type B_2023-12-12
8.296052846266504,Advanced,Factory 3,2023-12-13,Factory 3_City A_Type A_2023-12-13
6.93659651328652,Intermediate,Factory 3,2023-12-14,Factory 3_City D_Type C_2023-12-14
5.633919279750348,Beginner,Factory 3,2023-12-15,Factory 3_City B_Type B_2023-12-15
8.56825972661522,Beginner,Factory 3,2023-12-16,Factory 3_City B_Type A_2023-12-16
6.876317664497602,Advanced,Factory 3,2023-12-17,Factory 3_City D_Type A_2023-12-17
8.441214997382778,Advanced,Factory 3,2023-12-18,Factory 3_City A_Type B_2023-12-18
4.225765196826878,Beginner,Factory 3,2023-12-19,Factory 3_City E_Type C_2023-12-19
4.977214909430289,Intermediate,Factory 3,2023-12-20,Factory 3_City B_Type A_2023-12-20
2.107843332550295,Advanced,Factory 3,2023-12-21,Factory 3_City E_Type C_2023-12-21
8.225641962894532,Beginner,Factory 3,2023-12-22,Factory 3_City B_Type B_2023-12-22
3.346223933378024,Beginner,Factory 3,2023-12-23,Factory 3_City E_Type B_2023-12-23
6.127558024052053,Advanced,Factory 3,2023-12-24,Factory 3_City A_Type C_2023-12-24
2.5748117984866568,Beginner,Factory 3,2023-12-25,Factory 3_City C_Type C_2023-12-25
2.178837133911212,Intermediate,Factory 3,2023-12-26,Factory 3_City E_Type A_2023-12-26
7.432996288911607,Intermediate,Factory 3,2023-12-27,Factory 3_City D_Type A_2023-12-27
6.465323848241862,Beginner,Factory 3,2023-12-28,Factory 3_City E_Type C_2023-12-28
3.2267362147408445,Beginner,Factory 3,2023-12-29,Factory 3_City B_Type B_2023-12-29
5.929754132355573,Advanced,Factory 3,2023-12-30,Factory 3_City C_Type C_2023-12-30
6.023447724574914,Intermediate,Factory 3,2023-12-31,Factory 3_City B_Type C_2023-12-31
7.024519990797803,Beginner,Factory 4,2023-01-01,Factory 4_City A_Type C_2023-01-01
2.085097144795004,Intermediate,Factory 4,2023-01-02,Factory 4_City B_Type A_2023-01-02
8.142334489698754,Advanced,Factory 4,2023-01-03,Factory 4_City A_Type C_2023-01-03
3.691729767291108,Advanced,Factory 4,2023-01-04,Factory 4_City D_Type A_2023-01-04
6.25998623256739,Intermediate,Factory 4,2023-01-05,Factory 4_City B_Type C_2023-01-05
5.453521346564835,Advanced,Factory 4,2023-01-06,Factory 4_City A_Type A_2023-01-06
6.341065652535043,Beginner,Factory 4,2023-01-07,Factory 4_City E_Type C_2023-01-07
3.7566531216868926,Advanced,Factory 4,2023-01-08,Factory 4_City A_Type C_2023-01-08
9.277717902103957,Intermediate,Factory 4,2023-01-09,Factory 4_City A_Type C_2023-01-09
2.989950485842619,Beginner,Factory 4,2023-01-10,Factory 4_City A_Type C_2023-01-10
7.63580076822634,Beginner,Factory 4,2023-01-11,Factory 4_City E_Type A_2023-01-11
8.9836781060989,Intermediate,Factory 4,2023-01-12,Factory 4_City A_Type C_2023-01-12
2.8274392909440893,Beginner,Factory 4,2023-01-13,Factory 4_City A_Type C_2023-01-13
9.81745750347208,Intermediate,Factory 4,2023-01-14,Factory 4_City C_Type B_2023-01-14
6.867439820973514,Advanced,Factory 4,2023-01-15,Factory 4_City B_Type A_2023-01-15
7.133563206491242,Advanced,Factory 4,2023-01-16,Factory 4_City E_Type C_2023-01-16
1.8644703722542355,Beginner,Factory 4,2023-01-17,Factory 4_City E_Type B_2023-01-17
1.2700943899672703,Advanced,Factory 4,2023-01-18,Factory 4_City D_Type C_2023-01-18
3.4759759365091267,Intermediate,Factory 4,2023-01-19,Factory 4_City A_Type B_2023-01-19
3.742856211040301,Beginner,Factory 4,2023-01-20,Factory 4_City A_Type B_2023-01-20
2.685823714816007,Beginner,Factory 4,2023-01-21,Factory 4_City C_Type B_2023-01-21
3.015250879330593,Beginner,Factory 4,2023-01-22,Factory 4_City D_Type A_2023-01-22
9.08181243974511,Beginner,Factory 4,2023-01-23,Factory 4_City A_Type B_2023-01-23
3.9183220062816586,Beginner,Factory 4,2023-01-24,Factory 4_City B_Type C_2023-01-24
7.22568735665863,Intermediate,Factory 4,2023-01-25,Factory 4_City E_Type B_2023-01-25
8.076098756161016,Beginner,Factory 4,2023-01-26,Factory 4_City B_Type C_2023-01-26
6.433602444341725,Beginner,Factory 4,2023-01-27,Factory 4_City D_Type C_2023-01-27
6.042299095010415,Beginner,Factory 4,2023-01-28,Factory 4_City E_Type A_2023-01-28
7.91731862892826,Advanced,Factory 4,2023-01-29,Factory 4_City B_Type C_2023-01-29
2.737487237657594,Advanced,Factory 4,2023-01-30,Factory 4_City C_Type C_2023-01-30
3.2234279698879384,Advanced,Factory 4,2023-01-31,Factory 4_City B_Type C_2023-01-31
3.4584732137714966,Beginner,Factory 4,2023-02-01,Factory 4_City D_Type A_2023-02-01
1.7346068240102153,Intermediate,Factory 4,2023-02-02,Factory 4_City B_Type B_2023-02-02
8.71663752517232,Beginner,Factory 4,2023-02-03,Factory 4_City A_Type B_2023-02-03
3.4437000298417733,Advanced,Factory 4,2023-02-04,Factory 4_City E_Type A_2023-02-04
7.037753095777817,Intermediate,Factory 4,2023-02-05,Factory 4_City D_Type B_2023-02-05
4.42913322634926,Intermediate,Factory 4,2023-02-06,Factory 4_City D_Type C_2023-02-06
5.35893672244156,Intermediate,Factory 4,2023-02-07,Factory 4_City A_Type B_2023-02-07
2.7435719029880525,Beginner,Factory 4,2023-02-08,Factory 4_City A_Type C_2023-02-08
5.75402378707458,Advanced,Factory 4,2023-02-09,Factory 4_City C_Type C_2023-02-09
4.654556875471637,Intermediate,Factory 4,2023-02-10,Factory 4_City B_Type B_2023-02-10
7.569399446836123,Beginner,Factory 4,2023-02-11,Factory 4_City B_Type B_2023-02-11
8.736761301292743,Advanced,Factory 4,2023-02-12,Factory 4_City D_Type C_2023-02-12
1.6192463838134858,Advanced,Factory 4,2023-02-13,Factory 4_City E_Type A_2023-02-13
8.965625623877267,Advanced,Factory 4,2023-02-14,Factory 4_City A_Type C_2023-02-14
1.3962321622027687,Beginner,Factory 4,2023-02-15,Factory 4_City C_Type A_2023-02-15
2.1322116280006616,Beginner,Factory 4,2023-02-16,Factory 4_City D_Type B_2023-02-16
4.4090260418143234,Beginner,Factory 4,2023-02-17,Factory 4_City E_Type A_2023-02-17
8.281893067011538,Intermediate,Factory 4,2023-02-18,Factory 4_City A_Type A_2023-02-18
5.854287419602678,Advanced,Factory 4,2023-02-19,Factory 4_City B_Type C_2023-02-19
6.886297062834167,Advanced,Factory 4,2023-02-20,Factory 4_City A_Type A_2023-02-20
9.80877444147558,Advanced,Factory 4,2023-02-21,Factory 4_City D_Type B_2023-02-21
4.944734923618816,Beginner,Factory 4,2023-02-22,Factory 4_City E_Type C_2023-02-22
1.4113943746475297,Intermediate,Factory 4,2023-02-23,Factory 4_City D_Type A_2023-02-23
2.4299111277586367,Intermediate,Factory 4,2023-02-24,Factory 4_City A_Type C_2023-02-24
3.093990563087055,Intermediate,Factory 4,2023-02-25,Factory 4_City A_Type A_2023-02-25
5.709094740325384,Advanced,Factory 4,2023-02-26,Factory 4_City E_Type A_2023-02-26
9.170275887773975,Intermediate,Factory 4,2023-02-27,Factory 4_City B_Type A_2023-02-27
5.299483321275735,Beginner,Factory 4,2023-02-28,Factory 4_City C_Type B_2023-02-28
8.228313335417901,Advanced,Factory 4,2023-03-01,Factory 4_City D_Type A_2023-03-01
7.83231076483724,Intermediate,Factory 4,2023-03-02,Factory 4_City A_Type A_2023-03-02
9.671555037224914,Intermediate,Factory 4,2023-03-03,Factory 4_City D_Type B_2023-03-03
1.4885508678092836,Intermediate,Factory 4,2023-03-04,Factory 4_City E_Type A_2023-03-04
1.326832654021617,Intermediate,Factory 4,2023-03-05,Factory 4_City D_Type B_2023-03-05
9.172051399201742,Advanced,Factory 4,2023-03-06,Factory 4_City D_Type C_2023-03-06
4.178865226784172,Advanced,Factory 4,2023-03-07,Factory 4_City A_Type A_2023-03-07
3.8195894558701022,Intermediate,Factory 4,2023-03-08,Factory 4_City D_Type C_2023-03-08
8.628694285471415,Beginner,Factory 4,2023-03-09,Factory 4_City C_Type C_2023-03-09
4.5593877356823,Beginner,Factory 4,2023-03-10,Factory 4_City B_Type C_2023-03-10
7.897131674479502,Beginner,Factory 4,2023-03-11,Factory 4_City E_Type B_2023-03-11
6.862225645460848,Advanced,Factory 4,2023-03-12,Factory 4_City A_Type B_2023-03-12
7.456338040336209,Beginner,Factory 4,2023-03-13,Factory 4_City C_Type C_2023-03-13
2.538440120874422,Advanced,Factory 4,2023-03-14,Factory 4_City E_Type B_2023-03-14
2.373591770652073,Advanced,Factory 4,2023-03-15,Factory 4_City C_Type B_2023-03-15
6.260475375808005,Beginner,Factory 4,2023-03-16,Factory 4_City B_Type A_2023-03-16
6.21024669862115,Intermediate,Factory 4,2023-03-17,Factory 4_City D_Type C_2023-03-17
1.471062702615347,Intermediate,Factory 4,2023-03-18,Factory 4_City D_Type C_2023-03-18
4.84740685166193,Beginner,Factory 4,2023-03-19,Factory 4_City B_Type B_2023-03-19
6.175232091444923,Intermediate,Factory 4,2023-03-20,Factory 4_City B_Type A_2023-03-20
9.200279382020083,Beginner,Factory 4,2023-03-21,Factory 4_City A_Type B_2023-03-21
7.203791842804388,Intermediate,Factory 4,2023-03-22,Factory 4_City D_Type C_2023-03-22
2.962608720147388,Intermediate,Factory 4,2023-03-23,Factory 4_City D_Type B_2023-03-23
3.751227511228868,Intermediate,Factory 4,2023-03-24,Factory 4_City E_Type C_2023-03-24
1.3058957508343791,Advanced,Factory 4,2023-03-25,Factory 4_City C_Type B_2023-03-25
5.762365290549399,Beginner,Factory 4,2023-03-26,Factory 4_City E_Type A_2023-03-26
6.997772761889014,Intermediate,Factory 4,2023-03-27,Factory 4_City B_Type A_2023-03-27
1.4107815957457928,Beginner,Factory 4,2023-03-28,Factory 4_City D_Type B_2023-03-28
1.1041588584051292,Intermediate,Factory 4,2023-03-29,Factory 4_City A_Type A_2023-03-29
2.656573634812597,Intermediate,Factory 4,2023-03-30,Factory 4_City E_Type A_2023-03-30
9.915083874025251,Intermediate,Factory 4,2023-03-31,Factory 4_City C_Type B_2023-03-31
8.307604807671765,Intermediate,Factory 4,2023-04-01,Factory 4_City D_Type A_2023-04-01
1.38104602310636,Advanced,Factory 4,2023-04-02,Factory 4_City E_Type A_2023-04-02
7.833229643830455,Intermediate,Factory 4,2023-04-03,Factory 4_City A_Type A_2023-04-03
5.869900465546762,Advanced,Factory 4,2023-04-04,Factory 4_City C_Type A_2023-04-04
9.446196826169889,Beginner,Factory 4,2023-04-05,Factory 4_City E_Type C_2023-04-05
3.853676803547987,Beginner,Factory 4,2023-04-06,Factory 4_City A_Type A_2023-04-06
4.768057353443641,Intermediate,Factory 4,2023-04-07,Factory 4_City E_Type C_2023-04-07
6.371530407963476,Intermediate,Factory 4,2023-04-08,Factory 4_City D_Type A_2023-04-08
9.058166804910355,Intermediate,Factory 4,2023-04-09,Factory 4_City C_Type C_2023-04-09
2.0345700022629947,Advanced,Factory 4,2023-04-10,Factory 4_City D_Type C_2023-04-10
6.785763080186224,Beginner,Factory 4,2023-04-11,Factory 4_City E_Type A_2023-04-11
3.973334259419336,Intermediate,Factory 4,2023-04-12,Factory 4_City A_Type B_2023-04-12
2.888836388659968,Beginner,Factory 4,2023-04-13,Factory 4_City C_Type B_2023-04-13
4.236746335803836,Advanced,Factory 4,2023-04-14,Factory 4_City B_Type A_2023-04-14
6.985808055793044,Advanced,Factory 4,2023-04-15,Factory 4_City C_Type C_2023-04-15
2.235722875109748,Intermediate,Factory 4,2023-04-16,Factory 4_City C_Type B_2023-04-16
7.172338898095909,Intermediate,Factory 4,2023-04-17,Factory 4_City D_Type C_2023-04-17
2.590676392561694,Advanced,Factory 4,2023-04-18,Factory 4_City A_Type C_2023-04-18
3.724431985213936,Intermediate,Factory 4,2023-04-19,Factory 4_City B_Type A_2023-04-19
3.18728631091794,Beginner,Factory 4,2023-04-20,Factory 4_City B_Type A_2023-04-20
6.036994368686727,Advanced,Factory 4,2023-04-21,Factory 4_City E_Type A_2023-04-21
8.234557622204427,Intermediate,Factory 4,2023-04-22,Factory 4_City C_Type C_2023-04-22
9.93141092288102,Beginner,Factory 4,2023-04-23,Factory 4_City B_Type C_2023-04-23
6.546294287543911,Advanced,Factory 4,2023-04-24,Factory 4_City C_Type B_2023-04-24
6.997079041001121,Intermediate,Factory 4,2023-04-25,Factory 4_City A_Type C_2023-04-25
6.969392863395936,Intermediate,Factory 4,2023-04-26,Factory 4_City C_Type C_2023-04-26
7.676631958724937,Intermediate,Factory 4,2023-04-27,Factory 4_City E_Type A_2023-04-27
9.060644180830591,Intermediate,Factory 4,2023-04-28,Factory 4_City C_Type A_2023-04-28
4.050040811307724,Intermediate,Factory 4,2023-04-29,Factory 4_City A_Type C_2023-04-29
6.694162540505443,Advanced,Factory 4,2023-04-30,Factory 4_City E_Type A_2023-04-30
2.125663245364921,Beginner,Factory 4,2023-05-01,Factory 4_City A_Type A_2023-05-01
6.417259102330576,Intermediate,Factory 4,2023-05-02,Factory 4_City D_Type C_2023-05-02
8.642013998091919,Advanced,Factory 4,2023-05-03,Factory 4_City C_Type B_2023-05-03
1.0792810665416468,Advanced,Factory 4,2023-05-04,Factory 4_City A_Type C_2023-05-04
1.5382762781709651,Advanced,Factory 4,2023-05-05,Factory 4_City D_Type B_2023-05-05
3.5915443266937337,Intermediate,Factory 4,2023-05-06,Factory 4_City E_Type B_2023-05-06
3.2909904347114693,Intermediate,Factory 4,2023-05-07,Factory 4_City D_Type C_2023-05-07
8.491300910830269,Beginner,Factory 4,2023-05-08,Factory 4_City C_Type C_2023-05-08
3.2329727712532192,Beginner,Factory 4,2023-05-09,Factory 4_City C_Type A_2023-05-09
6.570030080246275,Advanced,Factory 4,2023-05-10,Factory 4_City E_Type A_2023-05-10
6.6611226974188735,Advanced,Factory 4,2023-05-11,Factory 4_City D_Type A_2023-05-11
2.610786544436133,Advanced,Factory 4,2023-05-12,Factory 4_City B_Type B_2023-05-12
3.6292946698476793,Beginner,Factory 4,2023-05-13,Factory 4_City B_Type A_2023-05-13
6.402112928019144,Beginner,Factory 4,2023-05-14,Factory 4_City C_Type B_2023-05-14
9.769437717344736,Beginner,Factory 4,2023-05-15,Factory 4_City C_Type A_2023-05-15
5.676274476704114,Advanced,Factory 4,2023-05-16,Factory 4_City D_Type C_2023-05-16
6.340085503796471,Advanced,Factory 4,2023-05-17,Factory 4_City A_Type C_2023-05-17
3.77374684293508,Intermediate,Factory 4,2023-05-18,Factory 4_City D_Type A_2023-05-18
6.177279160837992,Beginner,Factory 4,2023-05-19,Factory 4_City B_Type C_2023-05-19
2.4224372434143824,Advanced,Factory 4,2023-05-20,Factory 4_City A_Type A_2023-05-20
6.421379561452845,Advanced,Factory 4,2023-05-21,Factory 4_City A_Type B_2023-05-21
7.313372442103683,Advanced,Factory 4,2023-05-22,Factory 4_City C_Type C_2023-05-22
6.603754174323503,Beginner,Factory 4,2023-05-23,Factory 4_City A_Type A_2023-05-23
2.8275226227997066,Beginner,Factory 4,2023-05-24,Factory 4_City B_Type B_2023-05-24
7.780862909911784,Advanced,Factory 4,2023-05-25,Factory 4_City C_Type C_2023-05-25
9.803303415141423,Intermediate,Factory 4,2023-05-26,Factory 4_City C_Type A_2023-05-26
5.938065310897192,Intermediate,Factory 4,2023-05-27,Factory 4_City A_Type B_2023-05-27
5.565702093078248,Advanced,Factory 4,2023-05-28,Factory 4_City B_Type B_2023-05-28
3.501882245810636,Beginner,Factory 4,2023-05-29,Factory 4_City B_Type A_2023-05-29
5.23924518639047,Beginner,Factory 4,2023-05-30,Factory 4_City D_Type A_2023-05-30
9.52819239990805,Intermediate,Factory 4,2023-05-31,Factory 4_City A_Type C_2023-05-31
1.00060747881917,Intermediate,Factory 4,2023-06-01,Factory 4_City B_Type A_2023-06-01
5.577470194035289,Beginner,Factory 4,2023-06-02,Factory 4_City D_Type A_2023-06-02
6.258501301218991,Intermediate,Factory 4,2023-06-03,Factory 4_City E_Type A_2023-06-03
5.443563821581983,Advanced,Factory 4,2023-06-04,Factory 4_City C_Type B_2023-06-04
4.553038596431964,Beginner,Factory 4,2023-06-05,Factory 4_City D_Type A_2023-06-05
8.062719815104755,Advanced,Factory 4,2023-06-06,Factory 4_City D_Type B_2023-06-06
1.3775236575778649,Beginner,Factory 4,2023-06-07,Factory 4_City B_Type B_2023-06-07
3.4790195343517456,Beginner,Factory 4,2023-06-08,Factory 4_City C_Type B_2023-06-08
9.511923661108272,Advanced,Factory 4,2023-06-09,Factory 4_City B_Type A_2023-06-09
7.491452253427906,Beginner,Factory 4,2023-06-10,Factory 4_City E_Type B_2023-06-10
6.883400315204155,Intermediate,Factory 4,2023-06-11,Factory 4_City A_Type C_2023-06-11
8.320539699405511,Advanced,Factory 4,2023-06-12,Factory 4_City B_Type B_2023-06-12
7.343726503419701,Advanced,Factory 4,2023-06-13,Factory 4_City B_Type C_2023-06-13
5.388469840496409,Advanced,Factory 4,2023-06-14,Factory 4_City A_Type B_2023-06-14
9.546827240926415,Advanced,Factory 4,2023-06-15,Factory 4_City B_Type A_2023-06-15
2.2760605935805542,Advanced,Factory 4,2023-06-16,Factory 4_City A_Type C_2023-06-16
7.065994842604734,Advanced,Factory 4,2023-06-17,Factory 4_City A_Type A_2023-06-17
8.580948465342967,Beginner,Factory 4,2023-06-18,Factory 4_City B_Type B_2023-06-18
6.538848186991242,Intermediate,Factory 4,2023-06-19,Factory 4_City B_Type B_2023-06-19
9.083696621054784,Beginner,Factory 4,2023-06-20,Factory 4_City A_Type A_2023-06-20
9.59434458785529,Beginner,Factory 4,2023-06-21,Factory 4_City D_Type C_2023-06-21
8.96230872635235,Beginner,Factory 4,2023-06-22,Factory 4_City B_Type C_2023-06-22
1.108185311595249,Advanced,Factory 4,2023-06-23,Factory 4_City A_Type B_2023-06-23
8.246326357939745,Intermediate,Factory 4,2023-06-24,Factory 4_City C_Type A_2023-06-24
1.8374797278435733,Intermediate,Factory 4,2023-06-25,Factory 4_City B_Type C_2023-06-25
7.371147242560659,Beginner,Factory 4,2023-06-26,Factory 4_City B_Type A_2023-06-26
7.774384716736836,Intermediate,Factory 4,2023-06-27,Factory 4_City B_Type A_2023-06-27
7.867678576574852,Advanced,Factory 4,2023-06-28,Factory 4_City B_Type A_2023-06-28
3.950692134593505,Advanced,Factory 4,2023-06-29,Factory 4_City A_Type B_2023-06-29
8.812335517661435,Intermediate,Factory 4,2023-06-30,Factory 4_City C_Type C_2023-06-30
5.415977510350948,Beginner,Factory 4,2023-07-01,Factory 4_City E_Type A_2023-07-01
6.433379832523899,Advanced,Factory 4,2023-07-02,Factory 4_City C_Type B_2023-07-02
2.692335801619992,Intermediate,Factory 4,2023-07-03,Factory 4_City A_Type B_2023-07-03
1.4655691814425418,Beginner,Factory 4,2023-07-04,Factory 4_City D_Type B_2023-07-04
