factory,location,date,machine_type,machine_utilization_pcnt,machine_downtime_hours,machine_age_years,cycle_time_minutes,energy_consumption_kwh,energy_efficiency_rating,co2_emissions_kg,factory_machine
Factory 2,City C,2023-07-14,Type C,88.82525501719064,7.309885400879536,8,8.31296769304,300.16929745301354,B,88.56719945062176,Factory 2_City C_Type C_2023-07-14
Factory 2,City E,2023-07-15,Type B,92.97448313750996,5.35954090691013,9,11.828372660288991,405.7596810250297,A,152.5041192310044,Factory 2_City E_Type B_2023-07-15
Factory 2,City C,2023-07-16,Type B,75.77044462969454,6.789890622031742,13,13.88107919011472,289.41585875955616,A,163.76127951369244,Factory 2_City C_Type B_2023-07-16
Factory 2,City B,2023-07-17,Type B,77.74448916619491,6.984050463644519,11,7.859275596539883,466.8886180568713,A,72.60986109447055,Factory 2_City B_Type B_2023-07-17
Factory 2,City C,2023-07-18,Type A,78.38730514917472,2.903510233802706,7,12.834685514383157,489.8947776406463,D,165.38468053121565,Factory 2_City C_Type A_2023-07-18
Factory 2,City B,2023-07-19,Type C,91.06797808848673,2.068050017182496,2,11.825821698426129,436.64249266340175,D,67.89493709027187,Factory 2_City B_Type C_2023-07-19
Factory 2,City A,2023-07-20,Type B,70.52265886000671,7.61223236301005,9,14.80917728178832,472.6514813653758,B,88.15101313664063,Factory 2_City A_Type B_2023-07-20
Factory 2,City C,2023-07-21,Type A,82.23622996713848,3.9094895610091775,10,8.209726927755007,267.73879757036264,A,93.32441448794133,Factory 2_City C_Type A_2023-07-21
Factory 2,City E,2023-07-22,Type B,82.29850956523391,6.580288151307774,8,12.704893585012965,486.3800820450294,A,117.42817588935546,Factory 2_City E_Type B_2023-07-22
Factory 2,City A,2023-07-23,Type C,94.25411161310214,5.836850296670911,12,10.750254562616394,143.67559856140588,B,131.1830942049341,Factory 2_City A_Type C_2023-07-23
Factory 2,City B,2023-07-24,Type C,86.03617906886774,1.4876167840064376,12,9.220235659696872,142.41087598215154,B,92.37482552710108,Factory 2_City B_Type C_2023-07-24
Factory 2,City A,2023-07-25,Type B,80.83857757009503,3.737393066819572,13,8.152805131039226,124.22090249650424,B,72.90248487274283,Factory 2_City A_Type B_2023-07-25
Factory 2,City B,2023-07-26,Type C,91.01231271039369,6.659082925726856,10,12.00159692073135,369.5055338519098,A,156.89070263820994,Factory 2_City B_Type C_2023-07-26
Factory 2,City D,2023-07-27,Type C,94.47354530453444,2.920653065870216,14,12.927004505613189,193.2132213400961,D,94.4231702395787,Factory 2_City D_Type C_2023-07-27
Factory 2,City C,2023-07-28,Type B,80.10480335466701,5.614844085204961,7,5.462798794892475,452.5012727778239,C,108.3192678442104,Factory 2_City C_Type B_2023-07-28
Factory 2,City C,2023-07-29,Type A,87.6224227238699,1.639328260127998,6,14.758933378958988,475.63252195480806,B,175.64554830243085,Factory 2_City C_Type A_2023-07-29
Factory 2,City C,2023-07-30,Type C,92.89980003405194,2.3828000902888222,10,5.819687775934906,272.64620694893966,C,185.19850612441576,Factory 2_City C_Type C_2023-07-30
Factory 2,City B,2023-07-31,Type A,75.7879267061514,7.599398591312437,1,10.70332426201248,395.1339354793394,C,60.456161970344176,Factory 2_City B_Type A_2023-07-31
Factory 2,City B,2023-08-01,Type B,81.89492037486502,5.228521221448816,11,7.04446367065663,195.48032187959137,D,172.82824411446126,Factory 2_City B_Type B_2023-08-01
Factory 2,City B,2023-08-02,Type C,86.57634659340302,5.923717207557842,9,13.094984215615613,414.1684370591439,B,198.13936617699216,Factory 2_City B_Type C_2023-08-02
Factory 2,City A,2023-08-03,Type C,94.58144027403924,2.6306643750495224,11,14.520584182972106,416.0438049068378,D,128.57646181052672,Factory 2_City A_Type C_2023-08-03
Factory 2,City E,2023-08-04,Type A,74.65923472040429,5.287160431511422,7,8.403315084392068,338.7517149344688,C,172.1761952195797,Factory 2_City E_Type A_2023-08-04
Factory 2,City B,2023-08-05,Type C,70.72596956649436,0.3240054918553561,7,9.377995312747736,321.83226861424976,D,66.50873006564322,Factory 2_City B_Type C_2023-08-05
Factory 2,City D,2023-08-06,Type A,82.30413764638014,2.7078868685541497,12,11.284678497868,117.15880439742868,C,157.92524825716487,Factory 2_City D_Type A_2023-08-06
Factory 2,City C,2023-08-07,Type C,91.51076670221356,4.256107829306907,2,11.349537129722892,117.11331239351765,C,195.35194452545,Factory 2_City C_Type C_2023-08-07
Factory 2,City B,2023-08-08,Type B,94.33447989437794,2.097311283270395,5,10.61797852662138,105.44175818026731,D,150.84102758025824,Factory 2_City B_Type B_2023-08-08
Factory 2,City A,2023-08-09,Type C,77.05150627211395,5.516345469260784,14,5.258486638400735,496.03489825310845,C,190.12330156895092,Factory 2_City A_Type C_2023-08-09
Factory 2,City D,2023-08-10,Type B,87.53908851223794,5.748813302737136,7,11.406389213201226,409.1826849402836,C,72.67429372823398,Factory 2_City D_Type B_2023-08-10
Factory 2,City B,2023-08-11,Type A,86.40362606398395,7.869286433279885,2,10.51587458948246,146.28495770540883,D,56.24048500329821,Factory 2_City B_Type A_2023-08-11
Factory 2,City A,2023-08-12,Type A,73.26465893903276,1.436649828073041,14,11.40260721884227,496.1606138328799,D,103.24129467338626,Factory 2_City A_Type A_2023-08-12
Factory 2,City A,2023-08-13,Type C,77.31594204305439,3.3924174817159383,7,10.139665125226456,383.4817156854586,D,51.32338833955117,Factory 2_City A_Type C_2023-08-13
Factory 2,City C,2023-08-14,Type A,72.9960165385301,7.034181129463274,7,8.152562573748298,305.1842993036957,A,90.98052590753488,Factory 2_City C_Type A_2023-08-14
Factory 2,City D,2023-08-15,Type A,90.9028201231922,5.424580098575333,12,9.429915386563184,220.9375047356036,C,99.53228377400411,Factory 2_City D_Type A_2023-08-15
Factory 2,City B,2023-08-16,Type C,70.55625879815827,5.733708876815414,10,6.681025498051801,238.17855432220537,D,151.34416515480507,Factory 2_City B_Type C_2023-08-16
Factory 2,City A,2023-08-17,Type A,79.70744444871347,2.0409231467040057,10,14.664784551311856,354.3800921815379,A,132.57387041988767,Factory 2_City A_Type A_2023-08-17
Factory 2,City B,2023-08-18,Type A,72.66637674074227,7.713410089049208,2,8.11442524332299,420.0936855732651,D,183.2120573388208,Factory 2_City B_Type A_2023-08-18
Factory 2,City D,2023-08-19,Type B,73.52048045334487,6.615956879240003,9,7.748714280921531,371.04527021704456,B,52.608311438815086,Factory 2_City D_Type B_2023-08-19
Factory 2,City D,2023-08-20,Type A,92.39586691725404,7.649809576609231,9,9.446055992361009,409.9399386136397,B,183.46956208885845,Factory 2_City D_Type A_2023-08-20
Factory 2,City D,2023-08-21,Type B,75.74489209013149,0.3031549030719684,5,8.431763870323312,370.3139014684926,B,122.86761715328484,Factory 2_City D_Type B_2023-08-21
Factory 2,City B,2023-08-22,Type B,86.74467507943547,2.151064898234675,13,10.127471418510094,472.2832046753336,C,76.22553731993168,Factory 2_City B_Type B_2023-08-22
Factory 2,City C,2023-08-23,Type B,86.14412376732342,1.676627855506703,9,7.129395476323428,256.2297510369875,A,68.4852002014706,Factory 2_City C_Type B_2023-08-23
Factory 2,City D,2023-08-24,Type A,90.47082248035296,1.602129237743969,4,9.198387823550767,455.88548804975903,D,180.30195766167057,Factory 2_City D_Type A_2023-08-24
Factory 2,City B,2023-08-25,Type B,81.31334110073252,4.052430527051341,5,7.575677256495169,317.559368285259,C,188.4501259084825,Factory 2_City B_Type B_2023-08-25
Factory 2,City A,2023-08-26,Type B,84.0318878714053,2.7020460919486826,3,12.733531134834296,435.5524322020484,C,103.4158849278439,Factory 2_City A_Type B_2023-08-26
Factory 2,City E,2023-08-27,Type C,90.894685911305,4.866472224828477,2,12.687347933788026,451.0182170237892,D,141.09981363809436,Factory 2_City E_Type C_2023-08-27
Factory 2,City E,2023-08-28,Type B,94.7617918086814,2.9941157428058736,12,8.160512951688709,455.4433961741806,D,178.2167519443369,Factory 2_City E_Type B_2023-08-28
Factory 2,City C,2023-08-29,Type C,84.1350847987626,4.031726238603148,1,6.714322044747181,493.7525250474413,D,59.35122318641711,Factory 2_City C_Type C_2023-08-29
Factory 2,City E,2023-08-30,Type A,80.1510977274781,5.419002773837431,4,14.034002408930236,192.45234544239923,A,120.77644622564206,Factory 2_City E_Type A_2023-08-30
Factory 2,City C,2023-08-31,Type B,88.57011718149616,1.3788953270829998,11,13.656375872815104,160.33177506441146,B,52.52943051231566,Factory 2_City C_Type B_2023-08-31
Factory 2,City B,2023-09-01,Type A,79.823610984334,5.359410737290585,8,6.191570455404648,197.97561827746253,B,133.2037629270912,Factory 2_City B_Type A_2023-09-01
Factory 2,City C,2023-09-02,Type B,90.30254320543052,1.8058461477044627,2,9.746457232758884,323.2565973611769,C,164.81483251171574,Factory 2_City C_Type B_2023-09-02
Factory 2,City A,2023-09-03,Type C,82.45301291064656,7.181346768804536,8,11.510332980031876,364.8850471600449,C,91.05432739495234,Factory 2_City A_Type C_2023-09-03
Factory 2,City D,2023-09-04,Type A,87.01387119111205,1.9797418360106995,7,8.334570205316473,276.60747860434606,D,160.0789805308348,Factory 2_City D_Type A_2023-09-04
Factory 2,City E,2023-09-05,Type C,84.06503730996413,4.476919538836271,13,10.213340857167346,210.87254586984847,A,151.02747912081634,Factory 2_City E_Type C_2023-09-05
Factory 2,City E,2023-09-06,Type C,73.9334426450012,4.922608124945364,5,10.464214242139388,147.8910055999575,C,130.32625834467467,Factory 2_City E_Type C_2023-09-06
Factory 2,City E,2023-09-07,Type C,80.57630985730037,4.200702763775834,5,14.981978468860952,490.6028761202504,C,106.3692353432086,Factory 2_City E_Type C_2023-09-07
Factory 2,City E,2023-09-08,Type C,77.92322508205591,4.884949841570832,2,8.626593662856216,474.301188588614,B,146.2605567221035,Factory 2_City E_Type C_2023-09-08
Factory 2,City A,2023-09-09,Type B,86.26436977773365,2.8491132961197456,5,13.480279026572813,468.1201082290992,C,130.9470938925785,Factory 2_City A_Type B_2023-09-09
Factory 2,City A,2023-09-10,Type A,94.58976979960828,7.013998905053042,5,8.485317821146902,273.7355406593167,B,60.15103049869751,Factory 2_City A_Type A_2023-09-10
Factory 2,City D,2023-09-11,Type C,83.66167127501745,2.7336190328735857,2,6.907160102297949,465.1442846631801,B,128.77636849013362,Factory 2_City D_Type C_2023-09-11
Factory 2,City A,2023-09-12,Type B,82.21609742746897,5.153643854725538,8,12.651902029810298,339.0748119774003,C,143.79256263193977,Factory 2_City A_Type B_2023-09-12
Factory 2,City E,2023-09-13,Type C,86.1037677258493,3.180178632857727,5,7.177910000123793,377.34504606988406,A,98.32901759719442,Factory 2_City E_Type C_2023-09-13
Factory 2,City A,2023-09-14,Type A,82.1963375591578,1.7319376839893597,1,12.943663984222344,361.1272094615762,D,87.58569371332217,Factory 2_City A_Type A_2023-09-14
Factory 2,City C,2023-09-15,Type A,75.39665994148721,5.67512596200903,12,11.11434236739474,127.57308084963564,D,186.80898467315112,Factory 2_City C_Type A_2023-09-15
Factory 2,City C,2023-09-16,Type B,70.28052224943656,1.61152103937893,10,10.728660039668526,166.56807420898102,C,121.56001243509088,Factory 2_City C_Type B_2023-09-16
Factory 2,City B,2023-09-17,Type B,86.31808598889182,4.212444454942817,2,8.432485948987432,254.9919574069188,A,77.47030573576548,Factory 2_City B_Type B_2023-09-17
Factory 2,City E,2023-09-18,Type C,85.52365218439388,3.408450594916584,1,5.730726522532724,335.7394306021938,B,149.42046295636038,Factory 2_City E_Type C_2023-09-18
Factory 2,City A,2023-09-19,Type A,94.74307226165766,2.911511067232343,14,6.304394545333465,419.0262210138088,C,90.29473274287145,Factory 2_City A_Type A_2023-09-19
Factory 2,City A,2023-09-20,Type A,93.61211937733624,5.643590941650696,2,6.685820034976194,257.7363172377292,A,65.2897860170855,Factory 2_City A_Type A_2023-09-20
Factory 2,City C,2023-09-21,Type B,81.32933529734706,6.991257910281336,8,6.958721850791374,166.7895494690216,A,65.00185705348353,Factory 2_City C_Type B_2023-09-21
Factory 2,City A,2023-09-22,Type C,86.5096610067836,0.914357449139068,11,13.429724020485631,398.7614621422093,B,119.350381949517,Factory 2_City A_Type C_2023-09-22
Factory 2,City E,2023-09-23,Type C,94.9981206708294,3.482330651962656,12,13.055031112598632,392.4303526938194,A,121.295551200143,Factory 2_City E_Type C_2023-09-23
Factory 2,City D,2023-09-24,Type B,80.39372631330414,4.3249350749967945,7,11.401314153909222,208.70747906951905,A,53.90443247257024,Factory 2_City D_Type B_2023-09-24
Factory 2,City A,2023-09-25,Type B,81.55577414769506,7.485374904653806,11,11.507733897816102,310.7944873305712,A,171.96304461707297,Factory 2_City A_Type B_2023-09-25
Factory 2,City D,2023-09-26,Type B,77.27438764372164,4.694020957968963,8,10.48633110686266,104.775319981673,A,94.80259757212012,Factory 2_City D_Type B_2023-09-26
Factory 2,City D,2023-09-27,Type B,88.455420003408,3.213961643399828,3,5.7125268532136495,468.8481743844872,A,90.6421212248414,Factory 2_City D_Type B_2023-09-27
Factory 2,City B,2023-09-28,Type B,92.944890652767,5.334048490459018,13,13.368248944029984,270.2486249675261,C,55.687541611045,Factory 2_City B_Type B_2023-09-28
Factory 2,City C,2023-09-29,Type B,88.6172255409445,3.631520465046252,7,5.478163527433618,387.1657606890953,B,196.95376196537427,Factory 2_City C_Type B_2023-09-29
Factory 2,City B,2023-09-30,Type C,77.12890721854212,7.480695117176539,13,8.660133918401511,452.139278340796,C,86.71387261401956,Factory 2_City B_Type C_2023-09-30
Factory 2,City B,2023-10-01,Type B,93.38355703492265,0.518989102680858,14,11.50156220738494,444.6711944778027,C,62.54951150767747,Factory 2_City B_Type B_2023-10-01
Factory 2,City E,2023-10-02,Type A,78.0772186823638,2.925137301633691,9,12.219239699289334,409.40767609684127,A,129.57591501343146,Factory 2_City E_Type A_2023-10-02
Factory 2,City D,2023-10-03,Type B,93.1332013466041,6.995555105649276,11,5.350876112163,360.5601434803667,C,174.54269095437195,Factory 2_City D_Type B_2023-10-03
Factory 2,City C,2023-10-04,Type B,84.81659875333737,3.88965651917304,13,9.276274716873884,149.7763243043777,D,56.159956061991736,Factory 2_City C_Type B_2023-10-04
Factory 2,City C,2023-10-05,Type B,76.57057565530972,4.606000668162484,4,13.89997482581132,471.2528744061776,D,112.05293956085058,Factory 2_City C_Type B_2023-10-05
Factory 2,City C,2023-10-06,Type C,76.8449497850478,4.714707023604382,6,10.462479676028885,195.00921673922755,B,190.35887735876213,Factory 2_City C_Type C_2023-10-06
Factory 2,City E,2023-10-07,Type A,81.07600021390029,6.145781370691853,12,10.999442914044709,195.09174491130145,D,50.78187777153874,Factory 2_City E_Type A_2023-10-07
Factory 2,City C,2023-10-08,Type A,79.83701376471565,7.718585003777982,12,5.075914161739141,329.0682332764484,C,183.54687364222127,Factory 2_City C_Type A_2023-10-08
Factory 2,City A,2023-10-09,Type A,94.68288872996573,6.336153663521081,13,9.895395420941544,378.5503399482264,B,135.6885352445567,Factory 2_City A_Type A_2023-10-09
Factory 2,City B,2023-10-10,Type C,92.38613284416768,0.2837566827333324,5,11.393387635014058,468.8798895342741,C,88.32542363585956,Factory 2_City B_Type C_2023-10-10
Factory 2,City B,2023-10-11,Type B,71.33438735443153,5.508097507276505,2,5.928997144941194,125.26709236121243,D,82.53997702736292,Factory 2_City B_Type B_2023-10-11
Factory 2,City E,2023-10-12,Type B,93.65434261990865,2.250708688365094,14,8.929373050278066,451.8831929616213,C,115.85795599270926,Factory 2_City E_Type B_2023-10-12
Factory 2,City C,2023-10-13,Type A,81.73886784983833,3.0321775637301576,5,8.165944534097797,485.2163130942491,A,151.93277934277774,Factory 2_City C_Type A_2023-10-13
Factory 2,City B,2023-10-14,Type A,72.81011778194872,3.614869321073924,5,14.645801858016528,291.48067275614005,B,177.45119272019116,Factory 2_City B_Type A_2023-10-14
Factory 2,City D,2023-10-15,Type C,70.32791689433711,6.570498754634763,2,9.184339600772947,420.5773074912457,D,57.55444984900937,Factory 2_City D_Type C_2023-10-15
Factory 2,City B,2023-10-16,Type C,90.83339051263133,2.7826224302889173,9,14.899456100757233,370.6675022663533,B,130.60346071593307,Factory 2_City B_Type C_2023-10-16
Factory 2,City C,2023-10-17,Type B,86.13834977200372,1.0484459473733398,6,13.0455871446863,444.00670116381815,B,136.2207837308421,Factory 2_City C_Type B_2023-10-17
Factory 2,City B,2023-10-18,Type B,91.97372256488488,7.695398062528405,9,7.003603040034503,317.0280813632271,B,106.19919492689506,Factory 2_City B_Type B_2023-10-18
Factory 2,City D,2023-10-19,Type C,84.98250972540932,1.4968673833380244,3,10.80231287059956,372.7989789122934,B,173.7972714545515,Factory 2_City D_Type C_2023-10-19
Factory 2,City A,2023-10-20,Type B,85.56477244856308,0.2861975257120628,6,6.957838068604048,425.2204828573233,D,84.66447173649678,Factory 2_City A_Type B_2023-10-20
Factory 2,City D,2023-10-21,Type B,77.82523047992234,4.044367503745313,5,5.410993153530182,298.26575291876765,C,139.17475486246377,Factory 2_City D_Type B_2023-10-21
Factory 2,City D,2023-10-22,Type B,78.74821334428519,4.344100080114765,8,12.317720250869874,400.6868165913934,D,97.21347392911537,Factory 2_City D_Type B_2023-10-22
Factory 2,City D,2023-10-23,Type A,70.8324445891293,2.869164787212198,14,8.77818283844905,448.8213725517974,D,114.7981388637736,Factory 2_City D_Type A_2023-10-23
Factory 2,City B,2023-10-24,Type B,83.83356937035421,1.961756627099008,9,10.897554177893252,154.70991524853338,B,142.5257565176363,Factory 2_City B_Type B_2023-10-24
Factory 2,City A,2023-10-25,Type B,73.79182851358412,1.9696381480702527,10,8.732549590164755,302.3133200480198,B,195.05239831984596,Factory 2_City A_Type B_2023-10-25
Factory 2,City A,2023-10-26,Type A,76.49791184644309,2.4049644788451365,10,12.0409968439745,373.0794019103348,C,96.53552777490056,Factory 2_City A_Type A_2023-10-26
Factory 2,City D,2023-10-27,Type B,76.14509640694665,5.390923151357505,5,6.696240930315724,378.9432267335082,B,178.36370066007953,Factory 2_City D_Type B_2023-10-27
Factory 2,City C,2023-10-28,Type B,70.98298719171183,3.454140305588464,10,14.66276251897396,304.15016265154486,D,81.84822272760725,Factory 2_City C_Type B_2023-10-28
Factory 2,City D,2023-10-29,Type C,78.76883036873387,1.7191714685938546,12,9.403129757519055,350.083328697172,C,118.9162267810477,Factory 2_City D_Type C_2023-10-29
Factory 2,City D,2023-10-30,Type A,85.85743526300826,6.464791843948095,1,5.174955474861691,489.485160656694,B,141.99295907496946,Factory 2_City D_Type A_2023-10-30
Factory 2,City C,2023-10-31,Type B,85.99369280094199,4.270026564750289,12,5.002524544905621,405.26975424389553,D,50.21500979705456,Factory 2_City C_Type B_2023-10-31
Factory 2,City C,2023-11-01,Type B,90.72989447842288,0.052739242711512,6,5.967105019738426,286.5248863783959,C,90.6329082539562,Factory 2_City C_Type B_2023-11-01
Factory 2,City C,2023-11-02,Type A,85.04411105276174,7.989183079473766,10,8.46185307713639,310.3571874315999,A,136.7142361189563,Factory 2_City C_Type A_2023-11-02
Factory 2,City A,2023-11-03,Type B,85.15310972207445,3.91343969237629,13,10.147764220004536,430.757293530236,B,171.85325661505982,Factory 2_City A_Type B_2023-11-03
Factory 2,City B,2023-11-04,Type C,84.13065952927077,0.0474679739684518,4,12.545395326953876,158.2583184105991,B,142.913233090182,Factory 2_City B_Type C_2023-11-04
Factory 2,City A,2023-11-05,Type C,94.61152394934663,5.750552349388219,1,10.172754026732663,435.6054412639208,C,131.70321401509648,Factory 2_City A_Type C_2023-11-05
Factory 2,City A,2023-11-06,Type B,93.019120353058,7.788861190405589,8,12.300109887745778,420.58121112961896,B,187.4226540221602,Factory 2_City A_Type B_2023-11-06
Factory 2,City A,2023-11-07,Type A,92.51568236487245,2.5620138429614485,7,6.834094636173508,411.15605695687,B,174.95744466034864,Factory 2_City A_Type A_2023-11-07
Factory 2,City E,2023-11-08,Type C,76.0699566131918,7.780716294012459,13,9.78018306659539,399.4406638208639,D,76.56748530175595,Factory 2_City E_Type C_2023-11-08
Factory 2,City D,2023-11-09,Type B,77.86025065934489,3.107495508420593,1,9.984418404349944,297.72569922002384,B,140.23019339459393,Factory 2_City D_Type B_2023-11-09
Factory 2,City D,2023-11-10,Type B,92.06514059322105,7.738036980199615,1,10.51810175706954,478.0087670140955,D,153.0074989407273,Factory 2_City D_Type B_2023-11-10
Factory 2,City B,2023-11-11,Type C,83.74993713718395,4.731259303191311,14,13.7120103629169,185.61587670798627,C,138.87119713454223,Factory 2_City B_Type C_2023-11-11
Factory 2,City A,2023-11-12,Type A,87.65570424894935,7.951295905854256,3,13.270098816469236,213.85196477572765,C,107.99968352030058,Factory 2_City A_Type A_2023-11-12
Factory 2,City B,2023-11-13,Type C,75.6825601809631,2.0338002406600726,7,12.437809301448562,336.3999836343816,C,90.98546291959217,Factory 2_City B_Type C_2023-11-13
Factory 2,City E,2023-11-14,Type B,94.453828052101,2.105202076818633,13,5.800636626602262,428.2752008377008,A,192.914884573,Factory 2_City E_Type B_2023-11-14
Factory 2,City C,2023-11-15,Type B,76.6834390602916,0.5057947140050691,6,8.149403056812496,165.52546543772615,C,121.62860538819308,Factory 2_City C_Type B_2023-11-15
Factory 2,City B,2023-11-16,Type C,91.93954431333418,5.7166677696836805,1,9.805782526886784,348.28329053402365,C,186.7524506494604,Factory 2_City B_Type C_2023-11-16
Factory 2,City C,2023-11-17,Type C,86.40404516112193,6.328685772224239,12,13.507306845860374,217.8473198739613,D,99.64680406822694,Factory 2_City C_Type C_2023-11-17
Factory 2,City D,2023-11-18,Type C,83.08145120388704,6.568090077210188,4,9.254914134515433,138.6793542185349,C,67.37791655056468,Factory 2_City D_Type C_2023-11-18
Factory 2,City B,2023-11-19,Type B,90.87335371316024,2.421798368625753,11,5.2174080783667485,195.7819256342008,C,71.15371829005036,Factory 2_City B_Type B_2023-11-19
Factory 2,City A,2023-11-20,Type B,84.16503367375478,0.1795757372942583,8,5.351950021401778,335.99104187983994,B,184.20527915362757,Factory 2_City A_Type B_2023-11-20
Factory 2,City E,2023-11-21,Type A,81.44285128745581,5.1425895062034535,10,10.686042135699344,412.1352990500628,A,52.589147824586014,Factory 2_City E_Type A_2023-11-21
Factory 2,City D,2023-11-22,Type C,88.82644024787274,5.812209548879383,4,13.28694942244002,398.3818471615998,C,124.09808981452106,Factory 2_City D_Type C_2023-11-22
Factory 2,City D,2023-11-23,Type C,91.30935243706396,3.0894955529557158,14,7.073126732427414,475.682806826007,D,134.4897080780931,Factory 2_City D_Type C_2023-11-23
Factory 2,City C,2023-11-24,Type A,90.78863328356992,4.920679731901467,14,10.486383916955772,353.61478936544347,C,194.74970875143305,Factory 2_City C_Type A_2023-11-24
Factory 2,City B,2023-11-25,Type A,90.81216936549112,7.80239630919904,6,8.05264301607436,188.9272836856905,C,95.90228618218308,Factory 2_City B_Type A_2023-11-25
Factory 2,City E,2023-11-26,Type C,93.93856393617682,3.0187876531185003,5,9.4995378578085,148.9383004629304,B,71.57986142102658,Factory 2_City E_Type C_2023-11-26
Factory 2,City C,2023-11-27,Type C,83.13851827814291,0.7285308478997807,8,12.287092484753526,404.4846060661896,C,52.412012960885896,Factory 2_City C_Type C_2023-11-27
Factory 2,City B,2023-11-28,Type B,72.41661917914178,2.681225140978565,2,6.980771200586318,187.23685136258635,B,171.48223785585662,Factory 2_City B_Type B_2023-11-28
Factory 2,City B,2023-11-29,Type C,72.00571406794265,2.89331922028876,7,7.216091882391509,251.8616063474693,D,66.49472421975592,Factory 2_City B_Type C_2023-11-29
Factory 2,City E,2023-11-30,Type A,80.83298725582242,4.37902202799797,10,13.29425404186332,123.86866227299866,C,165.13926773797644,Factory 2_City E_Type A_2023-11-30
Factory 2,City B,2023-12-01,Type B,90.10584472580568,4.399368564157305,1,7.697170040825388,393.2127123783594,D,102.26339716836397,Factory 2_City B_Type B_2023-12-01
Factory 2,City C,2023-12-02,Type A,82.33230440218892,5.134624527754969,4,9.502794828645408,284.4081976055993,A,108.97655473814008,Factory 2_City C_Type A_2023-12-02
Factory 2,City B,2023-12-03,Type A,90.56790534539708,0.9172599721967254,14,8.42029514604603,147.1228852270737,A,194.8533374840554,Factory 2_City B_Type A_2023-12-03
Factory 2,City A,2023-12-04,Type B,80.92722800348427,0.8849665618583069,6,14.76660637210142,279.6739073567888,B,164.51267213310075,Factory 2_City A_Type B_2023-12-04
Factory 2,City D,2023-12-05,Type B,74.46732380715784,2.364419989081741,8,5.225616507573276,159.05739705486354,A,156.07404409712905,Factory 2_City D_Type B_2023-12-05
Factory 2,City B,2023-12-06,Type C,78.0294814741866,3.385382716214039,7,10.408120707980755,139.54846202146038,C,131.39810844606822,Factory 2_City B_Type C_2023-12-06
Factory 2,City E,2023-12-07,Type C,78.56348073774019,0.1748110176622299,2,11.903933385936837,158.16914363817594,C,142.4440334277945,Factory 2_City E_Type C_2023-12-07
Factory 2,City C,2023-12-08,Type B,90.49482860426396,7.043029801489394,10,6.827130735632839,337.55049014608846,B,125.83125851446091,Factory 2_City C_Type B_2023-12-08
Factory 2,City D,2023-12-09,Type B,87.3767987983629,6.33640632360233,1,14.554116940790294,462.7248600385793,A,146.47421767450123,Factory 2_City D_Type B_2023-12-09
Factory 2,City E,2023-12-10,Type A,75.17382879871573,2.6829942790362,7,10.29021340559524,252.8433881221308,A,188.1929617520161,Factory 2_City E_Type A_2023-12-10
Factory 2,City D,2023-12-11,Type A,84.53206829902649,0.871052928249326,10,5.277253247618492,122.75497534245964,D,195.34110657614,Factory 2_City D_Type A_2023-12-11
Factory 2,City D,2023-12-12,Type B,79.07356480439114,6.525547017955725,6,6.692159001394913,382.3546472911841,A,126.05714885715172,Factory 2_City D_Type B_2023-12-12
Factory 2,City B,2023-12-13,Type A,85.19892959525113,7.592776711427411,6,9.680816210850985,357.98550829807846,B,156.4824033164472,Factory 2_City B_Type A_2023-12-13
Factory 2,City D,2023-12-14,Type A,71.96231061167266,5.758298099746277,14,8.023985198289777,195.49537814504,D,71.93386238268707,Factory 2_City D_Type A_2023-12-14
Factory 2,City A,2023-12-15,Type A,83.57333468482406,6.484698755287784,1,8.810621467855661,335.969271309526,C,62.80965382026216,Factory 2_City A_Type A_2023-12-15
Factory 2,City D,2023-12-16,Type B,85.01491758948625,0.9985413523347412,1,13.747265052212082,413.9348999130541,A,73.66155093282909,Factory 2_City D_Type B_2023-12-16
Factory 2,City A,2023-12-17,Type C,76.07274179554125,4.870936757033864,9,9.358269113196258,152.76586336428915,A,189.62555473398655,Factory 2_City A_Type C_2023-12-17
Factory 2,City B,2023-12-18,Type B,74.82807100659342,0.4188356014863901,12,12.26932296631472,389.6823290783796,D,105.4628761959542,Factory 2_City B_Type B_2023-12-18
Factory 2,City C,2023-12-19,Type B,93.7882459104575,1.525588238299478,11,6.027233736868521,275.64177896278693,B,77.7663095641768,Factory 2_City C_Type B_2023-12-19
Factory 2,City E,2023-12-20,Type B,73.19005770787854,1.400623561444064,4,14.17541081596636,202.0445548665753,B,195.72156054054108,Factory 2_City E_Type B_2023-12-20
Factory 2,City D,2023-12-21,Type B,91.21842481482936,1.838956729618035,3,11.767665412396404,272.2694285929821,C,169.44236574425935,Factory 2_City D_Type B_2023-12-21
Factory 2,City B,2023-12-22,Type B,78.53530631568621,7.923182368735718,11,8.539276765753037,242.30428599772105,D,144.35857617827386,Factory 2_City B_Type B_2023-12-22
Factory 2,City E,2023-12-23,Type A,85.99240945916402,3.261368716137099,13,9.766196381514485,141.16469704912996,D,159.72884229028722,Factory 2_City E_Type A_2023-12-23
Factory 2,City D,2023-12-24,Type C,85.64173324812266,1.1872809870610972,6,11.333513372887706,457.55598957878567,C,58.55098919745386,Factory 2_City D_Type C_2023-12-24
Factory 2,City A,2023-12-25,Type B,90.218555725528,2.1540825317678207,8,14.409566212589349,324.298831149506,A,89.56012804175487,Factory 2_City A_Type B_2023-12-25
