machine_downtime_hours,key_point
7.74728630952921,Factory 3_City D_Type C_2023-06-24
5.419404153703118,Factory 3_City E_Type C_2023-06-25
2.5957239301911192,Factory 3_City B_Type A_2023-06-26
7.50390822177645,Factory 3_City D_Type B_2023-06-27
3.1527491885765384,Factory 3_City A_Type A_2023-06-28
1.722281800617532,Factory 3_City E_Type C_2023-06-29
3.341905411550101,Factory 3_City D_Type B_2023-06-30
6.983102799682525,Factory 3_City A_Type B_2023-07-01
6.150493249905736,Factory 3_City C_Type C_2023-07-02
2.4515135273862203,Factory 3_City D_Type A_2023-07-03
0.3063310895761635,Factory 3_City E_Type A_2023-07-04
2.0412427100350383,Factory 3_City A_Type B_2023-07-05
5.39810433113135,Factory 3_City C_Type A_2023-07-06
7.975287114382182,Factory 3_City A_Type A_2023-07-07
3.738869817817447,Factory 3_City E_Type C_2023-07-08
7.894319564560663,Factory 3_City E_Type C_2023-07-09
5.663772061119059,Factory 3_City E_Type B_2023-07-10
4.949905129741062,Factory 3_City D_Type A_2023-07-11
1.9728541094418848,Factory 3_City A_Type A_2023-07-12
2.765621638805812,Factory 3_City E_Type B_2023-07-13
0.0914014992300078,Factory 3_City B_Type A_2023-07-14
7.9538690840775645,Factory 3_City B_Type B_2023-07-15
3.475567609759029,Factory 3_City B_Type A_2023-07-16
2.708504071677976,Factory 3_City B_Type A_2023-07-17
0.4832959335559534,Factory 3_City E_Type A_2023-07-18
7.318567148689657,Factory 3_City B_Type A_2023-07-19
1.5976033285302655,Factory 3_City C_Type C_2023-07-20
4.318748180341618,Factory 3_City C_Type A_2023-07-21
2.8293805951597357,Factory 3_City C_Type C_2023-07-22
2.1265643257809987,Factory 3_City A_Type C_2023-07-23
4.366640077233993,Factory 3_City D_Type A_2023-07-24
7.140922672712253,Factory 3_City B_Type C_2023-07-25
5.383763231439148,Factory 3_City E_Type B_2023-07-26
3.192409749369233,Factory 3_City C_Type B_2023-07-27
1.060352841000606,Factory 3_City B_Type A_2023-07-28
4.0318554054909015,Factory 3_City D_Type B_2023-07-29
2.369683518400296,Factory 3_City C_Type C_2023-07-30
4.807658485376034,Factory 3_City D_Type C_2023-07-31
5.465884361105342,Factory 3_City A_Type A_2023-08-01
4.591797683746481,Factory 3_City E_Type B_2023-08-02
6.468834017390678,Factory 3_City A_Type C_2023-08-03
5.700067370390941,Factory 3_City B_Type A_2023-08-04
2.7354104366245124,Factory 3_City C_Type B_2023-08-05
5.393922245314702,Factory 3_City B_Type B_2023-08-06
6.434957000065921,Factory 3_City B_Type A_2023-08-07
2.230692905685569,Factory 3_City C_Type A_2023-08-08
3.930525741992972,Factory 3_City B_Type A_2023-08-09
7.463263864344285,Factory 3_City B_Type C_2023-08-10
1.849054885004823,Factory 3_City D_Type B_2023-08-11
3.501552305797694,Factory 3_City B_Type A_2023-08-12
5.000105992928367,Factory 3_City D_Type C_2023-08-13
4.3135269657802535,Factory 3_City E_Type C_2023-08-14
0.0871402759226063,Factory 3_City C_Type C_2023-08-15
4.4627586003129,Factory 3_City D_Type C_2023-08-16
7.71032571571264,Factory 3_City E_Type B_2023-08-17
6.576913917545569,Factory 3_City D_Type A_2023-08-18
1.7522802654720282,Factory 3_City B_Type C_2023-08-19
5.60794315191319,Factory 3_City E_Type B_2023-08-20
2.464202814415499,Factory 3_City B_Type C_2023-08-21
6.618951290929505,Factory 3_City E_Type A_2023-08-22
2.3553848023766486,Factory 3_City A_Type A_2023-08-23
2.365686161790792,Factory 3_City D_Type C_2023-08-24
5.528721491961322,Factory 3_City E_Type B_2023-08-25
3.476880332686173,Factory 3_City A_Type C_2023-08-26
7.086594328372988,Factory 3_City A_Type A_2023-08-27
7.364138142777676,Factory 3_City B_Type C_2023-08-28
1.8505584072387904,Factory 3_City B_Type B_2023-08-29
4.275103714286135,Factory 3_City E_Type B_2023-08-30
3.430692265065913,Factory 3_City B_Type B_2023-08-31
0.4992185622149652,Factory 3_City B_Type B_2023-09-01
4.8272842922082,Factory 3_City A_Type A_2023-09-02
5.108558224539633,Factory 3_City B_Type A_2023-09-03
2.3856518507000555,Factory 3_City B_Type C_2023-09-04
7.778723012765464,Factory 3_City C_Type A_2023-09-05
2.8317929763973213,Factory 3_City B_Type C_2023-09-06
1.5716074669809608,Factory 3_City B_Type B_2023-09-07
6.093895217700144,Factory 3_City C_Type B_2023-09-08
3.5164655137265663,Factory 3_City C_Type A_2023-09-09
3.8188922156855623,Factory 3_City E_Type A_2023-09-10
1.2195430752632284,Factory 3_City E_Type B_2023-09-11
3.0237017617544524,Factory 3_City C_Type A_2023-09-12
0.3587234947193023,Factory 3_City D_Type B_2023-09-13
3.507753082359425,Factory 3_City E_Type C_2023-09-14
6.294962153481001,Factory 3_City B_Type A_2023-09-15
3.5159349318251136,Factory 3_City E_Type B_2023-09-16
6.744114838759701,Factory 3_City E_Type A_2023-09-17
5.088896457623506,Factory 3_City A_Type A_2023-09-18
2.347388399324813,Factory 3_City E_Type C_2023-09-19
0.1650130561101148,Factory 3_City C_Type C_2023-09-20
7.196022081052371,Factory 3_City C_Type B_2023-09-21
5.214090712544809,Factory 3_City D_Type C_2023-09-22
5.6683436148839785,Factory 3_City A_Type C_2023-09-23
1.3844955936056396,Factory 3_City B_Type C_2023-09-24
3.876302001712453,Factory 3_City B_Type B_2023-09-25
3.727641582445891,Factory 3_City B_Type B_2023-09-26
5.468704090255458,Factory 3_City E_Type C_2023-09-27
2.667220257611307,Factory 3_City D_Type C_2023-09-28
6.754611714616971,Factory 3_City C_Type C_2023-09-29
4.063466137376501,Factory 3_City E_Type B_2023-09-30
5.286463543420227,Factory 3_City C_Type A_2023-10-01
0.025983426092071,Factory 3_City E_Type B_2023-10-02
2.403361499445058,Factory 3_City E_Type B_2023-10-03
2.8552010726376427,Factory 3_City C_Type C_2023-10-04
6.987802028218194,Factory 3_City D_Type B_2023-10-05
0.3056063599134377,Factory 3_City D_Type C_2023-10-06
0.0817019969027459,Factory 3_City C_Type B_2023-10-07
0.3873858113381532,Factory 3_City A_Type B_2023-10-08
7.497559416949229,Factory 3_City E_Type B_2023-10-09
2.0180164072576163,Factory 3_City E_Type B_2023-10-10
0.5303918430815662,Factory 3_City B_Type C_2023-10-11
3.650240882189033,Factory 3_City E_Type B_2023-10-12
2.8481018171919725,Factory 3_City A_Type C_2023-10-13
0.026533635239212,Factory 3_City D_Type B_2023-10-14
7.653080107820903,Factory 3_City C_Type B_2023-10-15
7.597089628975727,Factory 3_City A_Type C_2023-10-16
3.917384524132495,Factory 3_City E_Type A_2023-10-17
7.978730684226381,Factory 3_City D_Type B_2023-10-18
6.688183333926214,Factory 3_City E_Type A_2023-10-19
6.534416183916481,Factory 3_City E_Type A_2023-10-20
1.1469372177070642,Factory 3_City B_Type C_2023-10-21
5.422956272139632,Factory 3_City C_Type A_2023-10-22
6.723290252059828,Factory 3_City B_Type B_2023-10-23
5.227780183676489,Factory 3_City E_Type A_2023-10-24
7.917104538926351,Factory 3_City B_Type A_2023-10-25
7.423855243468683,Factory 3_City B_Type A_2023-10-26
4.503753879233623,Factory 3_City A_Type B_2023-10-27
7.041377445126052,Factory 3_City C_Type A_2023-10-28
4.717314451076555,Factory 3_City C_Type A_2023-10-29
2.912758868352136,Factory 3_City C_Type B_2023-10-30
2.638024738302124,Factory 3_City C_Type C_2023-10-31
4.381483143018469,Factory 3_City A_Type A_2023-11-01
3.827859166022972,Factory 3_City D_Type B_2023-11-02
0.2371166654083003,Factory 3_City C_Type C_2023-11-03
2.374942808262148,Factory 3_City E_Type C_2023-11-04
2.9862288925817566,Factory 3_City E_Type C_2023-11-05
1.294656540689771,Factory 3_City B_Type C_2023-11-06
4.937774873339695,Factory 3_City D_Type C_2023-11-07
0.0799983636464265,Factory 3_City C_Type C_2023-11-08
3.137761828816223,Factory 3_City A_Type A_2023-11-09
5.967102666874809,Factory 3_City E_Type C_2023-11-10
0.5359167401010394,Factory 3_City B_Type B_2023-11-11
3.6397895606230266,Factory 3_City D_Type B_2023-11-12
2.3679438573258293,Factory 3_City D_Type A_2023-11-13
1.5201903407412276,Factory 3_City C_Type A_2023-11-14
4.313261786950796,Factory 3_City D_Type A_2023-11-15
2.9546001512105238,Factory 3_City E_Type B_2023-11-16
0.53234252086542,Factory 3_City A_Type A_2023-11-17
3.4672057437005765,Factory 3_City B_Type A_2023-11-18
0.7297142300211981,Factory 3_City B_Type C_2023-11-19
7.599159840148993,Factory 3_City E_Type B_2023-11-20
1.0542205047918456,Factory 3_City C_Type B_2023-11-21
0.5973834415845003,Factory 3_City C_Type A_2023-11-22
5.860619034063912,Factory 3_City D_Type A_2023-11-23
2.6324902797163983,Factory 3_City D_Type C_2023-11-24
5.984621613059005,Factory 3_City D_Type A_2023-11-25
6.376840178672748,Factory 3_City A_Type C_2023-11-26
1.7629565507885196,Factory 3_City D_Type C_2023-11-27
2.726698194802374,Factory 3_City C_Type A_2023-11-28
2.657910927172929,Factory 3_City E_Type C_2023-11-29
7.399157779922337,Factory 3_City B_Type C_2023-11-30
6.811017642288463,Factory 3_City A_Type A_2023-12-01
3.136907123660147,Factory 3_City B_Type C_2023-12-02
3.4343116024076155,Factory 3_City D_Type C_2023-12-03
0.2149321775665855,Factory 3_City E_Type A_2023-12-04
6.520147982962006,Factory 3_City E_Type C_2023-12-05
0.0342009972839276,Factory 3_City E_Type A_2023-12-06
4.760771498741192,Factory 3_City B_Type A_2023-12-07
7.72266451385193,Factory 3_City A_Type A_2023-12-08
6.319781690924891,Factory 3_City B_Type B_2023-12-09
0.1734400933356941,Factory 3_City B_Type A_2023-12-10
6.921151851502425,Factory 3_City B_Type C_2023-12-11
0.3134702560900066,Factory 3_City D_Type B_2023-12-12
7.616319396366727,Factory 3_City A_Type A_2023-12-13
7.910032843307253,Factory 3_City D_Type C_2023-12-14
5.276591534974548,Factory 3_City B_Type B_2023-12-15
7.036562700188424,Factory 3_City B_Type A_2023-12-16
4.671797218306136,Factory 3_City D_Type A_2023-12-17
0.5958342928510021,Factory 3_City A_Type B_2023-12-18
3.38356488045344,Factory 3_City E_Type C_2023-12-19
1.3831531591573372,Factory 3_City B_Type A_2023-12-20
7.174094770050146,Factory 3_City E_Type C_2023-12-21
6.562265000161622,Factory 3_City B_Type B_2023-12-22
5.051002460833236,Factory 3_City E_Type B_2023-12-23
5.471328880246367,Factory 3_City A_Type C_2023-12-24
3.0830540261989388,Factory 3_City C_Type C_2023-12-25
7.504148814811427,Factory 3_City E_Type A_2023-12-26
5.647522561466123,Factory 3_City D_Type A_2023-12-27
2.608420402301711,Factory 3_City E_Type C_2023-12-28
6.829829103715064,Factory 3_City B_Type B_2023-12-29
6.782853886397949,Factory 3_City C_Type C_2023-12-30
3.495771469071533,Factory 3_City B_Type C_2023-12-31
4.538753548111802,Factory 4_City A_Type C_2023-01-01
6.611269106482286,Factory 4_City B_Type A_2023-01-02
6.390484158924014,Factory 4_City A_Type C_2023-01-03
3.661292706634547,Factory 4_City D_Type A_2023-01-04
0.0904694934408043,Factory 4_City B_Type C_2023-01-05
0.2058569838605981,Factory 4_City A_Type A_2023-01-06
4.230213406111842,Factory 4_City E_Type C_2023-01-07
6.490102797335422,Factory 4_City A_Type C_2023-01-08
5.239080900541006,Factory 4_City A_Type C_2023-01-09
0.5617273828858096,Factory 4_City A_Type C_2023-01-10
0.4709774007180067,Factory 4_City E_Type A_2023-01-11
0.4336064707362661,Factory 4_City A_Type C_2023-01-12
2.690414187632544,Factory 4_City A_Type C_2023-01-13
6.415651957845581,Factory 4_City C_Type B_2023-01-14
4.101716992946376,Factory 4_City B_Type A_2023-01-15
2.672627533352938,Factory 4_City E_Type C_2023-01-16
4.30142093499405,Factory 4_City E_Type B_2023-01-17
0.5101590245232765,Factory 4_City D_Type C_2023-01-18
3.498036005464737,Factory 4_City A_Type B_2023-01-19
2.047749574973386,Factory 4_City A_Type B_2023-01-20
0.7680080351550123,Factory 4_City C_Type B_2023-01-21
1.020873462115934,Factory 4_City D_Type A_2023-01-22
0.4787775178151081,Factory 4_City A_Type B_2023-01-23
2.691639554885322,Factory 4_City B_Type C_2023-01-24
3.884528030682107,Factory 4_City E_Type B_2023-01-25
2.82703909545761,Factory 4_City B_Type C_2023-01-26
1.5958054808852538,Factory 4_City D_Type C_2023-01-27
6.875292216315761,Factory 4_City E_Type A_2023-01-28
2.123785506448727,Factory 4_City B_Type C_2023-01-29
6.460877592280032,Factory 4_City C_Type C_2023-01-30
4.726011612484616,Factory 4_City B_Type C_2023-01-31
0.883572485374561,Factory 4_City D_Type A_2023-02-01
7.066421309869703,Factory 4_City B_Type B_2023-02-02
5.92045247434916,Factory 4_City A_Type B_2023-02-03
4.52807566504859,Factory 4_City E_Type A_2023-02-04
7.374328834590922,Factory 4_City D_Type B_2023-02-05
0.8794765604547701,Factory 4_City D_Type C_2023-02-06
7.8397094297714816,Factory 4_City A_Type B_2023-02-07
4.266266714876385,Factory 4_City A_Type C_2023-02-08
7.625138718190265,Factory 4_City C_Type C_2023-02-09
7.123871658790912,Factory 4_City B_Type B_2023-02-10
6.760389702939445,Factory 4_City B_Type B_2023-02-11
7.32253754111442,Factory 4_City D_Type C_2023-02-12
2.5592870124930034,Factory 4_City E_Type A_2023-02-13
4.153973421079091,Factory 4_City A_Type C_2023-02-14
3.438857832139939,Factory 4_City C_Type A_2023-02-15
7.144337236473383,Factory 4_City D_Type B_2023-02-16
5.571530168858959,Factory 4_City E_Type A_2023-02-17
4.226194127405043,Factory 4_City A_Type A_2023-02-18
5.414207614330913,Factory 4_City B_Type C_2023-02-19
2.1203127159561825,Factory 4_City A_Type A_2023-02-20
3.009920387128018,Factory 4_City D_Type B_2023-02-21
7.900717675963376,Factory 4_City E_Type C_2023-02-22
1.200177998835355,Factory 4_City D_Type A_2023-02-23
1.7907537621375678,Factory 4_City A_Type C_2023-02-24
7.775406373368629,Factory 4_City A_Type A_2023-02-25
3.235064046663004,Factory 4_City E_Type A_2023-02-26
1.9117322687087717,Factory 4_City B_Type A_2023-02-27
2.17169107119339,Factory 4_City C_Type B_2023-02-28
2.5191162130478544,Factory 4_City D_Type A_2023-03-01
2.6398050274215343,Factory 4_City A_Type A_2023-03-02
5.84693800431507,Factory 4_City D_Type B_2023-03-03
6.710913848249995,Factory 4_City E_Type A_2023-03-04
7.749265085601694,Factory 4_City D_Type B_2023-03-05
4.4392087502927495,Factory 4_City D_Type C_2023-03-06
0.34880292254973,Factory 4_City A_Type A_2023-03-07
0.6960526964484828,Factory 4_City D_Type C_2023-03-08
0.5742398666902417,Factory 4_City C_Type C_2023-03-09
6.965106913065368,Factory 4_City B_Type C_2023-03-10
1.7085683890366603,Factory 4_City E_Type B_2023-03-11
4.780426287162349,Factory 4_City A_Type B_2023-03-12
5.719584441094356,Factory 4_City C_Type C_2023-03-13
0.2013850376448811,Factory 4_City E_Type B_2023-03-14
3.584555224362771,Factory 4_City C_Type B_2023-03-15
4.682622824401912,Factory 4_City B_Type A_2023-03-16
1.189874664659051,Factory 4_City D_Type C_2023-03-17
0.9725841612859424,Factory 4_City D_Type C_2023-03-18
7.051176831660407,Factory 4_City B_Type B_2023-03-19
0.8623641734378014,Factory 4_City B_Type A_2023-03-20
4.500242380451056,Factory 4_City A_Type B_2023-03-21
7.455632386828125,Factory 4_City D_Type C_2023-03-22
2.5909653380059234,Factory 4_City D_Type B_2023-03-23
6.712175666673647,Factory 4_City E_Type C_2023-03-24
6.288866382065901,Factory 4_City C_Type B_2023-03-25
3.238924993740796,Factory 4_City E_Type A_2023-03-26
0.3725478901900123,Factory 4_City B_Type A_2023-03-27
1.49964095336777,Factory 4_City D_Type B_2023-03-28
7.844019176010946,Factory 4_City A_Type A_2023-03-29
5.227547668886401,Factory 4_City E_Type A_2023-03-30
7.299030640256387,Factory 4_City C_Type B_2023-03-31
6.83061766266205,Factory 4_City D_Type A_2023-04-01
2.8778289622023685,Factory 4_City E_Type A_2023-04-02
4.305671095838504,Factory 4_City A_Type A_2023-04-03
5.950598163081058,Factory 4_City C_Type A_2023-04-04
1.9176042426774,Factory 4_City E_Type C_2023-04-05
3.7460489965924486,Factory 4_City A_Type A_2023-04-06
1.2127616276842756,Factory 4_City E_Type C_2023-04-07
2.646998273935558,Factory 4_City D_Type A_2023-04-08
3.290454843248192,Factory 4_City C_Type C_2023-04-09
3.06689505390214,Factory 4_City D_Type C_2023-04-10
3.0992217647541063,Factory 4_City E_Type A_2023-04-11
5.7400716193278365,Factory 4_City A_Type B_2023-04-12
6.638425157836539,Factory 4_City C_Type B_2023-04-13
6.3950825996415706,Factory 4_City B_Type A_2023-04-14
4.665499644564481,Factory 4_City C_Type C_2023-04-15
7.201190948351885,Factory 4_City C_Type B_2023-04-16
3.5067392071651198,Factory 4_City D_Type C_2023-04-17
1.8204114205303237,Factory 4_City A_Type C_2023-04-18
1.8061355426495247,Factory 4_City B_Type A_2023-04-19
6.816292938254092,Factory 4_City B_Type A_2023-04-20
7.51246127032265,Factory 4_City E_Type A_2023-04-21
2.6087976047175783,Factory 4_City C_Type C_2023-04-22
7.997856674365379,Factory 4_City B_Type C_2023-04-23
3.343681192537198,Factory 4_City C_Type B_2023-04-24
3.1396135108981342,Factory 4_City A_Type C_2023-04-25
5.883815137367384,Factory 4_City C_Type C_2023-04-26
6.7466625716367465,Factory 4_City E_Type A_2023-04-27
4.807239887982519,Factory 4_City C_Type A_2023-04-28
4.1357057378029065,Factory 4_City A_Type C_2023-04-29
2.637729487707653,Factory 4_City E_Type A_2023-04-30
0.5364208555939092,Factory 4_City A_Type A_2023-05-01
1.4980028936455945,Factory 4_City D_Type C_2023-05-02
6.127933117535507,Factory 4_City C_Type B_2023-05-03
4.611138001598441,Factory 4_City A_Type C_2023-05-04
5.390667952206639,Factory 4_City D_Type B_2023-05-05
6.774732464803472,Factory 4_City E_Type B_2023-05-06
6.799514486045971,Factory 4_City D_Type C_2023-05-07
0.7899737495613683,Factory 4_City C_Type C_2023-05-08
0.2533263771259051,Factory 4_City C_Type A_2023-05-09
2.9069130294429675,Factory 4_City E_Type A_2023-05-10
7.853177892562199,Factory 4_City D_Type A_2023-05-11
5.270743199724014,Factory 4_City B_Type B_2023-05-12
4.506188464988375,Factory 4_City B_Type A_2023-05-13
5.08530216943478,Factory 4_City C_Type B_2023-05-14
4.9229037607309465,Factory 4_City C_Type A_2023-05-15
5.759826187828338,Factory 4_City D_Type C_2023-05-16
2.5607981346541946,Factory 4_City A_Type C_2023-05-17
5.894620321820985,Factory 4_City D_Type A_2023-05-18
1.8360953156311528,Factory 4_City B_Type C_2023-05-19
2.2819129790597428,Factory 4_City A_Type A_2023-05-20
4.273092953090663,Factory 4_City A_Type B_2023-05-21
3.4522650529501693,Factory 4_City C_Type C_2023-05-22
4.311067612296608,Factory 4_City A_Type A_2023-05-23
6.804480319968331,Factory 4_City B_Type B_2023-05-24
4.605047186184747,Factory 4_City C_Type C_2023-05-25
2.1840889447445475,Factory 4_City C_Type A_2023-05-26
4.260670874877166,Factory 4_City A_Type B_2023-05-27
6.088771757187589,Factory 4_City B_Type B_2023-05-28
3.933741153201627,Factory 4_City B_Type A_2023-05-29
2.747467680788355,Factory 4_City D_Type A_2023-05-30
2.6904365827437484,Factory 4_City A_Type C_2023-05-31
5.7967840883453805,Factory 4_City B_Type A_2023-06-01
6.007393378985845,Factory 4_City D_Type A_2023-06-02
3.2929982751530096,Factory 4_City E_Type A_2023-06-03
2.562280009752879,Factory 4_City C_Type B_2023-06-04
2.223865828019803,Factory 4_City D_Type A_2023-06-05
4.308160611706814,Factory 4_City D_Type B_2023-06-06
7.294018853315902,Factory 4_City B_Type B_2023-06-07
3.4986394687286,Factory 4_City C_Type B_2023-06-08
2.759336570511823,Factory 4_City B_Type A_2023-06-09
0.813266912039972,Factory 4_City E_Type B_2023-06-10
6.353439719029049,Factory 4_City A_Type C_2023-06-11
2.4862952365892674,Factory 4_City B_Type B_2023-06-12
7.032631906097253,Factory 4_City B_Type C_2023-06-13
0.3410473093479806,Factory 4_City A_Type B_2023-06-14
4.821807390726021,Factory 4_City B_Type A_2023-06-15
3.1182133203640445,Factory 4_City A_Type C_2023-06-16
1.0429130781917806,Factory 4_City A_Type A_2023-06-17
1.694792595470668,Factory 4_City B_Type B_2023-06-18
0.2134994118337516,Factory 4_City B_Type B_2023-06-19
0.607854259175383,Factory 4_City A_Type A_2023-06-20
1.589937930317145,Factory 4_City D_Type C_2023-06-21
3.022423724341168,Factory 4_City B_Type C_2023-06-22
5.629293004807763,Factory 4_City A_Type B_2023-06-23
6.391497481943673,Factory 4_City C_Type A_2023-06-24
7.691399012784649,Factory 4_City B_Type C_2023-06-25
6.523529971903758,Factory 4_City B_Type A_2023-06-26
2.1356955208097643,Factory 4_City B_Type A_2023-06-27
5.116015214509729,Factory 4_City B_Type A_2023-06-28
4.495694385843111,Factory 4_City A_Type B_2023-06-29
0.3917710742841676,Factory 4_City C_Type C_2023-06-30
0.0784871755442147,Factory 4_City E_Type A_2023-07-01
0.4874034141494787,Factory 4_City C_Type B_2023-07-02
1.1348442075212208,Factory 4_City A_Type B_2023-07-03
0.8667200461675115,Factory 4_City D_Type B_2023-07-04
1.1666634218734098,Factory 4_City D_Type A_2023-07-05
6.385942452848718,Factory 4_City B_Type A_2023-07-06
6.5623461662045575,Factory 4_City C_Type C_2023-07-07
2.180404261234373,Factory 4_City D_Type B_2023-07-08
5.577475431561089,Factory 4_City C_Type C_2023-07-09
0.8169687946258852,Factory 4_City A_Type C_2023-07-10
5.746963851530687,Factory 4_City D_Type B_2023-07-11
4.648857620351154,Factory 4_City B_Type B_2023-07-12
2.553093393137172,Factory 4_City D_Type B_2023-07-13
0.6076886738976279,Factory 4_City D_Type B_2023-07-14
2.475816106200659,Factory 4_City C_Type C_2023-07-15
5.858552032145356,Factory 4_City D_Type A_2023-07-16
3.429827364564436,Factory 4_City C_Type B_2023-07-17
5.068149805092792,Factory 4_City C_Type C_2023-07-18
0.8090560374395626,Factory 4_City E_Type B_2023-07-19
2.794955602872207,Factory 4_City D_Type A_2023-07-20
1.523721315676104,Factory 4_City A_Type B_2023-07-21
0.0892764577456848,Factory 4_City C_Type B_2023-07-22
7.939957415168582,Factory 4_City A_Type C_2023-07-23
0.6825425939666516,Factory 4_City A_Type A_2023-07-24
3.0435001141880305,Factory 4_City C_Type A_2023-07-25
1.8528934428970256,Factory 4_City B_Type B_2023-07-26
2.5263703901121843,Factory 4_City D_Type A_2023-07-27
5.863551450643683,Factory 4_City A_Type A_2023-07-28
1.4335409828428958,Factory 4_City B_Type A_2023-07-29
1.4212749451342948,Factory 4_City D_Type C_2023-07-30
1.4977077441554971,Factory 4_City D_Type B_2023-07-31
4.128083463249156,Factory 4_City D_Type B_2023-08-01
5.356801284416838,Factory 4_City B_Type B_2023-08-02
5.619880893019755,Factory 4_City B_Type C_2023-08-03
2.80082854059663,Factory 4_City D_Type C_2023-08-04
0.9436331825612873,Factory 4_City D_Type B_2023-08-05
1.563277285228879,Factory 4_City E_Type C_2023-08-06
3.34980743393514,Factory 4_City D_Type B_2023-08-07
3.384769510263773,Factory 4_City E_Type C_2023-08-08
6.822399382115164,Factory 4_City B_Type A_2023-08-09
6.9363067278401775,Factory 4_City D_Type C_2023-08-10
1.0614687747464,Factory 4_City D_Type C_2023-08-11
5.401059436825747,Factory 4_City A_Type C_2023-08-12
2.215096009895648,Factory 4_City E_Type A_2023-08-13
4.439576433940301,Factory 4_City D_Type B_2023-08-14
7.88441086291496,Factory 4_City E_Type C_2023-08-15
1.5546052161779975,Factory 4_City E_Type A_2023-08-16
7.208675393685449,Factory 4_City C_Type A_2023-08-17
6.198901839242765,Factory 4_City E_Type A_2023-08-18
2.2990802100526064,Factory 4_City D_Type B_2023-08-19
0.6080079117278903,Factory 4_City A_Type C_2023-08-20
3.095958478468625,Factory 4_City B_Type C_2023-08-21
7.905000109585015,Factory 4_City B_Type B_2023-08-22
0.5058314258055727,Factory 4_City B_Type B_2023-08-23
4.840013724682602,Factory 4_City B_Type A_2023-08-24
1.7698435050718135,Factory 4_City C_Type B_2023-08-25
2.2448459283837243,Factory 4_City A_Type C_2023-08-26
4.871187306052985,Factory 4_City A_Type A_2023-08-27
0.5884208309184311,Factory 4_City A_Type C_2023-08-28
2.2525977750582724,Factory 4_City A_Type C_2023-08-29
7.798889176535827,Factory 4_City A_Type A_2023-08-30
7.627698237849683,Factory 4_City B_Type A_2023-08-31
4.392075858098266,Factory 4_City D_Type A_2023-09-01
1.3956606351002776,Factory 4_City A_Type A_2023-09-02
6.10023401800309,Factory 4_City B_Type B_2023-09-03
2.8995353158476664,Factory 4_City D_Type A_2023-09-04
2.9683929340900246,Factory 4_City C_Type B_2023-09-05
3.2163265513102512,Factory 4_City A_Type C_2023-09-06
7.493016761881928,Factory 4_City C_Type B_2023-09-07
6.966716351527793,Factory 4_City D_Type C_2023-09-08
4.348960857558158,Factory 4_City A_Type A_2023-09-09
6.482298884545569,Factory 4_City D_Type A_2023-09-10
0.3006929768931572,Factory 4_City A_Type C_2023-09-11
1.44587176358237,Factory 4_City B_Type B_2023-09-12
4.933806786233898,Factory 4_City D_Type A_2023-09-13
2.272156240267633,Factory 4_City A_Type C_2023-09-14
1.0344264167715345,Factory 4_City A_Type B_2023-09-15
1.0639608634730031,Factory 4_City E_Type A_2023-09-16
5.148402891715371,Factory 4_City E_Type C_2023-09-17
1.8732693126875104,Factory 4_City B_Type B_2023-09-18
7.7860359664289405,Factory 4_City E_Type A_2023-09-19
2.042796468274454,Factory 4_City C_Type C_2023-09-20
5.620915276753112,Factory 4_City D_Type C_2023-09-21
7.461954601172865,Factory 4_City C_Type B_2023-09-22
5.58537635622481,Factory 4_City E_Type A_2023-09-23
3.8608813647490887,Factory 4_City D_Type B_2023-09-24
2.385670956907002,Factory 4_City B_Type C_2023-09-25
4.853852472064024,Factory 4_City A_Type C_2023-09-26
0.8582495885259771,Factory 4_City B_Type A_2023-09-27
3.587762734607278,Factory 4_City C_Type C_2023-09-28
5.256855787869681,Factory 4_City A_Type B_2023-09-29
0.1854086695760939,Factory 4_City E_Type A_2023-09-30
4.386512970605268,Factory 4_City A_Type A_2023-10-01
0.6287740884612996,Factory 4_City E_Type A_2023-10-02
6.838150153761666,Factory 4_City A_Type C_2023-10-03
1.391235294494198,Factory 4_City E_Type B_2023-10-04
5.670635549681803,Factory 4_City E_Type B_2023-10-05
6.872489683347154,Factory 4_City A_Type B_2023-10-06
6.4207909541892905,Factory 4_City D_Type C_2023-10-07
7.416236192372891,Factory 4_City C_Type A_2023-10-08
4.519687072423841,Factory 4_City C_Type C_2023-10-09
5.618734634341086,Factory 4_City E_Type A_2023-10-10
2.799633389724593,Factory 4_City C_Type A_2023-10-11
4.578596603628811,Factory 4_City A_Type B_2023-10-12
7.972432491147111,Factory 4_City B_Type C_2023-10-13
1.8464900878188697,Factory 4_City C_Type B_2023-10-14
4.397108842292319,Factory 4_City A_Type A_2023-10-15
5.68026692644104,Factory 4_City B_Type C_2023-10-16
4.81473444951333,Factory 4_City C_Type B_2023-10-17
0.6868985723202492,Factory 4_City E_Type B_2023-10-18
4.414112148317114,Factory 4_City A_Type A_2023-10-19
7.627388346612819,Factory 4_City B_Type C_2023-10-20
5.122739451811944,Factory 4_City B_Type B_2023-10-21
2.9357387883558896,Factory 4_City C_Type B_2023-10-22
4.741804397791508,Factory 4_City C_Type A_2023-10-23
5.5168262896236975,Factory 4_City B_Type B_2023-10-24
3.271795153104179,Factory 4_City C_Type B_2023-10-25
3.6527364977297454,Factory 4_City B_Type B_2023-10-26
3.1064491286355054,Factory 4_City D_Type B_2023-10-27
2.6868112196908625,Factory 4_City A_Type C_2023-10-28
4.391618557612242,Factory 4_City E_Type C_2023-10-29
