team_size,key_point
18,Factory 2_City B_Type B_2023-09-28
17,Factory 2_City C_Type B_2023-09-29
15,Factory 2_City B_Type C_2023-09-30
17,Factory 2_City B_Type B_2023-10-01
19,Factory 2_City E_Type A_2023-10-02
17,Factory 2_City D_Type B_2023-10-03
6,Factory 2_City C_Type B_2023-10-04
7,Factory 2_City C_Type B_2023-10-05
15,Factory 2_City C_Type C_2023-10-06
10,Factory 2_City E_Type A_2023-10-07
6,Factory 2_City C_Type A_2023-10-08
15,Factory 2_City A_Type A_2023-10-09
6,Factory 2_City B_Type C_2023-10-10
15,Factory 2_City B_Type B_2023-10-11
17,Factory 2_City E_Type B_2023-10-12
8,Factory 2_City C_Type A_2023-10-13
6,Factory 2_City B_Type A_2023-10-14
10,Factory 2_City D_Type C_2023-10-15
17,Factory 2_City B_Type C_2023-10-16
14,Factory 2_City C_Type B_2023-10-17
15,Factory 2_City B_Type B_2023-10-18
10,Factory 2_City D_Type C_2023-10-19
13,Factory 2_City A_Type B_2023-10-20
6,Factory 2_City D_Type B_2023-10-21
14,Factory 2_City D_Type B_2023-10-22
18,Factory 2_City D_Type A_2023-10-23
9,Factory 2_City B_Type B_2023-10-24
10,Factory 2_City A_Type B_2023-10-25
16,Factory 2_City A_Type A_2023-10-26
18,Factory 2_City D_Type B_2023-10-27
13,Factory 2_City C_Type B_2023-10-28
5,Factory 2_City D_Type C_2023-10-29
10,Factory 2_City D_Type A_2023-10-30
10,Factory 2_City C_Type B_2023-10-31
9,Factory 2_City C_Type B_2023-11-01
14,Factory 2_City C_Type A_2023-11-02
10,Factory 2_City A_Type B_2023-11-03
14,Factory 2_City B_Type C_2023-11-04
7,Factory 2_City A_Type C_2023-11-05
5,Factory 2_City A_Type B_2023-11-06
19,Factory 2_City A_Type A_2023-11-07
6,Factory 2_City E_Type C_2023-11-08
8,Factory 2_City D_Type B_2023-11-09
5,Factory 2_City D_Type B_2023-11-10
16,Factory 2_City B_Type C_2023-11-11
12,Factory 2_City A_Type A_2023-11-12
14,Factory 2_City B_Type C_2023-11-13
15,Factory 2_City E_Type B_2023-11-14
6,Factory 2_City C_Type B_2023-11-15
11,Factory 2_City B_Type C_2023-11-16
5,Factory 2_City C_Type C_2023-11-17
12,Factory 2_City D_Type C_2023-11-18
15,Factory 2_City B_Type B_2023-11-19
17,Factory 2_City A_Type B_2023-11-20
7,Factory 2_City E_Type A_2023-11-21
18,Factory 2_City D_Type C_2023-11-22
7,Factory 2_City D_Type C_2023-11-23
7,Factory 2_City C_Type A_2023-11-24
9,Factory 2_City B_Type A_2023-11-25
14,Factory 2_City E_Type C_2023-11-26
14,Factory 2_City C_Type C_2023-11-27
15,Factory 2_City B_Type B_2023-11-28
8,Factory 2_City B_Type C_2023-11-29
10,Factory 2_City E_Type A_2023-11-30
9,Factory 2_City B_Type B_2023-12-01
10,Factory 2_City C_Type A_2023-12-02
14,Factory 2_City B_Type A_2023-12-03
16,Factory 2_City A_Type B_2023-12-04
14,Factory 2_City D_Type B_2023-12-05
14,Factory 2_City B_Type C_2023-12-06
6,Factory 2_City E_Type C_2023-12-07
12,Factory 2_City C_Type B_2023-12-08
13,Factory 2_City D_Type B_2023-12-09
7,Factory 2_City E_Type A_2023-12-10
19,Factory 2_City D_Type A_2023-12-11
16,Factory 2_City D_Type B_2023-12-12
13,Factory 2_City B_Type A_2023-12-13
8,Factory 2_City D_Type A_2023-12-14
9,Factory 2_City A_Type A_2023-12-15
19,Factory 2_City D_Type B_2023-12-16
5,Factory 2_City A_Type C_2023-12-17
11,Factory 2_City B_Type B_2023-12-18
6,Factory 2_City C_Type B_2023-12-19
12,Factory 2_City E_Type B_2023-12-20
12,Factory 2_City D_Type B_2023-12-21
12,Factory 2_City B_Type B_2023-12-22
9,Factory 2_City E_Type A_2023-12-23
15,Factory 2_City D_Type C_2023-12-24
5,Factory 2_City A_Type B_2023-12-25
8,Factory 2_City C_Type A_2023-12-26
7,Factory 2_City D_Type B_2023-12-27
17,Factory 2_City C_Type C_2023-12-28
9,Factory 2_City E_Type B_2023-12-29
11,Factory 2_City A_Type B_2023-12-30
9,Factory 2_City D_Type A_2023-12-31
7,Factory 3_City E_Type A_2023-01-01
11,Factory 3_City C_Type B_2023-01-02
11,Factory 3_City C_Type B_2023-01-03
14,Factory 3_City E_Type B_2023-01-04
14,Factory 3_City E_Type C_2023-01-05
15,Factory 3_City B_Type B_2023-01-06
15,Factory 3_City D_Type A_2023-01-07
10,Factory 3_City E_Type A_2023-01-08
16,Factory 3_City A_Type C_2023-01-09
10,Factory 3_City E_Type B_2023-01-10
13,Factory 3_City D_Type C_2023-01-11
13,Factory 3_City C_Type B_2023-01-12
6,Factory 3_City A_Type C_2023-01-13
5,Factory 3_City D_Type C_2023-01-14
12,Factory 3_City D_Type A_2023-01-15
13,Factory 3_City E_Type C_2023-01-16
17,Factory 3_City A_Type C_2023-01-17
10,Factory 3_City D_Type A_2023-01-18
6,Factory 3_City B_Type A_2023-01-19
8,Factory 3_City C_Type A_2023-01-20
16,Factory 3_City E_Type A_2023-01-21
14,Factory 3_City E_Type A_2023-01-22
12,Factory 3_City B_Type C_2023-01-23
16,Factory 3_City C_Type C_2023-01-24
8,Factory 3_City E_Type C_2023-01-25
11,Factory 3_City C_Type A_2023-01-26
19,Factory 3_City D_Type A_2023-01-27
10,Factory 3_City E_Type C_2023-01-28
6,Factory 3_City C_Type C_2023-01-29
12,Factory 3_City C_Type A_2023-01-30
6,Factory 3_City C_Type A_2023-01-31
10,Factory 3_City C_Type B_2023-02-01
8,Factory 3_City E_Type B_2023-02-02
7,Factory 3_City D_Type C_2023-02-03
13,Factory 3_City E_Type B_2023-02-04
7,Factory 3_City B_Type B_2023-02-05
17,Factory 3_City D_Type C_2023-02-06
6,Factory 3_City B_Type A_2023-02-07
11,Factory 3_City C_Type C_2023-02-08
7,Factory 3_City E_Type A_2023-02-09
9,Factory 3_City C_Type B_2023-02-10
18,Factory 3_City D_Type C_2023-02-11
11,Factory 3_City E_Type B_2023-02-12
12,Factory 3_City D_Type C_2023-02-13
19,Factory 3_City C_Type C_2023-02-14
10,Factory 3_City D_Type B_2023-02-15
18,Factory 3_City D_Type C_2023-02-16
8,Factory 3_City A_Type B_2023-02-17
18,Factory 3_City B_Type C_2023-02-18
12,Factory 3_City B_Type C_2023-02-19
5,Factory 3_City B_Type A_2023-02-20
16,Factory 3_City E_Type A_2023-02-21
5,Factory 3_City B_Type A_2023-02-22
17,Factory 3_City E_Type B_2023-02-23
9,Factory 3_City B_Type C_2023-02-24
11,Factory 3_City A_Type B_2023-02-25
9,Factory 3_City D_Type C_2023-02-26
10,Factory 3_City E_Type B_2023-02-27
7,Factory 3_City D_Type C_2023-02-28
15,Factory 3_City B_Type C_2023-03-01
10,Factory 3_City E_Type A_2023-03-02
17,Factory 3_City C_Type C_2023-03-03
15,Factory 3_City A_Type A_2023-03-04
7,Factory 3_City C_Type B_2023-03-05
11,Factory 3_City B_Type C_2023-03-06
13,Factory 3_City A_Type C_2023-03-07
5,Factory 3_City B_Type A_2023-03-08
18,Factory 3_City D_Type A_2023-03-09
13,Factory 3_City B_Type A_2023-03-10
16,Factory 3_City B_Type C_2023-03-11
7,Factory 3_City B_Type B_2023-03-12
18,Factory 3_City A_Type A_2023-03-13
9,Factory 3_City B_Type A_2023-03-14
6,Factory 3_City C_Type A_2023-03-15
11,Factory 3_City C_Type C_2023-03-16
6,Factory 3_City A_Type B_2023-03-17
14,Factory 3_City D_Type A_2023-03-18
17,Factory 3_City E_Type A_2023-03-19
18,Factory 3_City C_Type C_2023-03-20
9,Factory 3_City C_Type B_2023-03-21
16,Factory 3_City B_Type C_2023-03-22
6,Factory 3_City E_Type C_2023-03-23
19,Factory 3_City E_Type C_2023-03-24
6,Factory 3_City D_Type A_2023-03-25
15,Factory 3_City C_Type A_2023-03-26
14,Factory 3_City B_Type C_2023-03-27
10,Factory 3_City C_Type A_2023-03-28
12,Factory 3_City C_Type B_2023-03-29
18,Factory 3_City B_Type B_2023-03-30
15,Factory 3_City E_Type C_2023-03-31
18,Factory 3_City D_Type B_2023-04-01
11,Factory 3_City B_Type A_2023-04-02
10,Factory 3_City E_Type C_2023-04-03
18,Factory 3_City B_Type C_2023-04-04
18,Factory 3_City A_Type B_2023-04-05
18,Factory 3_City C_Type A_2023-04-06
5,Factory 3_City E_Type B_2023-04-07
13,Factory 3_City D_Type C_2023-04-08
13,Factory 3_City B_Type B_2023-04-09
5,Factory 3_City C_Type A_2023-04-10
16,Factory 3_City E_Type A_2023-04-11
6,Factory 3_City E_Type B_2023-04-12
8,Factory 3_City C_Type C_2023-04-13
15,Factory 3_City C_Type C_2023-04-14
7,Factory 3_City E_Type A_2023-04-15
10,Factory 3_City D_Type A_2023-04-16
17,Factory 3_City C_Type B_2023-04-17
10,Factory 3_City B_Type A_2023-04-18
19,Factory 3_City C_Type A_2023-04-19
6,Factory 3_City A_Type A_2023-04-20
18,Factory 3_City C_Type A_2023-04-21
19,Factory 3_City E_Type C_2023-04-22
8,Factory 3_City A_Type C_2023-04-23
8,Factory 3_City B_Type C_2023-04-24
7,Factory 3_City C_Type A_2023-04-25
18,Factory 3_City D_Type A_2023-04-26
9,Factory 3_City E_Type B_2023-04-27
10,Factory 3_City E_Type B_2023-04-28
9,Factory 3_City D_Type C_2023-04-29
19,Factory 3_City A_Type A_2023-04-30
11,Factory 3_City E_Type C_2023-05-01
5,Factory 3_City E_Type B_2023-05-02
18,Factory 3_City D_Type B_2023-05-03
16,Factory 3_City C_Type B_2023-05-04
19,Factory 3_City A_Type C_2023-05-05
15,Factory 3_City D_Type A_2023-05-06
18,Factory 3_City D_Type C_2023-05-07
17,Factory 3_City E_Type A_2023-05-08
17,Factory 3_City D_Type B_2023-05-09
12,Factory 3_City C_Type A_2023-05-10
11,Factory 3_City A_Type C_2023-05-11
13,Factory 3_City E_Type A_2023-05-12
18,Factory 3_City B_Type B_2023-05-13
17,Factory 3_City B_Type C_2023-05-14
9,Factory 3_City E_Type A_2023-05-15
7,Factory 3_City E_Type A_2023-05-16
17,Factory 3_City C_Type B_2023-05-17
5,Factory 3_City D_Type B_2023-05-18
5,Factory 3_City B_Type B_2023-05-19
11,Factory 3_City A_Type C_2023-05-20
6,Factory 3_City D_Type A_2023-05-21
13,Factory 3_City A_Type C_2023-05-22
10,Factory 3_City A_Type B_2023-05-23
12,Factory 3_City B_Type B_2023-05-24
12,Factory 3_City E_Type A_2023-05-25
18,Factory 3_City A_Type A_2023-05-26
17,Factory 3_City E_Type C_2023-05-27
17,Factory 3_City E_Type A_2023-05-28
9,Factory 3_City A_Type A_2023-05-29
9,Factory 3_City D_Type B_2023-05-30
6,Factory 3_City A_Type C_2023-05-31
10,Factory 3_City D_Type B_2023-06-01
16,Factory 3_City E_Type C_2023-06-02
15,Factory 3_City E_Type A_2023-06-03
16,Factory 3_City D_Type C_2023-06-04
5,Factory 3_City A_Type C_2023-06-05
5,Factory 3_City D_Type A_2023-06-06
7,Factory 3_City D_Type A_2023-06-07
6,Factory 3_City C_Type C_2023-06-08
16,Factory 3_City B_Type A_2023-06-09
17,Factory 3_City B_Type A_2023-06-10
8,Factory 3_City E_Type C_2023-06-11
18,Factory 3_City A_Type B_2023-06-12
12,Factory 3_City B_Type B_2023-06-13
9,Factory 3_City E_Type B_2023-06-14
5,Factory 3_City C_Type C_2023-06-15
12,Factory 3_City A_Type A_2023-06-16
17,Factory 3_City C_Type C_2023-06-17
5,Factory 3_City A_Type A_2023-06-18
17,Factory 3_City D_Type C_2023-06-19
11,Factory 3_City E_Type C_2023-06-20
5,Factory 3_City A_Type C_2023-06-21
13,Factory 3_City E_Type B_2023-06-22
5,Factory 3_City B_Type A_2023-06-23
7,Factory 3_City D_Type C_2023-06-24
8,Factory 3_City E_Type C_2023-06-25
8,Factory 3_City B_Type A_2023-06-26
7,Factory 3_City D_Type B_2023-06-27
9,Factory 3_City A_Type A_2023-06-28
12,Factory 3_City E_Type C_2023-06-29
11,Factory 3_City D_Type B_2023-06-30
16,Factory 3_City A_Type B_2023-07-01
10,Factory 3_City C_Type C_2023-07-02
7,Factory 3_City D_Type A_2023-07-03
5,Factory 3_City E_Type A_2023-07-04
6,Factory 3_City A_Type B_2023-07-05
17,Factory 3_City C_Type A_2023-07-06
11,Factory 3_City A_Type A_2023-07-07
12,Factory 3_City E_Type C_2023-07-08
9,Factory 3_City E_Type C_2023-07-09
18,Factory 3_City E_Type B_2023-07-10
9,Factory 3_City D_Type A_2023-07-11
7,Factory 3_City A_Type A_2023-07-12
13,Factory 3_City E_Type B_2023-07-13
15,Factory 3_City B_Type A_2023-07-14
6,Factory 3_City B_Type B_2023-07-15
7,Factory 3_City B_Type A_2023-07-16
7,Factory 3_City B_Type A_2023-07-17
17,Factory 3_City E_Type A_2023-07-18
10,Factory 3_City B_Type A_2023-07-19
13,Factory 3_City C_Type C_2023-07-20
7,Factory 3_City C_Type A_2023-07-21
15,Factory 3_City C_Type C_2023-07-22
19,Factory 3_City A_Type C_2023-07-23
16,Factory 3_City D_Type A_2023-07-24
13,Factory 3_City B_Type C_2023-07-25
16,Factory 3_City E_Type B_2023-07-26
7,Factory 3_City C_Type B_2023-07-27
16,Factory 3_City B_Type A_2023-07-28
12,Factory 3_City D_Type B_2023-07-29
19,Factory 3_City C_Type C_2023-07-30
8,Factory 3_City D_Type C_2023-07-31
15,Factory 3_City A_Type A_2023-08-01
17,Factory 3_City E_Type B_2023-08-02
14,Factory 3_City A_Type C_2023-08-03
18,Factory 3_City B_Type A_2023-08-04
16,Factory 3_City C_Type B_2023-08-05
17,Factory 3_City B_Type B_2023-08-06
6,Factory 3_City B_Type A_2023-08-07
19,Factory 3_City C_Type A_2023-08-08
5,Factory 3_City B_Type A_2023-08-09
8,Factory 3_City B_Type C_2023-08-10
10,Factory 3_City D_Type B_2023-08-11
8,Factory 3_City B_Type A_2023-08-12
7,Factory 3_City D_Type C_2023-08-13
17,Factory 3_City E_Type C_2023-08-14
19,Factory 3_City C_Type C_2023-08-15
16,Factory 3_City D_Type C_2023-08-16
7,Factory 3_City E_Type B_2023-08-17
13,Factory 3_City D_Type A_2023-08-18
12,Factory 3_City B_Type C_2023-08-19
7,Factory 3_City E_Type B_2023-08-20
11,Factory 3_City B_Type C_2023-08-21
11,Factory 3_City E_Type A_2023-08-22
11,Factory 3_City A_Type A_2023-08-23
16,Factory 3_City D_Type C_2023-08-24
19,Factory 3_City E_Type B_2023-08-25
9,Factory 3_City A_Type C_2023-08-26
16,Factory 3_City A_Type A_2023-08-27
18,Factory 3_City B_Type C_2023-08-28
5,Factory 3_City B_Type B_2023-08-29
16,Factory 3_City E_Type B_2023-08-30
13,Factory 3_City B_Type B_2023-08-31
17,Factory 3_City B_Type B_2023-09-01
10,Factory 3_City A_Type A_2023-09-02
18,Factory 3_City B_Type A_2023-09-03
5,Factory 3_City B_Type C_2023-09-04
15,Factory 3_City C_Type A_2023-09-05
14,Factory 3_City B_Type C_2023-09-06
13,Factory 3_City B_Type B_2023-09-07
7,Factory 3_City C_Type B_2023-09-08
12,Factory 3_City C_Type A_2023-09-09
6,Factory 3_City E_Type A_2023-09-10
8,Factory 3_City E_Type B_2023-09-11
18,Factory 3_City C_Type A_2023-09-12
14,Factory 3_City D_Type B_2023-09-13
19,Factory 3_City E_Type C_2023-09-14
18,Factory 3_City B_Type A_2023-09-15
15,Factory 3_City E_Type B_2023-09-16
5,Factory 3_City E_Type A_2023-09-17
19,Factory 3_City A_Type A_2023-09-18
8,Factory 3_City E_Type C_2023-09-19
14,Factory 3_City C_Type C_2023-09-20
9,Factory 3_City C_Type B_2023-09-21
18,Factory 3_City D_Type C_2023-09-22
18,Factory 3_City A_Type C_2023-09-23
18,Factory 3_City B_Type C_2023-09-24
14,Factory 3_City B_Type B_2023-09-25
10,Factory 3_City B_Type B_2023-09-26
16,Factory 3_City E_Type C_2023-09-27
11,Factory 3_City D_Type C_2023-09-28
8,Factory 3_City C_Type C_2023-09-29
15,Factory 3_City E_Type B_2023-09-30
6,Factory 3_City C_Type A_2023-10-01
7,Factory 3_City E_Type B_2023-10-02
8,Factory 3_City E_Type B_2023-10-03
10,Factory 3_City C_Type C_2023-10-04
10,Factory 3_City D_Type B_2023-10-05
19,Factory 3_City D_Type C_2023-10-06
19,Factory 3_City C_Type B_2023-10-07
11,Factory 3_City A_Type B_2023-10-08
18,Factory 3_City E_Type B_2023-10-09
7,Factory 3_City E_Type B_2023-10-10
8,Factory 3_City B_Type C_2023-10-11
12,Factory 3_City E_Type B_2023-10-12
8,Factory 3_City A_Type C_2023-10-13
16,Factory 3_City D_Type B_2023-10-14
8,Factory 3_City C_Type B_2023-10-15
5,Factory 3_City A_Type C_2023-10-16
11,Factory 3_City E_Type A_2023-10-17
11,Factory 3_City D_Type B_2023-10-18
15,Factory 3_City E_Type A_2023-10-19
12,Factory 3_City E_Type A_2023-10-20
12,Factory 3_City B_Type C_2023-10-21
15,Factory 3_City C_Type A_2023-10-22
9,Factory 3_City B_Type B_2023-10-23
19,Factory 3_City E_Type A_2023-10-24
14,Factory 3_City B_Type A_2023-10-25
10,Factory 3_City B_Type A_2023-10-26
9,Factory 3_City A_Type B_2023-10-27
19,Factory 3_City C_Type A_2023-10-28
14,Factory 3_City C_Type A_2023-10-29
11,Factory 3_City C_Type B_2023-10-30
11,Factory 3_City C_Type C_2023-10-31
16,Factory 3_City A_Type A_2023-11-01
16,Factory 3_City D_Type B_2023-11-02
16,Factory 3_City C_Type C_2023-11-03
18,Factory 3_City E_Type C_2023-11-04
17,Factory 3_City E_Type C_2023-11-05
9,Factory 3_City B_Type C_2023-11-06
13,Factory 3_City D_Type C_2023-11-07
15,Factory 3_City C_Type C_2023-11-08
19,Factory 3_City A_Type A_2023-11-09
13,Factory 3_City E_Type C_2023-11-10
6,Factory 3_City B_Type B_2023-11-11
8,Factory 3_City D_Type B_2023-11-12
18,Factory 3_City D_Type A_2023-11-13
12,Factory 3_City C_Type A_2023-11-14
13,Factory 3_City D_Type A_2023-11-15
5,Factory 3_City E_Type B_2023-11-16
12,Factory 3_City A_Type A_2023-11-17
5,Factory 3_City B_Type A_2023-11-18
10,Factory 3_City B_Type C_2023-11-19
15,Factory 3_City E_Type B_2023-11-20
6,Factory 3_City C_Type B_2023-11-21
19,Factory 3_City C_Type A_2023-11-22
6,Factory 3_City D_Type A_2023-11-23
10,Factory 3_City D_Type C_2023-11-24
10,Factory 3_City D_Type A_2023-11-25
5,Factory 3_City A_Type C_2023-11-26
12,Factory 3_City D_Type C_2023-11-27
5,Factory 3_City C_Type A_2023-11-28
13,Factory 3_City E_Type C_2023-11-29
9,Factory 3_City B_Type C_2023-11-30
9,Factory 3_City A_Type A_2023-12-01
15,Factory 3_City B_Type C_2023-12-02
19,Factory 3_City D_Type C_2023-12-03
11,Factory 3_City E_Type A_2023-12-04
15,Factory 3_City E_Type C_2023-12-05
16,Factory 3_City E_Type A_2023-12-06
9,Factory 3_City B_Type A_2023-12-07
10,Factory 3_City A_Type A_2023-12-08
8,Factory 3_City B_Type B_2023-12-09
13,Factory 3_City B_Type A_2023-12-10
6,Factory 3_City B_Type C_2023-12-11
8,Factory 3_City D_Type B_2023-12-12
16,Factory 3_City A_Type A_2023-12-13
17,Factory 3_City D_Type C_2023-12-14
10,Factory 3_City B_Type B_2023-12-15
15,Factory 3_City B_Type A_2023-12-16
10,Factory 3_City D_Type A_2023-12-17
9,Factory 3_City A_Type B_2023-12-18
14,Factory 3_City E_Type C_2023-12-19
14,Factory 3_City B_Type A_2023-12-20
10,Factory 3_City E_Type C_2023-12-21
15,Factory 3_City B_Type B_2023-12-22
17,Factory 3_City E_Type B_2023-12-23
9,Factory 3_City A_Type C_2023-12-24
8,Factory 3_City C_Type C_2023-12-25
14,Factory 3_City E_Type A_2023-12-26
8,Factory 3_City D_Type A_2023-12-27
17,Factory 3_City E_Type C_2023-12-28
17,Factory 3_City B_Type B_2023-12-29
18,Factory 3_City C_Type C_2023-12-30
10,Factory 3_City B_Type C_2023-12-31
7,Factory 4_City A_Type C_2023-01-01
5,Factory 4_City B_Type A_2023-01-02
16,Factory 4_City A_Type C_2023-01-03
14,Factory 4_City D_Type A_2023-01-04
17,Factory 4_City B_Type C_2023-01-05
13,Factory 4_City A_Type A_2023-01-06
7,Factory 4_City E_Type C_2023-01-07
9,Factory 4_City A_Type C_2023-01-08
15,Factory 4_City A_Type C_2023-01-09
13,Factory 4_City A_Type C_2023-01-10
9,Factory 4_City E_Type A_2023-01-11
6,Factory 4_City A_Type C_2023-01-12
16,Factory 4_City A_Type C_2023-01-13
5,Factory 4_City C_Type B_2023-01-14
6,Factory 4_City B_Type A_2023-01-15
17,Factory 4_City E_Type C_2023-01-16
9,Factory 4_City E_Type B_2023-01-17
5,Factory 4_City D_Type C_2023-01-18
6,Factory 4_City A_Type B_2023-01-19
11,Factory 4_City A_Type B_2023-01-20
7,Factory 4_City C_Type B_2023-01-21
19,Factory 4_City D_Type A_2023-01-22
14,Factory 4_City A_Type B_2023-01-23
17,Factory 4_City B_Type C_2023-01-24
8,Factory 4_City E_Type B_2023-01-25
14,Factory 4_City B_Type C_2023-01-26
6,Factory 4_City D_Type C_2023-01-27
10,Factory 4_City E_Type A_2023-01-28
9,Factory 4_City B_Type C_2023-01-29
19,Factory 4_City C_Type C_2023-01-30
18,Factory 4_City B_Type C_2023-01-31
6,Factory 4_City D_Type A_2023-02-01
13,Factory 4_City B_Type B_2023-02-02
5,Factory 4_City A_Type B_2023-02-03
10,Factory 4_City E_Type A_2023-02-04
19,Factory 4_City D_Type B_2023-02-05
10,Factory 4_City D_Type C_2023-02-06
5,Factory 4_City A_Type B_2023-02-07
15,Factory 4_City A_Type C_2023-02-08
7,Factory 4_City C_Type C_2023-02-09
16,Factory 4_City B_Type B_2023-02-10
9,Factory 4_City B_Type B_2023-02-11
12,Factory 4_City D_Type C_2023-02-12
11,Factory 4_City E_Type A_2023-02-13
9,Factory 4_City A_Type C_2023-02-14
6,Factory 4_City C_Type A_2023-02-15
18,Factory 4_City D_Type B_2023-02-16
16,Factory 4_City E_Type A_2023-02-17
18,Factory 4_City A_Type A_2023-02-18
14,Factory 4_City B_Type C_2023-02-19
12,Factory 4_City A_Type A_2023-02-20
5,Factory 4_City D_Type B_2023-02-21
16,Factory 4_City E_Type C_2023-02-22
16,Factory 4_City D_Type A_2023-02-23
16,Factory 4_City A_Type C_2023-02-24
17,Factory 4_City A_Type A_2023-02-25
13,Factory 4_City E_Type A_2023-02-26
19,Factory 4_City B_Type A_2023-02-27
19,Factory 4_City C_Type B_2023-02-28
7,Factory 4_City D_Type A_2023-03-01
13,Factory 4_City A_Type A_2023-03-02
10,Factory 4_City D_Type B_2023-03-03
7,Factory 4_City E_Type A_2023-03-04
16,Factory 4_City D_Type B_2023-03-05
12,Factory 4_City D_Type C_2023-03-06
19,Factory 4_City A_Type A_2023-03-07
17,Factory 4_City D_Type C_2023-03-08
9,Factory 4_City C_Type C_2023-03-09
7,Factory 4_City B_Type C_2023-03-10
11,Factory 4_City E_Type B_2023-03-11
14,Factory 4_City A_Type B_2023-03-12
14,Factory 4_City C_Type C_2023-03-13
6,Factory 4_City E_Type B_2023-03-14
5,Factory 4_City C_Type B_2023-03-15
9,Factory 4_City B_Type A_2023-03-16
13,Factory 4_City D_Type C_2023-03-17
15,Factory 4_City D_Type C_2023-03-18
13,Factory 4_City B_Type B_2023-03-19
10,Factory 4_City B_Type A_2023-03-20
6,Factory 4_City A_Type B_2023-03-21
13,Factory 4_City D_Type C_2023-03-22
14,Factory 4_City D_Type B_2023-03-23
11,Factory 4_City E_Type C_2023-03-24
5,Factory 4_City C_Type B_2023-03-25
12,Factory 4_City E_Type A_2023-03-26
7,Factory 4_City B_Type A_2023-03-27
5,Factory 4_City D_Type B_2023-03-28
19,Factory 4_City A_Type A_2023-03-29
16,Factory 4_City E_Type A_2023-03-30
15,Factory 4_City C_Type B_2023-03-31
15,Factory 4_City D_Type A_2023-04-01
6,Factory 4_City E_Type A_2023-04-02
16,Factory 4_City A_Type A_2023-04-03
5,Factory 4_City C_Type A_2023-04-04
17,Factory 4_City E_Type C_2023-04-05
15,Factory 4_City A_Type A_2023-04-06
15,Factory 4_City E_Type C_2023-04-07
19,Factory 4_City D_Type A_2023-04-08
9,Factory 4_City C_Type C_2023-04-09
5,Factory 4_City D_Type C_2023-04-10
12,Factory 4_City E_Type A_2023-04-11
8,Factory 4_City A_Type B_2023-04-12
9,Factory 4_City C_Type B_2023-04-13
12,Factory 4_City B_Type A_2023-04-14
5,Factory 4_City C_Type C_2023-04-15
18,Factory 4_City C_Type B_2023-04-16
7,Factory 4_City D_Type C_2023-04-17
18,Factory 4_City A_Type C_2023-04-18
15,Factory 4_City B_Type A_2023-04-19
12,Factory 4_City B_Type A_2023-04-20
16,Factory 4_City E_Type A_2023-04-21
15,Factory 4_City C_Type C_2023-04-22
17,Factory 4_City B_Type C_2023-04-23
5,Factory 4_City C_Type B_2023-04-24
10,Factory 4_City A_Type C_2023-04-25
5,Factory 4_City C_Type C_2023-04-26
10,Factory 4_City E_Type A_2023-04-27
13,Factory 4_City C_Type A_2023-04-28
10,Factory 4_City A_Type C_2023-04-29
11,Factory 4_City E_Type A_2023-04-30
16,Factory 4_City A_Type A_2023-05-01
9,Factory 4_City D_Type C_2023-05-02
6,Factory 4_City C_Type B_2023-05-03
12,Factory 4_City A_Type C_2023-05-04
19,Factory 4_City D_Type B_2023-05-05
6,Factory 4_City E_Type B_2023-05-06
9,Factory 4_City D_Type C_2023-05-07
6,Factory 4_City C_Type C_2023-05-08
11,Factory 4_City C_Type A_2023-05-09
14,Factory 4_City E_Type A_2023-05-10
6,Factory 4_City D_Type A_2023-05-11
13,Factory 4_City B_Type B_2023-05-12
18,Factory 4_City B_Type A_2023-05-13
17,Factory 4_City C_Type B_2023-05-14
19,Factory 4_City C_Type A_2023-05-15
14,Factory 4_City D_Type C_2023-05-16
10,Factory 4_City A_Type C_2023-05-17
11,Factory 4_City D_Type A_2023-05-18
15,Factory 4_City B_Type C_2023-05-19
15,Factory 4_City A_Type A_2023-05-20
16,Factory 4_City A_Type B_2023-05-21
11,Factory 4_City C_Type C_2023-05-22
18,Factory 4_City A_Type A_2023-05-23
16,Factory 4_City B_Type B_2023-05-24
11,Factory 4_City C_Type C_2023-05-25
10,Factory 4_City C_Type A_2023-05-26
16,Factory 4_City A_Type B_2023-05-27
9,Factory 4_City B_Type B_2023-05-28
8,Factory 4_City B_Type A_2023-05-29
16,Factory 4_City D_Type A_2023-05-30
18,Factory 4_City A_Type C_2023-05-31
7,Factory 4_City B_Type A_2023-06-01
17,Factory 4_City D_Type A_2023-06-02
15,Factory 4_City E_Type A_2023-06-03
6,Factory 4_City C_Type B_2023-06-04
12,Factory 4_City D_Type A_2023-06-05
5,Factory 4_City D_Type B_2023-06-06
8,Factory 4_City B_Type B_2023-06-07
16,Factory 4_City C_Type B_2023-06-08
17,Factory 4_City B_Type A_2023-06-09
10,Factory 4_City E_Type B_2023-06-10
14,Factory 4_City A_Type C_2023-06-11
6,Factory 4_City B_Type B_2023-06-12
16,Factory 4_City B_Type C_2023-06-13
12,Factory 4_City A_Type B_2023-06-14
9,Factory 4_City B_Type A_2023-06-15
15,Factory 4_City A_Type C_2023-06-16
13,Factory 4_City A_Type A_2023-06-17
12,Factory 4_City B_Type B_2023-06-18
11,Factory 4_City B_Type B_2023-06-19
16,Factory 4_City A_Type A_2023-06-20
11,Factory 4_City D_Type C_2023-06-21
13,Factory 4_City B_Type C_2023-06-22
14,Factory 4_City A_Type B_2023-06-23
5,Factory 4_City C_Type A_2023-06-24
13,Factory 4_City B_Type C_2023-06-25
