month,year,Factory,Location,Machine Utilization (%),Operator Experience (years),Market Demand Index,Breakdowns (count),Absenteeism Rate (%),Raw Material Quality,Revenue ($),Batch Quality (Pass %),Cost of Downtime ($),Factory,Production Volume (units)
1,2020,1,1,73,5.22,150,4.21,2.74,1,491020.89,87.47,30691.11,1,613.82
1,2020,1,1,73,4.7,150,4.44,3.18,1,496221.01,87.5,31016.11,1,620.32
1,2020,1,1,87,5.65,110,2.64,2.69,0,440677.7,91.67,0.0,1,734.55
1,2020,1,1,73,3.95,150,3.87,2.05,1,532575.8,88.25,33288.61,1,665.77
1,2020,1,1,87,3.82,110,2.24,1.89,0,483059.75,92.71,0.0,1,805.2
1,2020,1,1,87,4.7,110,2.56,2.52,0,459754.52,92.11,0.0,1,766.35
1,2020,1,1,87,5.95,110,2.52,2.44,0,438157.67,91.64,0.0,1,730.35
1,2020,1,1,82,5.78,70,3.62,4.16,0,342601.25,92.49,0.0,1,685.3
1,2020,1,1,73,5.03,150,4.51,3.34,1,486222.18,87.31,30391.11,1,607.82
1,2020,1,1,73,4.6,150,4.84,4.0,1,485903.11,87.22,30371.11,1,607.42
1,2020,1,1,82,6.15,70,2.57,2.07,0,357845.0,93.17,0.0,1,715.8
1,2020,1,1,87,5.12,110,3.44,4.29,0,430841.78,91.23,0.0,1,718.15
1,2020,1,1,82,6.02,70,3.14,3.21,0,348298.69,92.77,0.0,1,696.7
1,2020,1,1,87,3.65,110,3.77,4.95,0,449500.21,91.56,0.0,1,749.25
1,2020,1,1,87,3.9,110,2.66,2.72,0,471693.04,92.35,0.0,1,786.25
1,2020,1,1,87,5.58,110,2.39,2.17,0,448175.7,91.9,0.0,1,747.05
1,2020,1,1,82,4.92,70,2.99,2.91,0,367794.42,93.33,0.0,1,735.7
1,2020,1,1,82,5.08,70,3.65,4.22,0,352424.52,92.74,0.0,1,704.95
1,2020,1,1,82,4.3,70,2.82,2.55,0,380741.23,93.72,0.0,1,761.6
1,2020,1,1,73,5.15,150,3.99,2.3,1,499779.43,87.67,31238.61,1,624.77
1,2020,1,1,87,5.22,110,2.67,2.74,0,447726.72,91.82,0.0,1,746.3
1,2020,1,1,82,4.7,70,3.13,3.18,0,368494.73,93.31,0.0,1,737.1
1,2020,1,1,73,5.65,150,4.19,2.69,1,481621.72,87.32,30103.61,1,602.07
1,2020,1,1,82,3.95,70,2.56,2.05,0,391063.24,94.06,0.0,1,782.25
1,2020,1,1,87,3.82,110,2.24,1.89,0,483059.75,92.71,0.0,1,805.2
1,2020,1,1,82,4.7,70,2.8,2.52,0,375067.32,93.57,0.0,1,750.25
1,2020,1,1,87,5.95,110,2.52,2.44,0,438217.66,91.64,0.0,1,730.45
1,2020,1,1,82,5.78,70,3.62,4.16,0,342601.25,92.49,0.0,1,685.3
1,2020,1,1,87,5.03,110,2.97,3.34,0,444068.28,91.65,0.0,1,740.2
1,2020,1,1,82,4.6,70,3.54,4.0,0,361847.36,93.02,0.0,1,723.8
1,2020,1,1,82,6.15,70,2.57,2.07,0,357845.0,93.17,0.0,1,715.8
1,2020,1,1,87,5.12,110,3.44,4.29,0,430901.77,91.24,0.0,1,718.25
1,2020,1,1,82,6.02,70,3.14,3.21,0,348348.68,92.77,0.0,1,696.8
1,2020,1,1,73,3.65,150,5.32,4.95,1,493303.77,87.21,30833.61,1,616.67
1,2020,1,1,82,3.9,70,2.9,2.72,0,385015.66,93.81,0.0,1,770.15
1,2020,1,1,73,5.58,150,3.93,2.17,1,491620.05,87.55,30728.61,1,614.57
1,2020,1,1,87,4.92,110,2.75,2.91,0,450906.55,91.86,0.0,1,751.6
1,2020,1,1,73,5.08,150,4.96,4.22,1,470824.79,86.93,29428.61,1,588.57
1,2020,1,1,82,4.3,70,2.82,2.55,0,380691.24,93.72,0.0,1,761.5
1,2020,1,1,82,5.15,70,2.69,2.3,0,370567.84,93.48,0.0,1,741.25
1,2020,1,1,87,5.22,110,2.67,2.74,0,447726.72,91.82,0.0,1,746.3
1,2020,1,1,82,4.7,70,3.13,3.18,0,368494.73,93.31,0.0,1,737.1
1,2020,1,1,73,5.65,150,4.19,2.69,1,481621.72,87.32,30103.61,1,602.07
1,2020,1,1,87,3.95,110,2.32,2.05,0,478650.74,92.59,0.0,1,797.85
1,2020,1,1,87,3.82,110,2.24,1.89,0,482999.75,92.71,0.0,1,805.1
1,2020,1,1,73,4.7,150,4.11,2.52,1,507059.04,87.76,31693.61,1,633.87
1,2020,1,1,82,5.95,70,2.76,2.44,0,357070.76,93.1,0.0,1,714.25
1,2020,1,1,82,5.78,70,3.62,4.16,0,342351.32,92.46,0.0,1,684.8
1,2020,1,1,82,5.03,70,3.21,3.34,0,362046.24,93.12,0.0,1,724.2
1,2020,1,1,87,4.6,110,3.3,4.0,0,443889.41,91.56,0.0,1,739.9
1,2020,1,1,73,6.15,150,3.88,2.07,1,479421.09,87.36,29966.11,1,599.32
1,2020,1,1,82,5.12,70,3.68,4.29,0,350974.89,92.7,0.0,1,702.05
1,2020,1,1,82,6.02,70,3.14,3.21,0,348298.69,92.77,0.0,1,696.7
1,2020,1,1,73,3.65,150,5.32,4.95,1,493383.76,87.21,30838.61,1,616.77
1,2020,1,1,82,3.9,70,2.9,2.72,0,385065.65,93.81,0.0,1,770.25
1,2020,1,1,73,5.58,150,3.93,2.17,1,491620.05,87.55,30728.61,1,614.57
1,2020,1,1,82,4.92,70,2.99,2.91,0,367794.42,93.33,0.0,1,735.7
1,2020,1,1,87,5.08,110,3.41,4.22,0,432581.42,91.28,0.0,1,721.05
1,2020,1,1,82,4.3,70,2.82,2.55,0,380741.23,93.72,0.0,1,761.6
1,2020,1,1,87,5.15,110,2.45,2.3,0,454294.97,92.02,0.0,1,757.25
1,2020,1,1,73,5.22,150,4.21,2.74,1,491020.89,87.47,30691.11,1,613.82
1,2020,1,1,73,4.7,150,4.44,3.18,1,496461.0,87.5,31031.11,1,620.62
1,2020,1,1,87,5.65,110,2.64,2.69,0,440617.71,91.66,0.0,1,734.45
1,2020,1,1,73,3.95,150,3.87,2.05,1,532655.8,88.25,33293.61,1,665.87
1,2020,1,1,87,3.82,110,2.24,1.89,0,483059.75,92.71,0.0,1,805.2
1,2020,1,1,87,4.7,110,2.56,2.52,0,459754.52,92.11,0.0,1,766.35
1,2020,1,1,73,5.95,150,4.07,2.44,1,478341.7,87.3,29898.61,1,597.97
1,2020,1,1,87,5.78,110,3.38,4.16,0,420493.04,91.02,0.0,1,700.9
1,2020,1,1,73,5.03,150,4.51,3.34,1,486222.18,87.31,30391.11,1,607.82
1,2020,1,1,82,4.6,70,3.54,4.0,0,361797.38,93.02,0.0,1,723.7
1,2020,1,1,82,6.15,70,2.57,2.07,0,357645.04,93.17,0.0,1,715.4
1,2020,1,1,87,5.12,110,3.44,4.29,0,430901.77,91.24,0.0,1,718.25
1,2020,1,1,82,6.02,70,3.14,3.21,0,348298.69,92.77,0.0,1,696.7
1,2020,1,1,87,3.65,110,3.77,4.95,0,449440.22,91.56,0.0,1,749.15
2,2020,1,1,82,3.9,70,2.9,2.72,0,385065.65,93.81,0.0,1,770.25
2,2020,1,1,87,5.58,110,2.39,2.17,0,448175.7,91.9,0.0,1,747.05
2,2020,1,1,73,4.92,150,4.3,2.91,1,495340.72,87.52,30961.11,1,619.22
2,2020,1,1,82,5.08,70,3.65,4.22,0,352224.56,92.74,0.0,1,704.55
2,2020,1,1,82,4.3,70,2.82,2.55,0,380741.23,93.72,0.0,1,761.6
2,2020,1,1,87,5.15,110,2.45,2.3,0,454354.96,92.02,0.0,1,757.35
2,2020,1,1,73,5.22,150,4.21,2.74,1,491020.89,87.47,30691.11,1,613.82
2,2020,1,1,82,4.7,70,3.13,3.18,0,368494.73,93.31,0.0,1,737.1
2,2020,1,1,73,5.65,150,4.19,2.69,1,481621.72,87.32,30103.61,1,602.07
2,2020,1,1,73,3.95,150,3.87,2.05,1,532335.83,88.25,33273.61,1,665.47
2,2020,1,1,82,3.82,70,2.48,1.89,0,394487.26,94.18,0.0,1,789.1
2,2020,1,1,73,4.7,150,4.11,2.52,1,506979.05,87.76,31688.61,1,633.77
2,2020,1,1,87,5.95,110,2.52,2.44,0,438217.66,91.64,0.0,1,730.45
2,2020,1,1,87,5.78,110,3.38,4.16,0,420673.02,91.02,0.0,1,701.2
2,2020,1,1,82,5.03,70,3.21,3.34,0,362046.24,93.12,0.0,1,724.2
2,2020,1,1,73,4.6,150,4.84,4.0,1,485903.11,87.22,30371.11,1,607.42
2,2020,1,1,87,6.15,110,2.33,2.07,0,438846.98,91.69,0.0,1,731.5
2,2020,1,1,82,5.12,70,3.68,4.29,0,351024.89,92.7,0.0,1,702.15
2,2020,1,1,73,6.02,150,4.45,3.21,1,464304.04,86.96,29021.11,1,580.42
2,2020,1,1,73,3.65,150,5.32,4.95,1,493303.77,87.21,30833.61,1,616.67
2,2020,1,1,73,3.9,150,4.21,2.72,1,523057.76,88.0,32693.61,1,653.87
2,2020,1,1,73,5.58,150,3.93,2.17,1,491620.05,87.55,30728.61,1,614.57
2,2020,1,1,73,4.92,150,4.3,2.91,1,495420.72,87.52,30966.11,1,619.32
2,2020,1,1,82,5.08,70,3.65,4.22,0,352424.52,92.74,0.0,1,704.95
2,2020,1,1,87,4.3,110,2.58,2.55,0,466563.53,92.26,0.0,1,777.7
2,2020,1,1,82,5.15,70,2.69,2.3,0,370317.9,93.47,0.0,1,740.75
2,2020,1,1,87,5.22,110,2.67,2.74,0,447726.72,91.82,0.0,1,746.3
2,2020,1,1,73,4.7,150,4.44,3.18,1,496460.99,87.5,31031.11,1,620.62
2,2020,1,1,87,5.65,110,2.64,2.69,0,440617.71,91.66,0.0,1,734.45
2,2020,1,1,73,3.95,150,3.87,2.05,1,532655.8,88.25,33293.61,1,665.87
2,2020,1,1,82,3.82,70,2.48,1.89,0,394487.26,94.18,0.0,1,789.1
2,2020,1,1,73,4.7,150,4.11,2.52,1,507059.04,87.76,31693.61,1,633.87
2,2020,1,1,82,5.95,70,2.76,2.44,0,357020.77,93.1,0.0,1,714.15
2,2020,1,1,87,5.78,110,3.38,4.16,0,420792.99,91.03,0.0,1,701.4
2,2020,1,1,73,5.03,150,4.51,3.34,1,486222.18,87.31,30391.11,1,607.82
2,2020,1,1,73,4.6,150,4.84,4.0,1,485903.11,87.22,30371.11,1,607.42
2,2020,1,1,73,6.15,150,3.88,2.07,1,479501.08,87.37,29971.11,1,599.42
2,2020,1,1,87,5.12,110,3.44,4.29,0,430901.77,91.24,0.0,1,718.25
2,2020,1,1,73,6.02,150,4.45,3.21,1,464224.04,86.96,29016.11,1,580.32
2,2020,1,1,73,3.65,150,5.32,4.95,1,493383.76,87.21,30838.61,1,616.77
2,2020,1,1,82,3.9,70,2.9,2.72,0,385065.65,93.81,0.0,1,770.25
2,2020,1,1,73,5.58,150,3.93,2.17,1,491620.05,87.55,30728.61,1,614.57
2,2020,1,1,87,4.92,110,2.75,2.91,0,450966.53,91.86,0.0,1,751.7
2,2020,1,1,73,5.08,150,4.96,4.22,1,470744.8,86.93,29423.61,1,588.47
2,2020,1,1,73,4.3,150,4.12,2.55,1,515978.22,87.9,32251.11,1,645.02
2,2020,1,1,87,5.15,110,2.45,2.3,0,454055.0,92.02,0.0,1,756.85
2,2020,1,1,73,5.22,150,4.21,2.74,1,491020.89,87.47,30691.11,1,613.82
2,2020,1,1,82,4.7,70,3.13,3.18,0,368494.73,93.31,0.0,1,737.1
2,2020,1,1,87,5.65,110,2.64,2.69,0,440437.73,91.66,0.0,1,734.15
2,2020,1,1,73,3.95,150,3.87,2.05,1,532655.8,88.25,33293.61,1,665.87
2,2020,1,1,73,3.82,150,3.79,1.89,1,538135.0,88.37,33636.11,1,672.72
2,2020,1,1,73,4.7,150,4.11,2.52,1,506979.05,87.76,31688.61,1,633.77
2,2020,1,1,87,5.95,110,2.52,2.44,0,438217.66,91.64,0.0,1,730.45
2,2020,1,1,87,5.78,110,3.38,4.16,0,420792.99,91.03,0.0,1,701.4
2,2020,1,1,82,5.03,70,3.21,3.34,0,361996.26,93.12,0.0,1,724.1
2,2020,1,1,87,4.6,110,3.3,4.0,0,443889.41,91.56,0.0,1,739.9
2,2020,1,1,82,6.15,70,2.57,2.07,0,357845.0,93.17,0.0,1,715.8
2,2020,1,1,82,5.12,70,3.68,4.29,0,351024.89,92.7,0.0,1,702.15
2,2020,1,1,87,6.02,110,2.9,3.21,0,427690.48,91.31,0.0,1,712.9
2,2020,1,1,73,3.65,150,5.32,4.95,1,493303.77,87.21,30833.61,1,616.67
2,2020,1,1,82,3.9,70,2.9,2.72,0,385065.65,93.81,0.0,1,770.25
2,2020,1,1,73,5.58,150,3.93,2.17,1,491620.05,87.55,30728.61,1,614.57
2,2020,1,1,73,4.92,150,4.3,2.91,1,495420.72,87.52,30966.11,1,619.32
2,2020,1,1,82,5.08,70,3.65,4.22,0,352424.52,92.74,0.0,1,704.95
2,2020,1,1,73,4.3,150,4.12,2.55,1,516138.2,87.91,32261.11,1,645.22
2,2020,1,1,73,5.15,150,3.99,2.3,1,499779.43,87.67,31238.61,1,624.77
2,2020,1,1,73,5.22,150,4.21,2.74,1,490940.9,87.47,30686.11,1,613.72
2,2020,1,1,73,4.7,150,4.44,3.18,1,496540.99,87.5,31036.11,1,620.72
2,2020,1,1,87,5.65,110,2.64,2.69,0,440677.7,91.67,0.0,1,734.55
2,2020,1,1,82,3.95,70,2.56,2.05,0,391063.24,94.06,0.0,1,782.25
2,2020,1,1,73,3.82,150,3.79,1.89,1,538135.0,88.37,33636.11,1,672.72
2,2020,1,1,87,4.7,110,2.56,2.52,0,459694.53,92.11,0.0,1,766.25
2,2020,1,1,87,5.95,110,2.52,2.44,0,438217.66,91.64,0.0,1,730.45
2,2020,1,1,73,5.78,150,4.92,4.16,1,454946.12,86.68,28436.11,1,568.72
2,2020,1,1,82,5.03,70,3.21,3.34,0,362046.24,93.12,0.0,1,724.2
2,2020,1,1,87,4.6,110,3.3,4.0,0,443889.41,91.56,0.0,1,739.9
2,2020,1,1,73,6.15,150,3.88,2.07,1,479341.1,87.36,29961.11,1,599.22
2,2020,1,1,87,5.12,110,3.44,4.29,0,430901.77,91.24,0.0,1,718.25
2,2020,1,1,82,6.02,70,3.14,3.21,0,348298.69,92.76,0.0,1,696.7
2,2020,1,1,87,3.65,110,3.77,4.95,0,449500.21,91.56,0.0,1,749.25
2,2020,1,1,82,3.9,70,2.9,2.72,0,384965.68,93.81,0.0,1,770.05
2,2020,1,1,87,5.58,110,2.39,2.17,0,448175.7,91.9,0.0,1,747.05
2,2020,1,1,73,4.92,150,4.3,2.91,1,495340.73,87.52,30961.11,1,619.22
2,2020,1,1,87,5.08,110,3.41,4.22,0,432581.42,91.28,0.0,1,721.05
2,2020,1,1,87,4.3,110,2.58,2.55,0,466503.54,92.26,0.0,1,777.6
2,2020,1,1,87,5.15,110,2.45,2.3,0,454354.96,92.02,0.0,1,757.35
2,2020,1,1,73,5.22,150,4.21,2.74,1,491020.89,87.47,30691.11,1,613.82
3,2020,1,1,82,4.7,70,3.13,3.18,0,368494.73,93.31,0.0,1,737.1
3,2020,1,1,87,5.65,110,2.64,2.69,0,440677.7,91.67,0.0,1,734.55
3,2020,1,1,87,3.95,110,2.32,2.05,0,478890.69,92.6,0.0,1,798.25
3,2020,1,1,73,3.82,150,3.79,1.89,1,537655.07,88.35,33606.11,1,672.12
3,2020,1,1,73,4.7,150,4.11,2.52,1,506979.05,87.76,31688.61,1,633.77
3,2020,1,1,73,5.95,150,4.07,2.44,1,478021.73,87.29,29878.61,1,597.57
3,2020,1,1,73,5.78,150,4.92,4.16,1,455026.11,86.68,28441.11,1,568.82
3,2020,1,1,73,5.03,150,4.51,3.34,1,486222.18,87.31,30391.11,1,607.82
3,2020,1,1,82,4.6,70,3.54,4.0,0,361847.36,93.02,0.0,1,723.8
3,2020,1,1,73,6.15,150,3.88,2.07,1,479501.08,87.37,29971.11,1,599.42
3,2020,1,1,73,5.12,150,4.99,4.29,1,468585.08,86.89,29288.61,1,585.77
3,2020,1,1,73,6.02,150,4.45,3.21,1,464304.04,86.96,29021.11,1,580.42
3,2020,1,1,87,3.65,110,3.77,4.95,0,449440.22,91.56,0.0,1,749.15
3,2020,1,1,73,3.9,150,4.21,2.72,1,523057.76,88.0,32693.61,1,653.87
3,2020,1,1,87,5.58,110,2.39,2.17,0,448115.71,91.9,0.0,1,746.95
3,2020,1,1,82,4.92,70,2.99,2.91,0,367744.43,93.33,0.0,1,735.6
3,2020,1,1,82,5.08,70,3.65,4.22,0,352424.52,92.74,0.0,1,704.95
3,2020,1,1,87,4.3,110,2.58,2.55,0,466563.53,92.26,0.0,1,777.7
3,2020,1,1,82,5.15,70,2.69,2.3,0,370517.85,93.48,0.0,1,741.15
3,2020,1,1,82,5.22,70,2.91,2.74,0,365044.67,93.28,0.0,1,730.2
3,2020,1,1,87,4.7,110,2.89,3.18,0,451806.86,91.84,0.0,1,753.1
3,2020,1,1,87,5.65,110,2.64,2.69,0,440617.71,91.66,0.0,1,734.45
3,2020,1,1,87,3.95,110,2.32,2.05,0,478950.68,92.6,0.0,1,798.35
3,2020,1,1,73,3.82,150,3.79,1.89,1,538135.0,88.37,33636.11,1,672.72
3,2020,1,1,87,4.7,110,2.56,2.52,0,459694.53,92.11,0.0,1,766.25
3,2020,1,1,73,5.95,150,4.07,2.44,1,478341.7,87.3,29898.61,1,597.97
3,2020,1,1,73,5.78,150,4.92,4.16,1,455026.11,86.68,28441.11,1,568.82
3,2020,1,1,73,5.03,150,4.51,3.34,1,486142.19,87.31,30386.11,1,607.72
3,2020,1,1,82,4.6,70,3.54,4.0,0,361847.36,93.02,0.0,1,723.8
3,2020,1,1,82,6.15,70,2.57,2.07,0,357845.0,93.17,0.0,1,715.8
3,2020,1,1,82,5.12,70,3.68,4.29,0,350974.9,92.69,0.0,1,702.05
3,2020,1,1,87,6.02,110,2.9,3.21,0,427690.48,91.31,0.0,1,712.9
3,2020,1,1,82,3.65,70,4.01,4.95,0,366523.06,93.02,0.0,1,733.15
3,2020,1,1,73,3.9,150,4.21,2.72,1,522977.77,88.0,32688.61,1,653.77
3,2020,1,1,87,5.58,110,2.39,2.17,0,447875.76,91.89,0.0,1,746.55
3,2020,1,1,87,4.92,110,2.75,2.91,0,451026.52,91.87,0.0,1,751.8
3,2020,1,1,87,5.08,110,3.41,4.22,0,432581.42,91.28,0.0,1,721.05
3,2020,1,1,82,4.3,70,2.82,2.55,0,380741.23,93.72,0.0,1,761.6
3,2020,1,1,87,5.15,110,2.45,2.3,0,454294.97,92.02,0.0,1,757.25
3,2020,1,1,73,5.22,150,4.21,2.74,1,491020.89,87.47,30691.11,1,613.82
3,2020,1,1,73,4.7,150,4.44,3.18,1,496540.99,87.5,31036.11,1,620.72
3,2020,1,1,82,5.65,70,2.88,2.69,0,359170.74,93.13,0.0,1,718.45
3,2020,1,1,87,3.95,110,2.32,2.05,0,478950.68,92.6,0.0,1,798.35
3,2020,1,1,82,3.82,70,2.48,1.89,0,394487.26,94.18,0.0,1,789.1
3,2020,1,1,73,4.7,150,4.11,2.52,1,507059.04,87.76,31693.61,1,633.87
3,2020,1,1,73,5.95,150,4.07,2.44,1,478261.71,87.3,29893.61,1,597.87
3,2020,1,1,87,5.78,110,3.38,4.16,0,420553.03,91.02,0.0,1,701.0
3,2020,1,1,73,5.03,150,4.51,3.34,1,486222.18,87.31,30391.11,1,607.82
3,2020,1,1,73,4.6,150,4.84,4.0,1,485903.11,87.22,30371.11,1,607.42
3,2020,1,1,82,6.15,70,2.57,2.07,0,357845.0,93.17,0.0,1,715.8
3,2020,1,1,82,5.12,70,3.68,4.29,0,351024.89,92.7,0.0,1,702.15
3,2020,1,1,82,6.02,70,3.14,3.21,0,348298.69,92.77,0.0,1,696.7
3,2020,1,1,87,3.65,110,3.77,4.95,0,449500.21,91.56,0.0,1,749.25
3,2020,1,1,73,3.9,150,4.21,2.72,1,522977.78,88.0,32688.61,1,653.77
3,2020,1,1,73,5.58,150,3.93,2.17,1,491540.06,87.55,30723.61,1,614.47
3,2020,1,1,87,4.92,110,2.75,2.91,0,450966.53,91.86,0.0,1,751.7
3,2020,1,1,87,5.08,110,3.41,4.22,0,432581.42,91.28,0.0,1,721.05
3,2020,1,1,87,4.3,110,2.58,2.55,0,466503.53,92.26,0.0,1,777.6
3,2020,1,1,73,5.15,150,3.99,2.3,1,499859.42,87.67,31243.61,1,624.87
3,2020,1,1,73,5.22,150,4.21,2.74,1,490940.9,87.47,30686.11,1,613.72
3,2020,1,1,87,4.7,110,2.89,3.18,0,451806.86,91.85,0.0,1,753.1
3,2020,1,1,82,5.65,70,2.88,2.69,0,359170.74,93.13,0.0,1,718.45
3,2020,1,1,82,3.95,70,2.56,2.05,0,391013.25,94.06,0.0,1,782.15
3,2020,1,1,82,3.82,70,2.48,1.89,0,394487.26,94.18,0.0,1,789.1
3,2020,1,1,73,4.7,150,4.11,2.52,1,506979.05,87.76,31688.61,1,633.77
3,2020,1,1,87,5.95,110,2.52,2.44,0,437977.73,91.62,0.0,1,730.05
3,2020,1,1,73,5.78,150,4.92,4.16,1,455106.11,86.68,28446.11,1,568.92
3,2020,1,1,73,5.03,150,4.51,3.34,1,486142.19,87.31,30386.11,1,607.72
3,2020,1,1,87,4.6,110,3.3,4.0,0,443889.41,91.56,0.0,1,739.9
3,2020,1,1,82,6.15,70,2.57,2.07,0,357845.0,93.17,0.0,1,715.8
3,2020,1,1,87,5.12,110,3.44,4.29,0,430901.77,91.24,0.0,1,718.25
3,2020,1,1,82,6.02,70,3.14,3.21,0,348348.68,92.77,0.0,1,696.8
3,2020,1,1,87,3.65,110,3.77,4.95,0,449440.23,91.56,0.0,1,749.15
3,2020,1,1,87,3.9,110,2.66,2.72,0,471753.02,92.35,0.0,1,786.35
3,2020,1,1,87,5.58,110,2.39,2.17,0,448175.7,91.9,0.0,1,747.05
3,2020,1,1,82,4.92,70,2.99,2.91,0,367744.43,93.33,0.0,1,735.6
3,2020,1,1,73,5.08,150,4.96,4.22,1,470744.8,86.93,29423.61,1,588.47
3,2020,1,1,82,4.3,70,2.82,2.55,0,380641.25,93.72,0.0,1,761.4
3,2020,1,1,87,5.15,110,2.45,2.3,0,454354.96,92.02,0.0,1,757.35
3,2020,1,1,82,5.22,70,2.91,2.74,0,365044.67,93.28,0.0,1,730.2
3,2020,1,1,82,4.7,70,3.13,3.18,0,368494.73,93.31,0.0,1,737.1
3,2020,1,1,87,5.65,110,2.64,2.69,0,440677.7,91.67,0.0,1,734.55
3,2020,1,1,82,3.95,70,2.56,2.05,0,390963.27,94.05,0.0,1,782.05
3,2020,1,1,87,3.82,110,2.24,1.89,0,483059.75,92.71,0.0,1,805.2
3,2020,1,1,87,4.7,110,2.56,2.52,0,459754.52,92.11,0.0,1,766.35
3,2020,1,1,87,5.95,110,2.52,2.44,0,438217.66,91.64,0.0,1,730.45
3,2020,1,1,87,5.78,110,3.38,4.16,0,420792.99,91.03,0.0,1,701.4
3,2020,1,1,82,5.03,70,3.21,3.34,0,362046.24,93.12,0.0,1,724.2
3,2020,1,1,82,4.6,70,3.54,4.0,0,361797.38,93.02,0.0,1,723.7
3,2020,1,1,73,6.15,150,3.88,2.07,1,479501.08,87.37,29971.11,1,599.42
3,2020,1,1,82,5.12,70,3.68,4.29,0,350974.9,92.69,0.0,1,702.05
3,2020,1,1,82,6.02,70,3.14,3.21,0,348298.69,92.77,0.0,1,696.7
3,2020,1,1,87,3.65,110,3.77,4.95,0,449500.21,91.56,0.0,1,749.25
4,2020,1,1,87,3.9,110,2.66,2.72,0,471753.02,92.35,0.0,1,786.35
4,2020,1,1,73,5.58,150,3.93,2.17,1,491620.05,87.55,30728.61,1,614.57
4,2020,1,1,73,4.92,150,4.3,2.91,1,495340.72,87.52,30961.11,1,619.22
4,2020,1,1,73,5.08,150,4.96,4.22,1,470824.79,86.93,29428.61,1,588.57
4,2020,1,1,87,4.3,110,2.58,2.55,0,466563.53,92.26,0.0,1,777.7
4,2020,1,1,82,5.15,70,2.69,2.3,0,370567.84,93.48,0.0,1,741.25
4,2020,1,1,82,5.22,70,2.91,2.74,0,365044.67,93.28,0.0,1,730.2
4,2020,1,1,73,4.7,150,4.44,3.18,1,496540.99,87.5,31036.11,1,620.72
4,2020,1,1,87,5.65,110,2.64,2.69,0,440677.7,91.67,0.0,1,734.55
4,2020,1,1,73,3.95,150,3.87,2.05,1,532495.82,88.25,33283.61,1,665.67
4,2020,1,1,82,3.82,70,2.48,1.89,0,394487.26,94.18,0.0,1,789.1
4,2020,1,1,73,4.7,150,4.11,2.52,1,506979.05,87.76,31688.61,1,633.77
4,2020,1,1,82,5.95,70,2.76,2.44,0,357070.76,93.1,0.0,1,714.25
4,2020,1,1,87,5.78,110,3.38,4.16,0,420792.99,91.03,0.0,1,701.4
4,2020,1,1,73,5.03,150,4.51,3.34,1,486222.18,87.31,30391.11,1,607.82
4,2020,1,1,87,4.6,110,3.3,4.0,0,443889.41,91.56,0.0,1,739.9
4,2020,1,1,73,6.15,150,3.88,2.07,1,479501.08,87.37,29971.11,1,599.42
4,2020,1,1,87,5.12,110,3.44,4.29,0,430901.77,91.24,0.0,1,718.25
4,2020,1,1,73,6.02,150,4.45,3.21,1,464304.04,86.96,29021.11,1,580.42
4,2020,1,1,87,3.65,110,3.77,4.95,0,449500.21,91.56,0.0,1,749.25
4,2020,1,1,82,3.9,70,2.9,2.72,0,385065.65,93.81,0.0,1,770.25
4,2020,1,1,87,5.58,110,2.39,2.17,0,447935.75,91.89,0.0,1,746.65
4,2020,1,1,82,4.92,70,2.99,2.91,0,367794.42,93.33,0.0,1,735.7
4,2020,1,1,82,5.08,70,3.65,4.22,0,352374.53,92.74,0.0,1,704.85
4,2020,1,1,73,4.3,150,4.12,2.55,1,516138.2,87.91,32261.11,1,645.22
4,2020,1,1,87,5.15,110,2.45,2.3,0,454354.96,92.02,0.0,1,757.35
4,2020,1,1,82,5.22,70,2.91,2.74,0,364994.69,93.27,0.0,1,730.1
4,2020,1,1,82,4.7,70,3.13,3.18,0,368494.73,93.31,0.0,1,737.1
4,2020,1,1,73,5.65,150,4.19,2.69,1,481621.72,87.32,30103.61,1,602.07
4,2020,1,1,82,3.95,70,2.56,2.05,0,391063.24,94.06,0.0,1,782.25
4,2020,1,1,73,3.82,150,3.79,1.89,1,538135.0,88.37,33636.11,1,672.72
4,2020,1,1,73,4.7,150,4.11,2.52,1,506739.08,87.75,31673.61,1,633.47
4,2020,1,1,73,5.95,150,4.07,2.44,1,478261.71,87.3,29893.61,1,597.87
4,2020,1,1,87,5.78,110,3.38,4.16,0,420792.99,91.03,0.0,1,701.4
4,2020,1,1,73,5.03,150,4.51,3.34,1,486222.18,87.31,30391.11,1,607.82
4,2020,1,1,82,4.6,70,3.54,4.0,0,361847.36,93.02,0.0,1,723.8
4,2020,1,1,87,6.15,110,2.33,2.07,0,439026.93,91.71,0.0,1,731.8
4,2020,1,1,87,5.12,110,3.44,4.29,0,430901.77,91.24,0.0,1,718.25
4,2020,1,1,87,6.02,110,2.9,3.21,0,427690.48,91.31,0.0,1,712.9
4,2020,1,1,82,3.65,70,4.01,4.95,0,366473.07,93.02,0.0,1,733.05
4,2020,1,1,82,3.9,70,2.9,2.72,0,385015.66,93.81,0.0,1,770.15
4,2020,1,1,87,5.58,110,2.39,2.17,0,448175.7,91.9,0.0,1,747.05
4,2020,1,1,87,4.92,110,2.75,2.91,0,451026.52,91.87,0.0,1,751.8
4,2020,1,1,82,5.08,70,3.65,4.22,0,352424.52,92.74,0.0,1,704.95
4,2020,1,1,82,4.3,70,2.82,2.55,0,380741.23,93.72,0.0,1,761.6
