Factory,Date,Location,Machine Type,Machine Utilization (%),Machine Downtime (hours),Maintenance History,Machine Age (years),Batch Quality (Pass %),Cycle Time (minutes),Energy Consumption (kWh),Energy Efficiency Rating,CO2 Emissions (kg),Emission Limit Compliance,Waste Generated (kg),Water Usage (liters),Shift,Operator Experience (years),Team Size,Operator Training Level,Absenteeism Rate (%),Product Category,Supplier,Supplier Delays (days),Raw Material Quality,Market Demand Index,Cost of Downtime ($),Revenue ($),Profit Margin (%),Breakdowns (count),Safety Incidents (count),Defect Root Cause,Production Volume (units),Defect Rate (%)
Factory 2,2023-01-09,City B,Type B,74.22644372834264,6.198867217455647,Irregular,4,88.62132144475672,10.069301160771944,374.9559650742858,C,76.79942080086545,Yes,11.790057357049527,2185.762899117589,Day,9.615822518722355,14,Intermediate,2.196190454793372,Foam Grade A,Supplier C,0,Low,55.362753498277925,829.4648379277348,19647.529604690186,35.786891442891374,0,0,Material Impurity,1872,3.0401419388408817
Factory 2,2023-01-10,City E,Type B,72.20316423751395,6.77054410224699,Irregular,13,91.60798398835041,13.202929606091773,261.64393909718285,D,169.2824879795574,Yes,31.953670223738953,3153.3054880396485,Day,5.003249455529036,10,Beginner,6.299205040612596,Foam Grade B,Supplier B,0,High,68.55862830120176,545.5503510891265,17698.01739685108,30.2066284609093,0,0,Internal Defects,821,3.695328285113017
Factory 2,2023-01-11,City A,Type C,78.78389836637317,2.1189300625085714,Irregular,11,90.54510777435523,14.041912075524278,340.86750775555333,C,170.75265398519417,Yes,47.90135402933781,2423.3836449798823,Night,2.8869482990053035,10,Intermediate,9.891855748647835,Custom Size,Supplier C,1,High,118.41583425443451,859.2282510341861,7673.75215936945,46.18421012451477,0,0,Surface Defects,1808,1.913288788195559
Factory 2,2023-01-12,City E,Type A,88.05243615669701,1.3934735045441338,Irregular,2,93.21020852594393,8.438535755425793,377.5522754833289,C,176.5141693563574,No,25.316373127191426,2004.6336054331427,Day,7.771622083475205,5,Beginner,6.511977120953464,Custom Size,Supplier C,1,Low,107.5547808715393,366.0420497537992,15580.440363450229,30.52862967118208,0,0,Material Impurity,1275,3.7050695945345113
Factory 2,2023-01-13,City B,Type C,72.83684094068597,4.373435999110296,Regular,8,80.95068089226038,5.693953149405421,421.0716650823676,B,170.83712396618506,No,34.609128112008136,2772.7203005786378,Day,2.725961124643039,19,Beginner,7.779844259884543,Custom Size,Supplier B,1,Low,95.77519520119841,930.3608342161966,5850.799303276068,11.179054084977906,0,0,Assembly Errors,1002,3.645229102133327
Factory 2,2023-01-14,City B,Type C,91.91495297087548,7.299880433842948,Regular,13,88.78066899212811,10.491440152414512,479.6449827552988,A,157.95418571912563,Yes,39.07919485383262,2512.1242489327806,Day,7.878197990978306,10,Beginner,1.290367878104367,Custom Size,Supplier C,1,Low,70.58023720164672,603.9037913823545,9513.786097481283,16.68537259477229,1,0,Surface Defects,1832,3.2898915970714233
Factory 2,2023-01-15,City D,Type A,87.54284085165239,0.42113690101728896,Regular,10,85.80119208163207,13.965715249692774,356.5572994893266,B,89.6606446894468,No,43.36501732988984,1032.5849927769407,Night,5.941749003118506,19,Beginner,9.841933917185635,Foam Grade A,Supplier A,1,Low,93.65394830029211,602.8362951364868,5892.686638459615,20.933155066635628,1,0,Assembly Errors,1580,3.4849596014017528
Factory 2,2023-01-16,City A,Type A,84.40202197536235,5.571502341617705,Irregular,6,82.82477871022746,9.563079116581733,254.32500870371575,C,85.62741808910903,Yes,48.886664949627615,1057.1079267433295,Night,9.735159993646244,14,Intermediate,3.2319406532433614,Foam Grade A,Supplier B,1,Low,74.84965287268474,165.2923116879867,15098.06369023714,43.007717392227605,0,0,Surface Defects,788,2.525135638025065
Factory 2,2023-01-17,City B,Type B,70.49208038453534,5.885141280090922,Irregular,10,95.45046079840476,14.546376520064683,470.31541979782736,D,92.35956651587405,Yes,24.40568456555752,2860.141298922691,Night,2.088997907608598,5,Advanced,3.1579564450825117,Custom Size,Supplier A,1,Low,111.61762412971811,351.943596722716,6589.338670160715,14.489642879663545,1,0,Material Impurity,1789,1.5233519108069014
Factory 2,2023-01-18,City C,Type B,85.59383460923083,0.045050501984429836,Regular,4,81.89479787321399,8.6332447556901,300.5403974534984,D,156.563707458017,Yes,17.167186985012904,3588.2806650354955,Day,6.255008410348436,10,Intermediate,0.7410874930038824,Foam Grade B,Supplier A,1,High,56.65325210631799,955.48102707535,19706.215403492104,31.818267815699677,1,0,Internal Defects,1113,3.2625374382803374
Factory 2,2023-01-19,City D,Type C,93.96364017060218,1.1354656860751886,Irregular,1,91.85167162236621,6.890172827464972,287.77394486161757,D,91.41291327338934,No,25.819563047342807,2289.3538323237744,Night,9.69489885458334,15,Intermediate,0.747459036363155,Foam Grade A,Supplier B,0,High,116.43485755517949,170.44703265688827,19001.199806743323,24.525303610378486,0,0,Assembly Errors,1443,1.5627960884762206
Factory 2,2023-01-20,City C,Type A,86.76757685364734,4.820207121002027,Irregular,3,81.315372389167,7.1038655449412405,216.11780627956585,D,120.35905103317305,No,11.763688655901285,2575.9500308522206,Day,1.3009418700498792,14,Advanced,1.1567522364811655,Custom Size,Supplier C,1,Medium,94.62491620539143,680.7499797912067,17400.914725944232,14.276794575192856,1,0,Internal Defects,632,3.8588786777888338
Factory 2,2023-01-21,City B,Type C,90.96743100737626,4.657445889157119,Irregular,5,92.56343428197545,12.09905045779608,104.27679604540057,B,183.6493061966397,No,29.583503849721893,2245.5017686532847,Day,1.921550165138589,6,Beginner,0.5133437132367757,Foam Grade B,Supplier B,1,Medium,61.039253488164434,327.04218064076133,7349.710675454503,48.11641254254039,1,0,Assembly Errors,1308,1.542606468512294
Factory 2,2023-01-22,City E,Type B,80.52839640606248,0.5480223405751525,Regular,6,88.6452933308245,12.67168140344352,363.92108056012665,B,69.17746054902005,No,39.07454264071225,3831.448413816817,Day,4.379487598186481,14,Beginner,3.4311551641700944,Custom Size,Supplier A,1,High,86.39986868258453,809.1468286056102,8417.64782114751,29.608878986149634,0,0,None,1346,3.9414873947785294
Factory 2,2023-01-23,City C,Type B,73.81435560755946,6.873512309772555,Regular,8,87.68018083397111,9.4948276210108,488.7698202809341,B,179.0371716466197,No,21.619158368930186,1660.6919980737912,Night,2.7141129732704132,9,Intermediate,0.7150302433163536,Foam Grade A,Supplier A,0,Low,89.38486980736695,822.6696709977101,11406.987965725868,19.34167207705473,1,0,None,1499,1.9747222254457881
Factory 2,2023-01-24,City E,Type B,72.64311401077838,5.318462068641956,Regular,10,83.77941946100727,14.363525578249854,107.40983069838235,C,170.45843268367685,Yes,29.34372192417316,3004.189511177673,Night,1.841211432139992,11,Intermediate,1.622355481405775,Custom Size,Supplier C,0,High,91.28840761078288,280.5547340121874,9309.954998414742,16.475824402094336,1,0,Internal Defects,616,4.265367699325578
Factory 2,2023-01-25,City B,Type A,74.88926617753808,5.1334056812919675,Irregular,6,90.644587811878,7.550036525010757,205.0200920080001,A,140.03795494002577,Yes,39.784147160135205,1190.0710288284415,Day,6.210248793334458,10,Beginner,5.77735770160842,Foam Grade B,Supplier A,0,High,95.4672701745773,481.82113288592205,11374.928606297948,15.63113360048928,1,0,Assembly Errors,1594,2.9294681920614787
Factory 2,2023-01-26,City E,Type A,71.8665411161306,7.315522958032378,Irregular,13,98.28465253532728,9.623556009346625,265.0679776014165,C,107.46521503858767,No,20.99161057687199,1437.599701841336,Day,4.540175548729857,6,Intermediate,4.269053206363036,Custom Size,Supplier C,1,Low,87.23918227895473,828.1310952163075,16710.990950430045,18.600190730801142,1,0,Assembly Errors,1520,3.0064860322909603
Factory 2,2023-01-27,City D,Type A,91.626563249609,3.9998181196993485,Irregular,2,84.14018492649231,11.476700027119756,268.70199211367844,B,122.1071084726534,Yes,10.697221820081836,3935.581483598373,Day,2.5273471523972044,15,Intermediate,1.3264387445396553,Foam Grade B,Supplier B,1,High,68.2443418329901,246.6249337014572,10052.286664511852,32.187967063332636,1,0,Material Impurity,1367,1.9151356876257553
Factory 2,2023-01-28,City C,Type C,81.74135642379059,6.263473381918938,Irregular,3,91.48764155659921,11.863666065786795,107.34228975165672,C,109.30347662920747,Yes,10.373798139449768,1131.9077747303736,Night,5.6591080140786145,9,Advanced,6.87962840118709,Foam Grade B,Supplier B,0,Low,52.52261642494312,939.5012122189611,10177.697574434456,14.259270531388255,0,0,Internal Defects,950,2.1649419438526776
Factory 2,2023-01-29,City D,Type C,76.06787466996458,7.933384422653425,Irregular,9,90.93488412235635,14.252646416569643,158.75862755111172,D,148.5597773799418,Yes,45.3828794823305,1858.2260853200091,Day,1.4023623827697576,9,Advanced,1.8042382208137042,Foam Grade B,Supplier A,0,Medium,62.293852589760164,479.23924709246944,16907.538682229246,28.593992148162087,1,0,Material Impurity,1367,2.5957326048461153
Factory 2,2023-01-30,City D,Type A,87.3910188361352,7.503095808759068,Irregular,2,94.59959865002682,5.892065588169638,184.4632149727708,D,50.16972126813053,Yes,20.11419915050235,3069.6051592998647,Night,1.3430642066964245,13,Intermediate,7.120293570544513,Foam Grade A,Supplier A,0,Low,59.5082699889286,313.23332865830275,16642.572380603357,48.859368601692424,1,0,Surface Defects,695,2.7875717458801033
Factory 2,2023-01-31,City C,Type C,76.41218808017885,4.7500060192574365,Irregular,11,84.93149272463478,11.61382077844989,112.82507852272201,D,166.59532222158776,No,45.112191944359395,4059.544640661185,Day,5.143475581075365,8,Intermediate,3.5300475097183623,Foam Grade A,Supplier B,0,Medium,83.279136597281,995.005079691026,19699.791609306638,45.28666897884133,1,0,Material Impurity,1539,2.5931589304193547
Factory 2,2023-02-01,City B,Type C,92.38531777985547,1.3005365493078287,Irregular,6,82.2581989910485,5.149499711042389,456.0075604595059,C,103.77614467930007,No,42.44061499728277,4435.945564128468,Night,4.678669330823103,14,Beginner,6.806038701191533,Foam Grade A,Supplier A,0,High,75.73606322413758,631.9858424820527,12556.601655869512,35.83806124448181,1,0,Internal Defects,1151,3.221884552504889
Factory 2,2023-02-02,City E,Type B,82.08278621743234,2.687762459044092,Regular,6,87.60610816725831,8.664935791611635,323.82993678234936,B,170.90247569046036,No,39.135447444029296,3574.994129771693,Day,2.777376534868291,17,Beginner,1.7458398467636027,Foam Grade B,Supplier B,0,Low,90.5845889798591,254.6711827754184,8924.37209437745,29.85214413945906,1,0,Internal Defects,1982,3.661993363523587
Factory 2,2023-02-03,City B,Type B,80.57191171166947,4.526012513796659,Regular,6,97.78678037321015,5.549048909107743,369.3565916119341,B,91.84492916302908,Yes,17.36164139285787,2183.7053959211535,Day,2.803157663035653,12,Intermediate,8.017474168457607,Foam Grade B,Supplier A,1,High,97.58726876539791,847.8302417396654,5623.939343847042,10.924426738711688,0,0,Assembly Errors,744,4.2898264806870126
Factory 2,2023-02-04,City C,Type B,92.75679428134875,5.044169137985387,Irregular,4,87.03169632132945,5.183383890106499,151.04927449510132,D,140.96146651157005,Yes,15.993525367518725,2055.843416527484,Night,2.9082506545200606,15,Advanced,4.3393524963137375,Foam Grade A,Supplier A,0,High,92.98635165829913,578.7196271931722,6377.755058438015,27.80074734901421,0,0,Surface Defects,1426,2.4340177287882496
Factory 2,2023-02-05,City A,Type A,94.53947574411487,7.185153365321257,Irregular,7,82.06354064458336,9.72793345301583,370.8509954295608,C,173.5970583735598,No,47.54342383114021,1215.5931615751551,Night,8.533199175834977,17,Advanced,4.274082879043153,Foam Grade B,Supplier B,1,Medium,80.81039130568928,561.1856962389907,15090.704172506543,25.485220358845933,1,0,Internal Defects,875,2.5484223585978767
Factory 2,2023-02-06,City B,Type B,88.91762275278674,5.335243093473682,Irregular,3,91.17363867123926,10.70689661576848,293.70647924389016,B,50.027779294316424,No,32.61825464296433,3862.0238184845152,Day,2.598148023684559,18,Beginner,3.3679261108210676,Foam Grade B,Supplier C,0,Medium,115.27442458443758,775.0831715682751,17644.255852652146,28.803838338060643,1,0,None,1481,4.351835324228671
Factory 2,2023-02-07,City C,Type C,77.80003265271125,7.278589126656483,Regular,6,90.60640325531355,8.247989153803605,217.35587023319135,D,98.54436868707185,Yes,28.01532852156032,2300.5317136010576,Night,5.365647870068564,10,Beginner,8.576559882418273,Foam Grade A,Supplier B,0,High,67.51724276840558,718.2445201000327,16139.910779846321,17.195852749393552,1,0,Assembly Errors,1134,4.300126497425906
Factory 2,2023-02-08,City A,Type B,86.09669818887815,6.103591028092489,Irregular,9,96.83540537481497,12.29033742829494,471.12402465907854,C,54.82479054839471,Yes,10.563186531315626,1027.830349213165,Night,4.8638920777087264,18,Intermediate,6.041089011508472,Custom Size,Supplier C,1,Low,101.52575010359598,236.93309822756487,18683.444329994,45.71183758359543,0,0,Surface Defects,1252,4.426708390068246
Factory 2,2023-02-09,City B,Type A,93.40370261282558,7.67503883509558,Regular,11,85.91267844690995,12.69992281218704,446.70560091653755,B,188.29334451991252,No,10.46288795021081,2198.3706223408626,Day,7.876837001916834,15,Intermediate,2.3213391280015614,Custom Size,Supplier C,1,Low,118.96451281377657,828.9218082754813,11903.09927234923,46.150690455964266,0,0,Material Impurity,1675,1.9107564719869887
Factory 2,2023-02-10,City B,Type A,74.69320188745684,6.569601626799637,Regular,1,90.20154196698222,12.277640405129441,148.585908362851,B,84.49421231015513,Yes,28.11072518045603,1973.0923378827945,Night,7.769394030318994,6,Advanced,8.940546052038865,Custom Size,Supplier A,0,Medium,94.4915437405731,373.3488582320698,19744.173824303318,20.965446687677534,1,0,Internal Defects,1294,3.2348658455202113
Factory 2,2023-02-11,City A,Type B,84.71083891041062,4.455616733313402,Regular,8,89.44344930776693,5.320635170945415,344.9245155361587,B,142.7065518685606,No,40.29182288284772,1908.0051973536824,Night,3.8123949352856936,16,Beginner,9.785783948593739,Foam Grade A,Supplier C,1,Low,100.45714215324409,317.0860971652207,7522.116288421206,48.88383972849244,1,0,None,906,2.5132679613966875
Factory 2,2023-02-12,City D,Type B,78.52756784506145,4.332763702386743,Regular,3,92.0329313142956,9.624902104055934,322.4209697119844,B,155.663543221623,Yes,35.00077816672416,2010.274236550748,Day,1.9228108430137962,10,Advanced,0.942103636124938,Custom Size,Supplier B,0,Low,95.04669122619325,113.69178567581987,17918.501178301063,15.819657889913055,1,0,Surface Defects,1551,2.8044046013094834
Factory 2,2023-02-13,City B,Type A,81.00319241365816,0.9864464425713981,Irregular,4,91.87912411440419,13.273841936073582,371.45977487314667,C,133.0144341745591,No,21.519144317300018,4660.129693884337,Day,4.57832682379582,17,Intermediate,8.941073178047334,Foam Grade B,Supplier C,1,High,109.1557146414851,532.2286009775391,7661.474783743974,29.099522018497108,1,0,Material Impurity,1227,3.8867455096268486
Factory 2,2023-02-14,City E,Type B,75.79475694041449,7.211199529833865,Regular,3,90.51708682178648,11.16110800415721,289.7302282201164,D,127.82124681265303,No,15.024508140812083,2673.787158864912,Day,5.009299147750112,12,Intermediate,4.618344345606084,Custom Size,Supplier A,0,High,66.96931697210476,265.8982140893721,5972.513281792868,40.50610235024564,1,0,Assembly Errors,603,2.818967202177495
Factory 2,2023-02-15,City B,Type C,80.27303924234597,4.308667086833627,Regular,7,96.9300486829946,8.33085548093873,159.00953367093874,C,181.2052976490068,Yes,26.914243142674458,1750.4439541816987,Day,3.7110317325605147,8,Intermediate,8.88642669362955,Foam Grade A,Supplier C,1,High,119.00647747058976,700.4713101783047,8672.59326214281,38.662145591159984,0,0,Assembly Errors,1115,2.416295078049097
Factory 2,2023-02-16,City B,Type A,94.04944136835314,5.783208059582224,Irregular,7,93.83870391205468,9.780970188182216,302.0905911206696,A,99.6820721934682,No,45.88973300766567,4563.307014297074,Night,8.056556018456309,10,Beginner,3.1505649660759936,Foam Grade A,Supplier A,1,Low,97.52617969964689,752.5864170078858,19475.474343648784,20.415894349802866,1,0,None,501,3.6203715131904435
Factory 2,2023-02-17,City C,Type B,74.84347332562027,2.0940229522961893,Irregular,5,86.28141538943004,13.60511486587445,289.50406149548814,B,195.30371753195647,No,40.92360566468448,2330.6919461212956,Day,1.152292091184488,11,Intermediate,2.1400711317387424,Custom Size,Supplier C,1,High,117.68895126196263,244.06669493805757,16809.88756186093,49.36659837932859,1,0,Internal Defects,1492,4.278427899788793
Factory 2,2023-02-18,City D,Type B,93.06089027509425,5.3301610953667815,Regular,8,96.99594150130848,6.8426507617074375,185.2242204070142,A,152.22890448299756,Yes,30.579185685241224,3853.8294417361762,Day,8.407787761061924,7,Advanced,9.213229670968134,Foam Grade B,Supplier B,1,Medium,106.92003732095355,650.418890931461,16686.409150726555,38.7613335515955,0,0,Assembly Errors,1551,2.94071014041308
Factory 2,2023-02-19,City D,Type A,90.75457416544235,2.8837042331940443,Irregular,10,98.94341428667224,9.55866500180433,399.53098544159496,A,66.34999847944641,Yes,38.528760203084204,1656.1229258375577,Night,6.571837857440077,10,Advanced,5.223732639668011,Foam Grade B,Supplier C,0,Low,97.40335065708588,535.6350462050636,19674.04228998482,44.964151842648434,1,0,Material Impurity,905,2.252959456569544
Factory 2,2023-02-20,City C,Type C,73.19874852299412,7.983321075298302,Irregular,13,93.75989334335904,14.080348763357215,194.27484573228378,C,146.7979375006425,No,49.05652889536225,2125.040081521898,Day,2.73522515208946,9,Advanced,4.271065628370424,Foam Grade A,Supplier C,0,Low,79.59311439617667,820.4636121386351,8806.964638339883,26.899150022456404,1,0,Internal Defects,1967,2.2269318191623433
Factory 2,2023-02-21,City B,Type A,75.81825604675134,3.930792722150282,Regular,2,93.52920500677425,10.79961980535111,135.60127119307185,B,55.690746940390326,No,41.45469543846792,2000.2270340406128,Night,8.024685182826458,11,Intermediate,4.024451384435926,Foam Grade B,Supplier B,0,Medium,81.88298195105574,846.5701737595372,19626.03383898075,44.93892684224017,1,0,Internal Defects,571,3.0629741659480714
Factory 2,2023-02-22,City B,Type A,87.2307434090738,0.8550670006962511,Irregular,9,88.27459552161193,5.723485098974855,414.47306767928524,B,165.40936652612032,No,35.351161581730025,4520.525413734567,Night,1.5181467877251742,7,Beginner,0.02140919345475223,Foam Grade B,Supplier B,0,Medium,73.67999145469363,827.2699009305629,6867.5788154853835,48.824002714298345,1,0,Surface Defects,1394,2.8943526178125025
Factory 2,2023-02-23,City C,Type C,82.33750910181541,1.4271860154286484,Regular,4,95.46631797487868,12.768603268982815,415.4327060433884,D,148.72437147895005,No,44.483363433609256,4573.77386150506,Day,8.426934511766587,9,Beginner,3.095419918620881,Custom Size,Supplier A,0,High,106.65399801170916,523.4841413112474,19234.660161793938,43.90002481505367,0,0,Surface Defects,1260,3.443127224370689
Factory 2,2023-02-24,City A,Type B,76.96784287852873,1.2708215355516463,Regular,1,98.4865702279858,6.5311344577219845,207.70816972208306,B,56.29557551091005,No,16.15896518975316,4174.869703140849,Night,9.553091288625145,5,Beginner,6.977970330625238,Foam Grade B,Supplier C,0,Low,87.54088560580306,347.2626261666709,12196.570366735667,39.82953260164758,0,0,Surface Defects,1561,2.5383329612823453
Factory 2,2023-02-25,City C,Type C,91.17306498877268,3.011107971532887,Irregular,4,96.89948840868186,14.993649321926787,368.1414558647196,A,186.18359006192492,No,39.338410880313,2554.6240061740546,Night,5.103515671917952,11,Beginner,6.9374129869832855,Foam Grade B,Supplier C,1,Medium,118.099962329724,339.990572919254,15741.402237349423,25.77032941982981,1,0,Surface Defects,1474,4.481319308303795
Factory 2,2023-02-26,City B,Type C,77.10151155199289,7.044386738711656,Irregular,14,85.5050144100489,7.6951062121829725,157.94113090729763,B,53.035434895992566,Yes,26.985246391611636,2843.888209022595,Day,9.766281024748574,11,Intermediate,6.960347322291323,Custom Size,Supplier A,1,Low,53.646153484900566,492.4374246216552,14347.210510039353,43.622134270050566,0,0,Assembly Errors,1009,3.641743752250903
Factory 2,2023-02-27,City C,Type B,77.3662225765625,0.40015056721749076,Regular,4,93.95945210590025,12.47740385641692,200.93360176529103,C,86.71842785441372,No,34.26103468202135,1414.9206581699768,Night,9.434012445293249,14,Beginner,3.218466352013203,Foam Grade B,Supplier C,1,High,66.4829991907614,223.955471365427,14182.493310847185,16.661823543752053,1,0,Internal Defects,1673,2.3941250950407436
Factory 2,2023-02-28,City C,Type B,70.9313470153549,0.21077865755134084,Regular,9,86.04218439147166,12.963001859676636,272.69312953713967,A,182.25690071979454,Yes,38.521258255004156,2094.011463318828,Day,8.271386601064474,5,Advanced,6.9848046781488735,Custom Size,Supplier C,0,High,72.5608231382036,602.0224130882323,17919.294991321454,18.95624807653922,1,0,Assembly Errors,1049,1.7688411719859678
Factory 2,2023-03-01,City E,Type B,89.1061405213095,4.660430696335952,Irregular,11,96.95012829813055,5.307831022376401,399.3585424838972,B,178.02209997897344,No,12.16537633609283,3387.427443137964,Night,4.0220792515255255,13,Advanced,9.595725876290658,Custom Size,Supplier A,1,Medium,107.77110936399002,159.76937833545952,7562.9029907969725,22.444827230385897,1,0,Assembly Errors,1778,4.359218305866411
Factory 2,2023-03-02,City A,Type B,75.28159330771919,3.055867757522427,Irregular,4,88.8917219559749,6.272925330950784,359.8041974007695,D,126.48349223084152,Yes,38.401173907009166,1080.094138078826,Day,9.741677142759329,8,Advanced,1.9038327106097186,Custom Size,Supplier B,1,High,119.80590432403922,572.3350753282671,13159.046184354023,25.673720517314095,1,0,Internal Defects,973,4.03625760510231
Factory 2,2023-03-03,City B,Type A,76.78861921671098,3.594079135446713,Irregular,14,96.26677685543946,7.871318371871433,173.49133613657494,D,198.62020339189067,Yes,10.394429133485579,3711.4744642309815,Day,3.8956332687245,5,Beginner,8.956512304019185,Custom Size,Supplier C,1,Medium,89.41659945107449,634.3188574033186,14594.256869035342,29.8222276150372,0,0,Assembly Errors,1225,3.1432197284074106
Factory 2,2023-03-04,City D,Type B,71.41761628425117,4.510427128893154,Irregular,2,98.02807093087416,8.355409421865355,230.08847654985368,D,81.16239095182856,Yes,48.51449336742969,1096.681408534014,Night,8.818815074829285,17,Advanced,7.518762443691909,Custom Size,Supplier A,0,High,77.26844151370656,560.1661716214312,18936.145403852355,44.97186240888697,1,0,Internal Defects,844,2.9927254324624064
Factory 2,2023-03-05,City B,Type C,79.92279809966738,2.4269595645761006,Irregular,6,81.05599478601077,9.887312689772875,331.6457079502421,C,161.3686346320335,Yes,22.17471133718204,3729.972134948595,Night,9.634956361670485,13,Intermediate,7.550939672981465,Foam Grade A,Supplier C,0,High,79.36777511686982,536.5497978603687,8844.397434419116,31.141594414251514,1,0,Internal Defects,1289,4.174361619434248
Factory 2,2023-03-06,City C,Type A,94.81474689834612,5.4351479048994085,Irregular,7,95.7120314765981,13.444263331200869,327.65662818170733,A,140.00217162209532,No,27.28468702463578,3155.2774689986763,Night,7.575732291365897,18,Intermediate,7.148106921312776,Foam Grade A,Supplier A,1,Medium,99.84826394338947,480.41824195734426,14772.337302944195,20.361568404820588,1,0,Surface Defects,1097,1.7975835903386357
Factory 2,2023-03-07,City A,Type C,88.19273796018095,0.5884038318102336,Regular,11,94.2227296506189,9.371242737400124,382.11344961572496,D,78.22999725197934,Yes,33.911833308913316,1059.4758973820788,Day,3.2261623463596854,10,Beginner,4.394482232929203,Foam Grade B,Supplier B,1,High,109.27053932777133,377.7098478300253,19878.402247139675,11.544664224490035,1,0,Internal Defects,1870,2.079044956217096
Factory 2,2023-03-08,City E,Type A,71.78628451523556,0.25968113409821125,Regular,12,82.53368812831866,6.329985870746392,108.9466137977717,C,74.86235230826823,Yes,12.600219576432252,2475.5163666371022,Day,6.6381746972865034,6,Advanced,6.621858857118336,Foam Grade B,Supplier C,0,Low,102.48270150879267,222.6268126507437,18468.25066646723,19.703088115917463,1,0,Surface Defects,1399,1.5334637619354914
Factory 2,2023-03-09,City B,Type B,78.2269354222508,0.7589657014014382,Irregular,10,85.08905349061936,13.512578486996073,166.2163179292349,C,118.36037210127272,Yes,49.23626233160518,3211.321424369598,Night,8.671288143358392,16,Advanced,6.1051316409216,Foam Grade A,Supplier A,0,High,104.33063048739359,537.7681890919779,8371.250572660363,17.80698460160025,1,0,Assembly Errors,839,1.63343156640948
Factory 2,2023-03-10,City E,Type C,70.46143063849861,6.655104510053836,Irregular,9,89.79445204356281,7.614929037276194,389.0588808244274,B,133.66471386470926,Yes,21.39484827341906,4009.89236374304,Night,2.64386456869395,18,Advanced,3.3908761326267998,Foam Grade A,Supplier B,1,High,78.55020179136393,734.5310700369995,8403.057744972411,41.8114817918889,0,0,Surface Defects,1204,1.8527988497961054
Factory 2,2023-03-11,City B,Type B,84.93373252444633,3.7796969113191237,Irregular,5,88.24024172903223,7.022731817420303,185.5735131204189,B,150.19051168220977,Yes,39.956705619140784,4176.650835350438,Night,5.44452346586731,6,Beginner,9.169787490185026,Custom Size,Supplier C,0,Medium,55.95305349142498,297.9920142072376,5132.222499417089,38.6451056190695,1,0,None,1852,2.516808659811079
Factory 2,2023-03-12,City E,Type C,86.79165143023675,1.5694448555038294,Irregular,14,84.79619268793876,5.185583365235256,379.68347101495084,B,102.68255294577321,No,31.027442236780246,4788.676766823039,Day,9.876851580448117,6,Advanced,2.91272522255737,Foam Grade B,Supplier C,1,High,72.48686144520109,420.74418743089655,8842.263277606233,20.184373171812236,0,0,Assembly Errors,1107,4.16920600434917
Factory 2,2023-03-13,City E,Type A,75.04249906577563,3.437963048605334,Irregular,4,81.04913490825771,14.546375133600558,151.4309043187514,D,148.2758214766879,Yes,11.025289995376903,4698.989903457446,Day,1.958028299497971,7,Intermediate,1.9964864195602305,Custom Size,Supplier C,0,High,88.4266218950479,816.9910614920286,5656.4877079747785,32.67783429918619,1,0,None,935,1.6152769369171758
Factory 2,2023-03-14,City A,Type B,83.06743161595925,4.400309927988832,Irregular,4,82.51428056628174,11.76999605365786,370.01864891596796,C,58.04425855571738,No,29.729739837337892,4429.3112941342115,Day,8.142320774820911,17,Advanced,1.0463780692762559,Foam Grade B,Supplier C,0,Medium,116.46762059795563,405.57602721762396,6622.18913505798,30.260048041477013,1,0,Surface Defects,709,1.6160548747715746
Factory 2,2023-03-15,City E,Type B,91.15008558493491,3.7775827089454026,Irregular,1,98.81504715484964,12.443368428217001,395.83459587129954,C,117.45881158881592,No,26.204085081884823,4847.97563946729,Day,4.37082537205937,17,Advanced,3.8729117367532995,Custom Size,Supplier C,0,High,107.34614037880715,171.9043190122248,17832.289320439362,13.67584368308425,1,0,Assembly Errors,745,2.944618343089723
Factory 2,2023-03-16,City D,Type A,77.5686892617808,3.956944120880258,Irregular,3,98.1607857639768,13.003606536565963,367.18922432887393,B,168.48021610696145,No,29.790289583432173,2199.89563261813,Day,5.2642759146412486,12,Beginner,8.421660300613832,Custom Size,Supplier C,0,High,95.59239280583675,282.21596527494825,18351.727044647138,44.361853188266245,1,0,Material Impurity,1861,1.6806610933357087
Factory 2,2023-03-17,City D,Type B,86.07532450461915,3.7209887931822365,Irregular,14,92.89209680387123,5.100736619932315,292.40751192018473,D,82.2130498737624,Yes,46.928353434887605,4220.045196326895,Day,8.856538573681018,17,Advanced,2.9671745157904095,Custom Size,Supplier A,0,Medium,113.30977396220052,278.2937748169786,5387.107522868466,10.811198950696799,1,0,None,865,2.4713069270038983
Factory 2,2023-03-18,City B,Type C,78.48734787649857,5.441268374071029,Irregular,11,97.65321070113518,7.225210441774465,499.8692820968369,D,89.08339489796734,No,18.936501797185002,1323.3872065730159,Day,9.512480540042827,5,Advanced,1.6265385376212105,Foam Grade B,Supplier B,1,Medium,72.0539178523058,571.3051599990866,12280.585568068258,24.15623305027435,1,0,Internal Defects,1194,3.665065173684491
Factory 2,2023-03-19,City A,Type B,80.28889366362569,1.270063320896667,Irregular,10,88.51444528983804,14.37525986759583,394.6626940875162,D,155.6426404818913,No,37.70453773700403,3368.760721716873,Night,3.702029088228925,14,Intermediate,6.898887322384035,Custom Size,Supplier C,1,High,67.76104396199823,821.2350248879133,6053.559588042216,37.55823160684679,0,0,Material Impurity,1274,2.5783350785467176
