Factory,Date,Location,Machine Type,Machine Utilization (%),Machine Downtime (hours),Maintenance History,Machine Age (years),Batch Quality (Pass %),Cycle Time (minutes),Energy Consumption (kWh),Energy Efficiency Rating,CO2 Emissions (kg),Emission Limit Compliance,Waste Generated (kg),Water Usage (liters),Shift,Operator Experience (years),Team Size,Operator Training Level,Absenteeism Rate (%),Product Category,Supplier,Supplier Delays (days),Raw Material Quality,Market Demand Index,Cost of Downtime ($),Revenue ($),Profit Margin (%),Breakdowns (count),Safety Incidents (count),Defect Root Cause,Production Volume (units),Defect Rate (%)
3,2023-02-11,City D,Type C,85.62,4.01,Regular,11,90.25,8.8,243.96,B,161.51,No,17.2,3226.42,Night,2.0,18,Intermediate,2.47,Foam Grade A,Supplier B,1,Low,91.71,936.32,11679.19,49.33,1,0,Assembly Errors,1883,3.68
3,2023-02-12,City E,Type B,85.66,2.44,Regular,12,85.24,5.51,464.85,B,132.99,Yes,38.66,3730.88,Night,1.0,11,Beginner,4.93,Custom Size,Supplier C,0,Low,92.38,740.72,9814.64,37.96,0,0,Surface Defects,1866,4.38
3,2023-02-13,City D,Type C,77.41,1.58,Regular,13,84.43,11.42,282.15,A,83.0,Yes,42.08,4136.38,Night,8.0,12,Beginner,9.5,Foam Grade A,Supplier B,1,Medium,98.94,334.8,15937.5,38.66,0,0,Assembly Errors,1984,3.64
3,2023-02-14,City C,Type C,76.79,7.23,Irregular,4,97.47,12.78,424.95,C,153.11,Yes,37.08,3851.01,Day,8.0,19,Beginner,6.46,Foam Grade A,Supplier C,1,Low,59.65,962.72,11927.63,32.65,1,0,,695,4.07
3,2023-02-15,City D,Type B,70.55,4.21,Regular,7,90.47,12.18,148.74,D,146.41,No,42.46,3134.36,Day,9.0,10,Beginner,1.59,Custom Size,Supplier A,1,High,102.72,965.77,9437.77,16.58,0,0,Surface Defects,1655,4.36
3,2023-02-16,City D,Type C,88.86,5.71,Irregular,2,98.04,5.32,490.12,C,128.84,No,43.48,3946.23,Night,7.0,18,Intermediate,0.26,Foam Grade B,Supplier A,1,Medium,96.35,561.4,15885.97,23.05,0,0,Surface Defects,1611,2.72
3,2023-02-17,City A,Type B,87.9,3.45,Regular,9,85.93,5.42,359.95,A,110.46,Yes,37.33,3095.02,Day,9.0,8,Beginner,0.32,Foam Grade B,Supplier C,1,High,103.74,545.05,19870.69,11.75,0,0,,1810,3.18
3,2023-02-18,City B,Type C,77.16,7.06,Regular,7,83.44,10.72,237.46,C,145.26,Yes,46.15,4162.21,Day,8.0,18,Intermediate,1.69,Custom Size,Supplier C,0,High,55.83,670.86,17871.17,20.47,1,0,,881,3.66
3,2023-02-19,City B,Type C,85.61,2.89,Regular,7,98.3,14.35,165.25,D,173.74,Yes,39.16,4909.82,Night,4.0,12,Beginner,0.06,Foam Grade B,Supplier C,1,Medium,109.53,609.63,6928.27,25.46,0,0,Internal Defects,1786,4.34
3,2023-02-20,City B,Type A,83.65,0.6,Regular,1,81.67,13.6,336.43,B,86.42,Yes,48.84,3039.51,Night,2.0,5,Intermediate,8.46,Foam Grade A,Supplier B,0,Low,78.6,246.68,13013.29,21.43,1,0,,846,4.25
3,2023-02-21,City E,Type A,79.96,6.57,Irregular,14,97.48,14.11,167.45,B,58.72,Yes,33.27,4507.57,Night,4.0,16,Advanced,9.58,Foam Grade A,Supplier A,1,High,65.49,236.12,7168.41,28.56,0,0,Assembly Errors,1531,3.1
3,2023-02-22,City B,Type A,84.53,2.29,Irregular,6,91.19,5.13,460.66,D,162.38,No,45.31,2779.87,Day,4.0,5,Advanced,8.61,Custom Size,Supplier A,1,High,106.61,837.13,13591.52,11.13,1,0,Surface Defects,693,2.7
3,2023-02-23,City E,Type B,86.24,1.94,Regular,1,89.1,6.78,450.48,C,126.13,No,20.5,1689.34,Night,6.0,17,Advanced,5.35,Foam Grade B,Supplier B,0,Medium,113.29,266.29,15220.48,46.99,1,0,Assembly Errors,1576,3.82
3,2023-02-24,City B,Type C,70.2,3.55,Irregular,4,92.73,14.38,134.32,C,139.77,Yes,28.21,4099.24,Day,9.0,9,Intermediate,2.2,Custom Size,Supplier A,1,Medium,95.28,448.5,7827.83,18.91,1,0,Assembly Errors,1743,2.3
3,2023-02-25,City A,Type B,85.58,3.52,Irregular,10,90.73,7.42,131.56,A,179.92,Yes,13.66,2345.36,Night,7.0,11,Advanced,5.03,Foam Grade B,Supplier A,0,High,112.27,353.44,10221.91,34.88,0,0,Internal Defects,818,1.92
3,2023-02-26,City D,Type C,77.98,0.6,Irregular,2,80.85,7.92,446.66,C,146.21,Yes,35.83,4986.4,Day,3.0,9,Beginner,1.79,Custom Size,Supplier C,1,High,89.25,921.45,13543.49,18.34,0,0,Internal Defects,866,4.24
3,2023-02-27,City E,Type B,86.41,1.32,Irregular,11,92.0,8.85,243.04,A,120.85,Yes,45.57,4877.85,Day,2.0,10,Advanced,4.34,Foam Grade B,Supplier C,1,Low,50.43,667.76,14216.73,17.52,1,0,,1389,4.19
3,2023-02-28,City D,Type C,79.04,5.9,Irregular,12,91.53,7.91,470.06,D,193.99,No,18.57,2376.16,Day,7.0,7,Intermediate,4.82,Foam Grade B,Supplier C,0,High,65.33,933.52,13575.64,14.19,0,0,Assembly Errors,635,2.63
3,2023-03-01,City B,Type C,73.34,1.85,Regular,10,93.58,6.33,395.18,D,116.7,No,11.75,2762.61,Night,2.0,15,Advanced,3.96,Foam Grade A,Supplier B,0,Medium,108.17,531.48,8918.62,15.48,1,0,Assembly Errors,1898,1.75
3,2023-03-02,City E,Type A,75.11,5.76,Irregular,4,92.99,11.66,208.97,D,61.19,No,12.02,4433.8,Night,5.0,10,Intermediate,5.15,Custom Size,Supplier B,0,Low,108.33,913.18,13579.88,40.14,1,0,Internal Defects,774,1.99
3,2023-03-03,City C,Type C,76.62,6.68,Regular,14,82.95,7.06,287.3,C,58.78,Yes,36.54,3024.57,Day,4.0,17,Advanced,3.82,Custom Size,Supplier C,0,Low,55.49,118.69,10562.51,39.83,0,0,,760,3.89
3,2023-03-04,City A,Type A,83.12,2.28,Regular,3,83.54,7.9,173.58,D,188.26,Yes,36.1,2662.41,Day,10.0,15,Advanced,4.25,Foam Grade A,Supplier C,0,Low,69.3,982.57,18061.73,22.67,1,0,,1547,3.09
3,2023-03-05,City C,Type B,93.79,0.9,Irregular,4,91.1,6.46,218.86,C,108.91,No,19.7,3139.52,Night,3.0,7,Advanced,7.07,Foam Grade A,Supplier B,0,Low,104.54,540.52,18273.42,33.61,0,0,Material Impurity,1457,2.01
3,2023-03-06,City B,Type C,75.2,5.23,Regular,6,85.51,8.31,101.32,B,130.59,No,18.89,1467.63,Night,3.0,11,Beginner,4.84,Foam Grade B,Supplier B,1,Medium,74.15,841.05,14424.33,49.27,0,0,Material Impurity,996,1.63
3,2023-03-07,City A,Type C,87.96,1.63,Irregular,11,93.05,7.55,340.22,B,136.63,No,23.47,3476.61,Day,5.0,13,Intermediate,6.01,Custom Size,Supplier B,1,High,73.01,209.28,11993.85,10.14,1,0,Material Impurity,1815,1.57
3,2023-03-08,City B,Type A,81.65,5.49,Irregular,6,87.8,13.64,231.56,B,68.97,No,19.67,2854.72,Day,5.0,5,Beginner,4.97,Foam Grade B,Supplier C,0,Low,79.56,537.93,13913.69,20.04,0,0,,512,2.62
3,2023-03-09,City D,Type A,90.99,0.95,Irregular,7,81.52,13.48,132.28,A,194.53,Yes,23.15,1366.53,Day,10.0,18,Beginner,2.12,Foam Grade B,Supplier C,1,High,79.83,407.61,15132.76,21.83,1,0,Internal Defects,1674,2.61
3,2023-03-10,City B,Type A,71.4,7.29,Regular,10,80.46,14.89,384.01,B,86.25,No,30.74,2298.5,Night,6.0,13,Intermediate,2.75,Foam Grade B,Supplier C,0,Medium,90.49,483.91,6084.29,45.73,0,0,Material Impurity,685,1.97
3,2023-03-11,City B,Type C,85.81,5.97,Regular,3,91.83,6.88,187.6,D,60.76,No,30.28,1952.74,Day,8.0,16,Beginner,0.18,Foam Grade A,Supplier A,1,Low,63.72,996.17,18457.43,21.7,1,0,Assembly Errors,1430,4.07
3,2023-03-12,City B,Type B,79.04,5.06,Regular,8,97.83,10.1,286.96,D,149.06,No,22.99,4728.18,Day,3.0,7,Beginner,7.21,Custom Size,Supplier C,0,Medium,61.23,559.8,10817.32,16.38,1,0,Assembly Errors,1846,3.21
3,2023-03-13,City A,Type A,91.48,5.61,Regular,11,83.0,5.71,103.95,B,163.93,No,19.64,1258.42,Day,3.0,18,Beginner,3.29,Foam Grade A,Supplier B,0,Medium,58.23,640.2,11146.2,46.12,0,0,,1062,3.68
3,2023-03-14,City B,Type A,83.64,5.23,Irregular,10,93.39,5.82,242.26,B,76.91,Yes,16.91,1555.71,Day,5.0,9,Advanced,7.14,Custom Size,Supplier C,1,Medium,85.12,932.39,8708.77,43.02,1,0,Internal Defects,862,4.2
3,2023-03-15,City C,Type A,86.52,0.35,Irregular,5,95.76,13.93,174.44,D,144.29,Yes,20.87,3425.19,Day,2.0,6,Advanced,0.62,Custom Size,Supplier B,1,Low,73.64,273.04,7712.98,22.84,1,0,Assembly Errors,1456,3.63
3,2023-03-16,City C,Type C,72.14,6.74,Irregular,4,84.15,13.71,460.85,D,143.92,Yes,33.19,3933.77,Day,5.0,11,Beginner,4.02,Foam Grade A,Supplier B,0,Low,62.18,903.24,6797.49,21.01,1,0,Assembly Errors,1311,3.65
3,2023-03-17,City A,Type B,78.96,1.34,Irregular,11,90.93,14.78,429.18,C,66.52,Yes,21.18,1652.26,Day,8.0,6,Advanced,9.53,Foam Grade A,Supplier A,0,Medium,58.96,996.84,16592.67,45.09,1,0,Assembly Errors,704,3.57
3,2023-03-18,City D,Type A,94.27,4.42,Regular,5,82.52,14.2,244.95,D,172.27,Yes,34.18,1674.54,Day,9.0,14,Beginner,0.7,Foam Grade A,Supplier B,0,Medium,109.48,394.46,10093.55,45.82,1,0,Material Impurity,1070,2.77
3,2023-03-19,City E,Type A,90.19,1.53,Regular,7,81.1,5.06,163.37,C,95.55,No,11.86,4988.7,Night,3.0,17,Advanced,6.63,Foam Grade B,Supplier A,0,Low,117.28,204.89,15643.52,19.21,1,0,Internal Defects,774,2.68
3,2023-03-20,City C,Type C,75.05,6.35,Regular,8,85.37,6.9,110.69,A,99.15,Yes,48.28,4455.4,Day,6.0,18,Intermediate,1.49,Foam Grade B,Supplier A,0,Low,96.6,558.89,9536.29,32.59,0,0,Assembly Errors,1397,3.64
3,2023-03-21,City C,Type B,82.58,0.49,Regular,13,98.99,6.0,302.56,C,178.71,No,20.43,4563.17,Day,9.0,9,Advanced,7.66,Foam Grade B,Supplier C,0,High,102.09,969.24,8438.09,15.75,1,0,,1027,3.22
3,2023-03-22,City B,Type C,89.33,7.36,Irregular,5,93.55,10.71,143.0,C,113.0,No,45.26,1280.34,Night,8.0,16,Intermediate,1.65,Foam Grade A,Supplier A,0,High,98.76,556.49,8618.35,41.85,0,0,Internal Defects,1025,1.55
3,2023-03-23,City E,Type C,79.24,4.51,Irregular,10,98.01,5.7,345.86,B,136.54,Yes,14.71,4785.61,Day,3.0,6,Intermediate,0.53,Foam Grade B,Supplier B,0,Medium,97.48,896.01,16510.36,33.02,1,0,Internal Defects,1402,4.3
3,2023-03-24,City E,Type C,88.29,7.83,Irregular,13,88.2,5.62,410.61,D,103.6,No,26.38,4630.88,Night,6.0,19,Beginner,5.59,Custom Size,Supplier C,0,Low,115.95,956.01,17467.22,17.66,0,0,Internal Defects,980,4.22
3,2023-03-25,City D,Type A,94.6,4.79,Regular,4,98.99,13.5,362.76,C,147.8,No,35.39,1866.09,Night,5.0,6,Beginner,0.78,Custom Size,Supplier A,0,Medium,110.35,114.02,19697.01,24.74,0,0,Internal Defects,689,2.4
3,2023-03-26,City C,Type A,89.57,2.93,Irregular,11,88.63,13.07,282.52,C,141.15,No,12.88,1181.64,Night,2.0,15,Advanced,5.84,Foam Grade B,Supplier B,1,Low,113.39,590.06,11545.79,26.62,1,0,Material Impurity,832,2.99
3,2023-03-27,City B,Type C,74.84,1.78,Regular,5,80.77,5.51,343.26,D,122.19,Yes,24.88,4223.78,Night,8.0,14,Beginner,9.85,Foam Grade B,Supplier C,0,Low,84.13,231.82,18015.63,21.37,0,0,Assembly Errors,1606,2.08
3,2023-03-28,City C,Type A,71.18,1.93,Regular,10,95.83,8.66,401.85,C,137.39,No,49.05,1959.37,Day,9.0,10,Intermediate,8.98,Foam Grade A,Supplier B,1,Low,62.61,447.86,8570.39,43.5,1,0,Assembly Errors,1293,1.54
3,2023-03-29,City C,Type B,85.6,7.42,Irregular,9,82.89,6.8,367.93,B,140.84,Yes,21.69,3122.42,Day,8.0,12,Beginner,8.34,Foam Grade B,Supplier C,1,High,80.81,653.94,6054.31,47.93,0,0,,1713,4.02
3,2023-03-30,City B,Type B,83.06,7.42,Irregular,8,82.15,10.97,241.63,B,62.95,Yes,26.19,4290.59,Day,2.0,18,Intermediate,1.42,Custom Size,Supplier A,0,Low,95.8,646.3,12091.65,21.13,1,0,Surface Defects,773,2.18
3,2023-03-31,City E,Type C,91.57,7.15,Regular,5,87.99,13.35,408.4,C,140.89,No,46.46,2303.81,Day,9.0,15,Advanced,8.55,Custom Size,Supplier C,1,Low,70.53,689.37,5601.93,34.38,0,0,Internal Defects,986,4.25
3,2023-04-01,City D,Type B,78.27,4.02,Irregular,12,82.59,8.57,455.59,A,154.89,Yes,24.72,3465.74,Day,6.0,18,Intermediate,8.99,Custom Size,Supplier A,0,Low,58.57,783.21,13933.24,34.36,0,0,Assembly Errors,682,3.7
3,2023-04-02,City B,Type A,81.78,0.01,Regular,13,95.45,8.88,325.53,B,197.19,No,46.93,1584.28,Day,9.0,11,Intermediate,3.85,Foam Grade A,Supplier B,1,Low,87.12,354.64,10253.23,20.83,1,0,,1385,4.07
3,2023-04-03,City E,Type C,90.66,3.38,Regular,4,98.68,8.04,229.49,C,69.82,Yes,40.42,4743.25,Night,4.0,10,Advanced,3.45,Custom Size,Supplier A,1,Medium,80.71,488.73,13351.84,33.27,1,0,Surface Defects,965,3.97
3,2023-04-04,City B,Type C,77.38,2.89,Regular,10,83.4,11.5,438.79,C,56.96,No,39.21,2593.95,Night,9.0,18,Advanced,4.17,Custom Size,Supplier A,1,High,103.2,289.98,19290.47,41.34,1,0,Internal Defects,1248,1.84
3,2023-04-05,City A,Type B,80.43,1.79,Irregular,14,91.55,10.01,349.61,C,70.5,No,47.93,4564.41,Day,5.0,18,Advanced,9.89,Foam Grade B,Supplier C,1,Low,94.35,868.18,11999.58,44.59,0,0,,1389,2.5
3,2023-04-06,City C,Type A,84.28,3.84,Irregular,12,85.86,11.18,302.23,C,90.16,No,40.98,4198.86,Night,7.0,18,Intermediate,8.85,Foam Grade B,Supplier A,1,Medium,117.81,685.43,15137.22,35.0,1,0,,1996,2.87
3,2023-04-07,City E,Type B,92.04,5.26,Irregular,2,88.8,13.82,461.38,D,67.78,Yes,11.57,3418.4,Day,2.0,5,Intermediate,1.16,Foam Grade B,Supplier B,0,Medium,90.65,858.81,9284.16,41.63,1,0,,650,1.76
3,2023-04-08,City D,Type C,82.09,6.7,Irregular,12,86.44,12.52,414.0,A,189.07,No,13.38,1274.01,Day,8.0,13,Intermediate,1.31,Foam Grade A,Supplier A,0,Medium,70.28,489.65,12327.04,12.58,0,0,Surface Defects,819,1.74
3,2023-04-09,City B,Type B,86.25,7.04,Irregular,9,80.55,10.21,288.44,D,147.82,No,39.97,4432.47,Day,9.0,13,Advanced,4.97,Custom Size,Supplier B,0,High,103.59,837.05,6873.56,49.07,0,0,Material Impurity,1317,1.88
3,2023-04-10,City C,Type A,78.87,5.68,Irregular,2,82.02,8.87,283.46,D,52.67,No,45.57,2155.81,Day,10.0,5,Advanced,5.79,Foam Grade B,Supplier C,0,Low,50.24,755.04,15257.9,26.23,0,0,Internal Defects,1535,3.19
3,2023-04-11,City E,Type A,89.32,3.23,Irregular,9,81.93,6.33,155.88,B,72.38,No,41.76,3441.64,Day,5.0,16,Beginner,5.89,Foam Grade A,Supplier A,0,Medium,87.11,568.69,15262.47,11.78,1,0,Surface Defects,1874,3.66
3,2023-04-12,City E,Type B,75.62,2.69,Regular,6,88.59,13.85,238.08,A,60.55,Yes,30.61,3141.8,Night,8.0,6,Intermediate,7.99,Foam Grade A,Supplier C,0,High,84.64,969.16,19559.77,44.05,0,0,,1485,3.57
3,2023-04-13,City C,Type C,87.54,0.13,Regular,6,95.76,11.46,245.68,B,190.41,Yes,35.26,2592.6,Day,6.0,8,Beginner,2.57,Custom Size,Supplier C,0,Medium,56.55,348.19,8077.01,41.93,0,0,,516,4.29
3,2023-04-14,City C,Type C,78.62,5.7,Regular,5,88.44,10.03,403.07,A,108.68,No,22.12,3222.79,Night,2.0,15,Intermediate,3.51,Foam Grade A,Supplier B,0,Medium,103.58,173.36,5606.0,23.2,1,0,Assembly Errors,1633,3.36
3,2023-04-15,City E,Type A,89.17,6.29,Regular,6,80.37,6.72,396.52,A,75.22,Yes,17.61,1491.71,Night,4.0,7,Intermediate,8.49,Custom Size,Supplier A,0,Medium,93.67,439.09,6165.68,26.04,0,0,Material Impurity,861,3.39
3,2023-04-16,City D,Type A,79.18,1.0,Irregular,5,80.75,7.73,260.29,D,150.09,Yes,21.0,3092.17,Day,9.0,10,Beginner,1.66,Foam Grade A,Supplier B,1,Low,112.97,149.12,13493.34,46.79,0,0,Assembly Errors,1619,2.55
3,2023-04-17,City C,Type B,72.12,4.8,Irregular,13,88.28,14.66,178.06,B,185.08,No,33.11,2190.07,Day,6.0,17,Intermediate,1.09,Foam Grade A,Supplier C,0,Medium,93.11,997.62,9380.12,35.23,0,0,Assembly Errors,655,2.84
3,2023-04-18,City B,Type A,94.62,4.02,Regular,7,89.6,9.72,279.66,D,158.89,No,28.1,1146.99,Day,4.0,10,Intermediate,7.3,Foam Grade A,Supplier C,0,High,113.09,600.8,15272.35,10.44,0,0,Surface Defects,576,4.19
3,2023-04-19,City C,Type A,77.3,5.94,Irregular,2,83.08,10.77,464.56,D,91.85,Yes,25.08,1347.92,Night,5.0,19,Advanced,1.21,Foam Grade A,Supplier C,0,Low,83.35,684.33,9896.47,12.01,1,0,Material Impurity,1613,4.03
3,2023-04-20,City A,Type A,70.21,0.98,Irregular,9,85.65,14.06,262.47,B,163.19,Yes,41.8,1077.68,Day,8.0,6,Advanced,8.71,Foam Grade A,Supplier C,1,High,93.11,383.68,15813.99,41.29,1,0,Assembly Errors,1292,4.24
3,2023-04-21,City C,Type A,83.13,7.12,Regular,2,95.46,6.26,297.83,D,147.14,No,41.57,1398.12,Day,6.0,18,Intermediate,3.66,Foam Grade B,Supplier B,0,Medium,55.91,766.86,15131.0,21.27,1,0,Material Impurity,628,2.25
3,2023-04-22,City E,Type C,81.63,7.35,Irregular,5,85.46,13.45,146.69,B,130.45,Yes,23.67,2317.7,Day,5.0,19,Intermediate,3.44,Foam Grade B,Supplier B,0,Medium,52.67,889.7,9451.94,49.88,1,0,,924,2.16
3,2023-04-23,City A,Type C,86.66,3.29,Regular,13,84.35,14.98,272.43,C,119.92,Yes,47.13,2342.74,Night,5.0,8,Beginner,6.78,Foam Grade A,Supplier A,0,Low,112.77,884.57,12664.65,36.39,1,0,Internal Defects,1834,2.78
3,2023-04-24,City B,Type C,78.12,7.46,Regular,3,97.86,7.5,225.82,D,114.52,Yes,30.06,4528.46,Night,10.0,8,Beginner,8.91,Custom Size,Supplier B,1,Medium,54.94,254.66,5381.14,23.43,0,0,Material Impurity,1119,1.82
3,2023-04-25,City C,Type A,82.59,6.64,Irregular,13,90.41,12.11,444.24,B,182.81,No,36.11,2734.48,Day,3.0,7,Advanced,5.08,Foam Grade A,Supplier B,0,High,93.03,720.71,15795.89,32.32,1,0,,505,1.81
3,2023-04-26,City D,Type A,78.06,7.38,Irregular,4,87.7,5.38,119.4,D,191.71,Yes,33.37,3535.31,Night,8.0,18,Advanced,1.58,Custom Size,Supplier C,0,High,117.18,607.94,19895.96,40.82,1,0,Internal Defects,1361,2.05
3,2023-04-27,City E,Type B,77.22,7.8,Regular,4,95.1,11.29,308.03,D,148.63,Yes,47.79,2266.2,Night,4.0,9,Intermediate,3.95,Foam Grade A,Supplier B,1,Medium,113.67,509.46,16683.46,16.15,0,0,Assembly Errors,956,1.59
3,2023-04-28,City E,Type B,86.8,3.36,Irregular,12,93.74,10.63,384.45,A,188.04,Yes,22.6,2260.08,Day,9.0,10,Intermediate,8.25,Foam Grade B,Supplier B,0,High,92.19,682.64,12838.55,30.85,0,0,,1610,2.66
3,2023-04-29,City D,Type C,84.8,6.85,Regular,14,93.48,13.12,184.7,A,78.74,No,46.07,1654.53,Day,1.0,9,Advanced,2.56,Foam Grade A,Supplier B,1,Medium,61.18,531.52,12222.58,22.18,1,0,Surface Defects,1264,2.52
3,2023-04-30,City A,Type A,75.57,6.77,Irregular,13,87.53,10.89,203.13,D,90.11,Yes,43.76,1869.54,Day,8.0,19,Intermediate,5.08,Foam Grade A,Supplier C,1,High,66.9,736.27,13677.06,49.45,1,0,Assembly Errors,1247,2.52
3,2023-05-01,City E,Type C,91.77,0.16,Irregular,11,97.45,6.23,348.37,C,136.37,No,32.91,2736.05,Night,9.0,11,Beginner,4.7,Foam Grade A,Supplier B,1,High,90.61,672.79,10277.27,22.63,0,0,,1096,1.54
3,2023-05-02,City E,Type B,70.49,1.96,Regular,1,81.16,9.37,465.24,A,190.89,No,46.99,2318.59,Day,2.0,5,Advanced,9.08,Custom Size,Supplier A,0,High,90.58,230.51,5470.79,14.66,0,0,Assembly Errors,1038,3.31
3,2023-05-03,City D,Type B,85.95,5.49,Regular,14,87.95,10.84,126.42,A,117.71,No,30.87,1647.31,Day,8.0,18,Beginner,2.14,Foam Grade B,Supplier A,0,High,90.71,262.93,9253.48,34.71,1,0,Surface Defects,1266,2.43
3,2023-05-04,City C,Type B,76.9,3.18,Regular,4,83.33,8.87,485.96,C,116.05,Yes,23.17,2921.16,Day,10.0,16,Advanced,0.21,Custom Size,Supplier B,1,Medium,59.87,617.35,14052.58,37.48,0,0,Material Impurity,850,4.42
3,2023-05-05,City A,Type C,85.77,0.35,Irregular,5,88.12,13.11,368.44,B,155.02,No,19.07,2692.24,Night,2.0,19,Beginner,1.36,Custom Size,Supplier A,0,Medium,82.01,294.1,17991.6,33.45,0,0,Internal Defects,1429,1.87
3,2023-05-06,City D,Type A,94.73,5.8,Irregular,2,93.37,9.12,222.88,A,156.26,No,12.55,2159.34,Night,9.0,15,Advanced,9.82,Foam Grade A,Supplier C,1,Low,69.17,976.37,16144.81,34.21,0,0,Surface Defects,807,3.19
3,2023-05-07,City D,Type C,86.6,1.93,Regular,6,87.78,9.66,168.19,C,154.94,Yes,40.38,4496.8,Night,5.0,18,Beginner,8.1,Foam Grade B,Supplier B,1,Low,97.78,985.76,18583.77,44.87,1,0,Material Impurity,1085,3.93
3,2023-05-08,City E,Type A,87.26,4.75,Regular,14,83.15,11.59,224.86,D,64.17,Yes,40.66,4530.69,Night,3.0,17,Advanced,2.42,Custom Size,Supplier B,0,Medium,77.33,110.14,10285.2,29.96,0,0,,1545,2.04
3,2023-05-09,City D,Type B,92.1,2.7,Regular,5,91.3,10.15,162.61,A,103.98,No,40.06,4165.45,Night,2.0,17,Advanced,9.32,Foam Grade B,Supplier C,0,High,98.93,179.07,15688.12,48.91,1,0,Material Impurity,1269,2.06
3,2023-05-10,City C,Type A,78.82,0.41,Regular,5,97.22,5.02,206.66,A,91.43,No,10.41,3443.27,Day,4.0,12,Intermediate,7.44,Custom Size,Supplier C,0,Medium,116.97,379.33,9948.51,17.58,1,0,Assembly Errors,1979,2.49
3,2023-05-11,City A,Type C,80.28,4.03,Irregular,8,94.3,5.46,160.23,D,68.04,Yes,11.76,3658.51,Day,6.0,11,Intermediate,4.87,Foam Grade B,Supplier C,0,Medium,66.25,250.41,16393.71,23.8,1,0,Assembly Errors,1409,4.41
3,2023-05-12,City E,Type A,83.27,7.75,Regular,9,93.47,14.56,349.99,D,84.9,Yes,46.39,1054.25,Day,7.0,13,Intermediate,0.54,Custom Size,Supplier C,0,Medium,88.65,627.18,9536.83,35.59,1,0,Material Impurity,1133,3.17
3,2023-05-13,City B,Type B,93.44,1.69,Irregular,7,82.83,12.37,262.62,B,81.03,No,32.31,2324.38,Night,6.0,18,Intermediate,8.88,Foam Grade B,Supplier B,1,Medium,61.81,179.08,7090.96,20.77,1,0,Assembly Errors,929,1.73
3,2023-05-14,City B,Type C,85.98,1.69,Regular,8,92.28,14.23,167.58,C,166.1,No,32.61,3207.58,Day,4.0,17,Intermediate,0.13,Foam Grade A,Supplier B,0,Medium,80.03,198.65,19332.2,30.92,0,0,Material Impurity,1267,3.39
3,2023-05-15,City E,Type A,91.2,5.78,Irregular,13,93.88,5.94,311.46,A,192.71,Yes,44.28,3933.1,Night,2.0,9,Advanced,2.43,Foam Grade A,Supplier A,1,Medium,103.16,754.07,10628.97,15.59,0,0,Surface Defects,1264,3.13
3,2023-05-16,City E,Type A,71.8,1.7,Regular,6,98.08,6.92,444.71,C,111.55,Yes,33.98,4398.82,Night,4.0,7,Advanced,2.68,Custom Size,Supplier C,1,Medium,113.98,841.75,7500.7,33.06,0,0,Surface Defects,1336,4.39
3,2023-05-17,City C,Type B,79.19,4.06,Irregular,9,87.49,10.38,176.54,B,174.73,No,38.54,2446.21,Day,7.0,17,Beginner,7.47,Custom Size,Supplier A,0,High,103.64,617.58,8911.87,46.5,1,0,,1822,2.14
3,2023-05-18,City D,Type B,78.61,5.99,Irregular,3,98.65,8.6,247.01,A,97.75,No,11.8,3293.8,Night,5.0,5,Beginner,5.59,Foam Grade A,Supplier C,1,High,109.31,321.18,13589.36,48.14,1,0,Material Impurity,1769,3.76
3,2023-05-19,City B,Type B,88.45,5.55,Regular,5,97.57,6.8,461.96,C,79.79,Yes,43.07,1009.98,Night,5.0,5,Advanced,1.43,Foam Grade B,Supplier C,0,Medium,103.34,272.86,9726.1,13.81,0,0,Surface Defects,541,2.95
3,2023-05-20,City A,Type C,93.51,5.17,Regular,5,98.46,6.47,406.54,B,136.55,No,31.87,1832.02,Night,1.0,11,Intermediate,3.94,Foam Grade B,Supplier A,0,High,110.67,589.82,5585.84,28.58,0,0,Assembly Errors,1807,2.17
3,2023-05-21,City D,Type A,73.01,7.28,Regular,9,93.46,13.18,317.53,A,89.67,Yes,24.22,3275.44,Night,10.0,6,Beginner,2.41,Foam Grade A,Supplier C,0,Low,99.69,298.09,9504.67,47.85,1,0,Assembly Errors,1641,3.35
3,2023-05-22,City A,Type C,76.2,2.4,Irregular,6,92.39,5.53,491.98,C,115.13,Yes,27.2,3292.28,Night,10.0,13,Intermediate,1.84,Foam Grade B,Supplier C,1,Low,94.14,683.64,13755.45,17.34,1,0,Material Impurity,572,1.79
3,2023-05-23,City A,Type B,86.38,7.16,Irregular,14,98.63,14.76,408.93,B,155.5,Yes,39.1,1301.54,Night,6.0,10,Intermediate,8.15,Foam Grade A,Supplier C,0,High,110.9,107.81,15657.29,21.78,0,0,Material Impurity,950,2.57
3,2023-05-24,City B,Type B,81.93,0.76,Regular,6,96.09,10.71,353.45,B,174.68,Yes,44.72,3093.31,Night,8.0,12,Advanced,4.25,Foam Grade A,Supplier C,1,High,54.68,107.81,7374.64,45.22,1,0,Internal Defects,754,1.98
3,2023-05-25,City E,Type A,94.6,6.78,Regular,14,98.01,12.21,132.95,B,143.45,No,18.75,4033.79,Day,7.0,12,Intermediate,3.2,Custom Size,Supplier C,1,Low,73.92,244.51,16499.26,12.36,0,0,Surface Defects,1375,3.53
